dataset,sample,hierarchy_bin,n_cells,total_counts,median_umi,mean_umi,median_genes,n_genes_detected,passes_30,chk_counts_exact,chk_cells_exact,n_cells_annotated,n_cells_after_3cond,n_cells_after_4cond,n_excluded_fine,barcode_join_frac
GSE185381,Control1,HSC_MPP,37,381428,10127,10308.8648648649,2224,11046,TRUE,TRUE,TRUE,2657,2617,2609,8,1
GSE185381,Control1,LMPP_GMP,41,511889,12775,12485.0975609756,2593,11602,TRUE,TRUE,TRUE,2657,2617,2609,8,1
GSE185381,Control1,Mono_DC,1451,10482263,6980,7224.16471399035,1835,18099,TRUE,TRUE,TRUE,2657,2617,2609,8,1
GSE185381,Control1,Erythroid,30,427566,14471.5,14252.2,2772,11082,TRUE,TRUE,TRUE,2657,2617,2609,8,1
GSE185381,Control1,Megakaryocyte,3,38526,13264,12842,3150,5457,FALSE,TRUE,TRUE,2657,2617,2609,8,1
GSE185381,Control1,T_NK,676,2506931,3744.5,3708.47781065089,1086.5,15728,TRUE,TRUE,TRUE,2657,2617,2609,8,1
GSE185381,Control1,B_Plasma,371,1881087,2845,5070.3153638814,1061,15338,TRUE,TRUE,TRUE,2657,2617,2609,8,1
