dataset,sample,hierarchy_bin,n_cells,total_counts,median_umi,mean_umi,median_genes,n_genes_detected,passes_30,chk_counts_exact,chk_cells_exact,n_cells_annotated,n_cells_after_3cond,n_cells_after_4cond,n_excluded_fine,barcode_join_frac
Chen2023,AML24,HSC_MPP,62,488384,6924.5,7877.16129032258,2005.5,12047,TRUE,TRUE,TRUE,11276,10976,10976,0,1
Chen2023,AML24,LMPP_GMP,76,684845,9461,9011.11842105263,2531,12470,TRUE,TRUE,TRUE,11276,10976,10976,0,1
Chen2023,AML24,Mono_DC,8952,11207364,933,1251.93967828418,540,17813,TRUE,TRUE,TRUE,11276,10976,10976,0,1
Chen2023,AML24,Erythroid,54,239809,4258.5,4440.90740740741,1609.5,10462,TRUE,TRUE,TRUE,11276,10976,10976,0,1
Chen2023,AML24,Megakaryocyte,158,317065,1364,2006.74050632911,705,11415,TRUE,TRUE,TRUE,11276,10976,10976,0,1
Chen2023,AML24,T_NK,1109,5199425,4634,4688.3904418395,1401,15856,TRUE,TRUE,TRUE,11276,10976,10976,0,1
Chen2023,AML24,B_Plasma,565,2904029,4393,5139.87433628319,1340,14792,TRUE,TRUE,TRUE,11276,10976,10976,0,1
