gene,stratum,level,n_samples,median_pct_nonzero,p90_pct_nonzero,frac_samples_gt1pct,mean_lognorm,category
PPBP,Erythroid,bin,139,0,4.1608,0.294964028776978,0.0180406527043675,megakaryocyte_fibrosis_axis
CXCL12,Erythroid,bin,139,0,5.38704,0.18705035971223,0.0301473452935212,msc_niche
KITLG,Erythroid,bin,139,0,0.742260000000001,0.0935251798561151,0.00418134559800599,msc_niche
VCAM1,Erythroid,bin,139,0,0.0477200000000001,0.0647482014388489,0.0031760451542755,msc_niche
NES,Erythroid,bin,139,0,0.21812,0.0359712230215827,0.00165565818141517,msc_niche
NGFR,Erythroid,bin,139,0,0,0.0287769784172662,0.000699044173911904,msc_niche
SFRP2,Erythroid,bin,139,0,0,0.0215827338129496,0.000466531300025593,msc_niche
SFRP4,Erythroid,bin,139,0,3.28986,0.143884892086331,0.00650984092124621,msc_niche
GREM1,Erythroid,bin,139,0,2.47114,0.172661870503597,0.00670686271069182,msc_niche
FAP,Erythroid,bin,139,0,0.0457800000000001,0.0503597122302158,0.00109414925674148,msc_niche
SP7,Erythroid,bin,139,0,0.23544,0.0575539568345324,0.00238887917712817,msc_niche
RGS5,Erythroid,bin,139,0,1.46034,0.136690647482014,0.00410956542971875,msc_niche
CDH5,Erythroid,bin,139,0,0,0.0359712230215827,0.00168336420419996,msc_niche
EMCN,Erythroid,bin,139,0,1.91314,0.158273381294964,0.00583261798215701,msc_niche
CA9,Erythroid,bin,139,0,1.45218,0.122302158273381,0.00172668357323485,hypoxia
ADM,Erythroid,bin,139,0,2.99014,0.237410071942446,0.015330062196994,hypoxia
SNAI2,Erythroid,bin,139,0,0,0.0431654676258993,0.00267450650566687,emt
TWIST1,Erythroid,bin,139,0,1.62278,0.122302158273381,0.00562847067578615,emt
CDH2,Erythroid,bin,139,0,3.78708,0.223021582733813,0.00814904745646642,emt
TIGIT,Erythroid,bin,139,0,0.94638,0.0863309352517986,0.00260319087440141,nectin_target
CD226,Erythroid,bin,139,0,2.95902,0.273381294964029,0.011378681424286,nectin_target
C1QA,Erythroid,bin,139,0,0.3301,0.0359712230215827,0.00324186972305048,macrophage_marker
C1QB,Erythroid,bin,139,0,0,0.0359712230215827,0.00291198865689123,macrophage_marker
C1QC,Erythroid,bin,139,0,0,0.0143884892086331,0.00107135749066377,macrophage_marker
CD163,Erythroid,bin,139,0,0.54636,0.0575539568345324,0.00305047994337551,macrophage_marker
MRC1,Erythroid,bin,139,0,1.9261,0.165467625899281,0.00714467053886177,macrophage_marker
VSIG4,Erythroid,bin,139,0,0.48356,0.0287769784172662,0.0016786917256718,macrophage_marker
LYVE1,Erythroid,bin,139,0,0,0.0503597122302158,0.00164426038114937,macrophage_marker
S100A12,Erythroid,bin,139,0,5.18006,0.287769784172662,0.0162798559966393,monocyte_marker
CTGF,Erythroid,bin,68,0,2.96793,0.191176470588235,0.00733770279637957,profibrotic_cytokine_gf
CYR61,Erythroid,bin,68,0,2.47813,0.191176470588235,0.00391175338334134,profibrotic_cytokine_gf
PVRL4,Erythroid,bin,23,0,0,0.0434782608695652,0.00155774308167555,nectin_target
PVRL3,Erythroid,bin,23,0,0.03668,0.0434782608695652,0.00243783940624379,nectin_target
NECTIN4,Erythroid,bin,121,0,0.1859,0.0330578512396694,0.00091542165300576,nectin_target
NECTIN3,Erythroid,bin,121,0,0.7092,0.0909090909090909,0.00307154999567182,nectin_target
CCN2,Erythroid,bin,71,0,0.7299,0.0985915492957746,0.00803178514660472,profibrotic_cytokine_gf
VIM,HSC_MPP,bin,159,97.7049,100,1,2.78945934806322,emt
LDHA,HSC_MPP,bin,159,83.1858,96.15164,1,1.17786603433905,hypoxia
CALR,HSC_MPP,bin,159,81.25,97.89258,1,1.30362354353575,megakaryocyte_fibrosis_axis
PGK1,HSC_MPP,bin,159,74.3381,94.89456,1,0.927279560417268,hypoxia
PLAC8,HSC_MPP,bin,159,61.8585,87.33694,0.981132075471698,0.707206530695916,monocyte_marker
ZEB2,HSC_MPP,bin,159,58.7065,88.0807,1,0.753145699576165,emt
SELL,HSC_MPP,bin,159,58.3838,89.7579,0.993710691823899,0.740364209401723,monocyte_marker
HIF1A,HSC_MPP,bin,159,56.338,81.3281,1,0.584474324140109,hypoxia
CSF3R,HSC_MPP,bin,159,54.0541,79.8216,0.987421383647799,0.561559579069363,monocyte_marker
TGFB1,HSC_MPP,bin,159,53.4005,87.10766,1,0.565121240614943,profibrotic_cytokine_gf
IL18,HSC_MPP,bin,159,51.8072,81.29664,0.987421383647799,0.497703881777957,inflammatory_cytokine
TIMP1,HSC_MPP,bin,159,46.1331,78.155,0.993710691823899,0.505122499117945,ecm_remodeling
ANGPT1,HSC_MPP,bin,159,42.9268,80.272,0.987421383647799,0.533954248732863,msc_niche
SEPP1,HSC_MPP,bin,26,42.38565,62.755,0.807692307692308,0.445162435824317,macrophage_marker
PECAM1,HSC_MPP,bin,159,30,60.08322,1,0.299116454195963,msc_niche
CXCL8,HSC_MPP,bin,159,28.5028,78.29932,0.981132075471698,0.725413004736286,inflammatory_cytokine
NFE2,HSC_MPP,bin,159,27.5794,64.55638,0.993710691823899,0.280062042432407,megakaryocyte_fibrosis_axis
IL1B,HSC_MPP,bin,159,24.4604,58.78324,0.981132075471698,0.283424603001482,inflammatory_cytokine
TIMP2,HSC_MPP,bin,159,24.1379,56.88308,1,0.228848526310747,ecm_remodeling
SELENOP,HSC_MPP,bin,141,23.4043,57.6786,0.872340425531915,0.267394011137918,macrophage_marker
ZEB1,HSC_MPP,bin,159,22.5806,59.6236800000001,0.981132075471698,0.271617644744221,emt
NECTIN2,HSC_MPP,bin,141,20.3922,49.5475,0.943262411347518,0.17313820760472,nectin_target
RUNX2,HSC_MPP,bin,159,18.9055,40.21364,0.993710691823899,0.173475495273387,msc_niche
TGFBR2,HSC_MPP,bin,159,18.6402,37.10602,1,0.175184831037061,profibrotic_cytokine_gf
CXCL2,HSC_MPP,bin,159,17.9734,64.63576,1,0.368989049851788,inflammatory_cytokine
SPARC,HSC_MPP,bin,159,16.129,45.77528,0.930817610062893,0.173960881215299,collagen_ecm_structural
NDRG1,HSC_MPP,bin,159,14.9425,39.47464,0.993710691823899,0.157523923930025,hypoxia
JAK2,HSC_MPP,bin,159,14.2857,32.87354,0.987421383647799,0.131646422846218,megakaryocyte_fibrosis_axis
BNIP3,HSC_MPP,bin,159,13.8298,31.95848,0.974842767295597,0.11795345924689,hypoxia
TGFBR1,HSC_MPP,bin,159,13.1148,41.8299000000001,0.981132075471698,0.136184252438986,profibrotic_cytokine_gf
PVRL2,HSC_MPP,bin,26,11.4607,35.6422,0.884615384615385,0.145634166651336,nectin_target
S100A9,HSC_MPP,bin,159,9.5238,46.9666,0.855345911949686,0.196307467497989,inflammatory_cytokine
NLRP3,HSC_MPP,bin,159,9.5023,36.0465,0.949685534591195,0.116828081449509,inflammatory_cytokine
MMP2,HSC_MPP,bin,159,7.2858,28.6753,0.861635220125786,0.0882598090550668,ecm_remodeling
SLC2A1,HSC_MPP,bin,159,7.1267,19.70864,0.918238993710692,0.0592598666993843,hypoxia
OSM,HSC_MPP,bin,159,6,23.90354,0.867924528301887,0.0784473831101202,profibrotic_cytokine_gf
ACTA2,HSC_MPP,bin,159,5.5479,16.98696,0.905660377358491,0.0550377744541578,msc_niche
STAB1,HSC_MPP,bin,159,4.9351,30.43106,0.779874213836478,0.0793945645156157,macrophage_marker
PLOD1,HSC_MPP,bin,159,4.2105,11.09396,0.805031446540881,0.0333224684598716,ecm_remodeling
HGF,HSC_MPP,bin,159,4.1096,19.80388,0.779874213836478,0.0714096653928311,profibrotic_cytokine_gf
S100A8,HSC_MPP,bin,159,4.0541,34.02368,0.70440251572327,0.11661893522922,inflammatory_cytokine
SERPINH1,HSC_MPP,bin,159,4.0404,13.96826,0.855345911949686,0.0454049280815942,ecm_remodeling
CD96,HSC_MPP,bin,159,3.4483,56.87262,0.742138364779874,0.172564395798213,nectin_target
LEPR,HSC_MPP,bin,159,3.252,11.0571,0.811320754716981,0.036303545350784,msc_niche
MYH11,HSC_MPP,bin,159,3.2258,16.8293,0.805031446540881,0.0374908471038034,msc_niche
PVR,HSC_MPP,bin,159,2.924,10.7143,0.842767295597484,0.0290724743216071,nectin_target
SERPINE1,HSC_MPP,bin,159,2.6549,23.12938,0.641509433962264,0.0669616250812415,ecm_remodeling
CCL3,HSC_MPP,bin,159,2.5415,19.23808,0.679245283018868,0.0705001384775131,inflammatory_cytokine
TIMP3,HSC_MPP,bin,159,2.1661,19.69212,0.610062893081761,0.0646693273552944,ecm_remodeling
NECTIN1,HSC_MPP,bin,141,2.1157,8.5432,0.680851063829787,0.0216277376328914,nectin_target
PLOD2,HSC_MPP,bin,159,2.0408,22.68534,0.591194968553459,0.0579121033983956,ecm_remodeling
FBN1,HSC_MPP,bin,159,2.0325,10.5857,0.672955974842767,0.0309189671750619,collagen_ecm_structural
SNAI1,HSC_MPP,bin,159,2,12.3681,0.635220125786164,0.0354597985053509,emt
VEGFA,HSC_MPP,bin,159,1.9608,21.97032,0.635220125786164,0.0616233743519365,profibrotic_cytokine_gf
COL5A1,HSC_MPP,bin,159,1.9259,15.03354,0.59748427672956,0.0312756254322069,collagen_ecm_structural
ITGA2B,HSC_MPP,bin,159,1.8519,9.01142,0.691823899371069,0.025668361859147,megakaryocyte_fibrosis_axis
TAGLN,HSC_MPP,bin,159,1.6393,6.99148000000001,0.622641509433962,0.0203872433955177,msc_niche
ELN,HSC_MPP,bin,159,1.6129,9.17748000000001,0.566037735849057,0.0290272722483443,collagen_ecm_structural
BGLAP,HSC_MPP,bin,159,1.4141,8.31220000000001,0.553459119496855,0.022867125563653,msc_niche
VWF,HSC_MPP,bin,159,1.4035,11.3101,0.59748427672956,0.0358149848400729,megakaryocyte_fibrosis_axis
FCN1,HSC_MPP,bin,159,1.3761,5.98264,0.610062893081761,0.0221333613046032,monocyte_marker
VCAN,HSC_MPP,bin,159,1.3605,10.3448,0.534591194968554,0.037980042073717,monocyte_marker
MPL,HSC_MPP,bin,159,1.3415,10.85054,0.540880503144654,0.0355647630117445,megakaryocyte_fibrosis_axis
MAF,HSC_MPP,bin,159,1.2332,7.72246,0.522012578616352,0.0252692559143196,macrophage_marker
PVRL1,HSC_MPP,bin,26,1.1758,7.0455,0.538461538461538,0.0233765347948232,nectin_target
ADM,HSC_MPP,bin,159,1.0989,8.24332000000002,0.522012578616352,0.0288795045242401,hypoxia
CDH2,HSC_MPP,bin,159,0.9901,12.85714,0.49685534591195,0.0311283728333247,emt
CTSK,HSC_MPP,bin,159,0.9756,2.95862,0.49685534591195,0.00902100327710765,ecm_remodeling
COL6A2,HSC_MPP,bin,159,0.9524,12.37656,0.484276729559749,0.033092287905855,collagen_ecm_structural
LOXL1,HSC_MPP,bin,159,0.8403,4.9344,0.465408805031447,0.0109395392129438,ecm_remodeling
LOX,HSC_MPP,bin,159,0.7905,11.43796,0.471698113207547,0.0265593705273904,ecm_remodeling
GP9,HSC_MPP,bin,159,0.7317,2.95014000000001,0.408805031446541,0.00803556375586806,megakaryocyte_fibrosis_axis
SPP1,HSC_MPP,bin,159,0.7246,6.8093,0.40251572327044,0.0239634187288434,profibrotic_cytokine_gf
CCL4,HSC_MPP,bin,159,0.6757,10.54554,0.452830188679245,0.0371585295108364,inflammatory_cytokine
TNF,HSC_MPP,bin,159,0.6667,13.22754,0.433962264150943,0.0431350293346896,inflammatory_cytokine
COL6A1,HSC_MPP,bin,159,0.6211,9.19156,0.421383647798742,0.0215572205414541,collagen_ecm_structural
PDGFA,HSC_MPP,bin,159,0.5988,22.78926,0.427672955974843,0.0576828605168484,profibrotic_cytokine_gf
MRC1,HSC_MPP,bin,159,0.5495,6.86192,0.383647798742138,0.02825986211116,macrophage_marker
TGFB3,HSC_MPP,bin,159,0.5382,2.8626,0.339622641509434,0.0066162423573362,profibrotic_cytokine_gf
FN1,HSC_MPP,bin,159,0.5238,2.88048,0.352201257861635,0.0101545193913581,collagen_ecm_structural
CXCL1,HSC_MPP,bin,159,0.5225,7.67230000000001,0.389937106918239,0.0295473484150384,inflammatory_cytokine
EMCN,HSC_MPP,bin,159,0.4728,20.15718,0.452830188679245,0.0487730780176987,msc_niche
PPBP,HSC_MPP,bin,159,0.431,3.19578,0.320754716981132,0.0132861919097927,megakaryocyte_fibrosis_axis
LTBP1,HSC_MPP,bin,159,0.4261,7.16168,0.339622641509434,0.0262325448289925,collagen_ecm_structural
CCN1,HSC_MPP,bin,83,0.3356,3.44014,0.325301204819277,0.0158340116776907,profibrotic_cytokine_gf
EPAS1,HSC_MPP,bin,159,0.2994,5.54568000000003,0.289308176100629,0.0237588813488375,hypoxia
OGN,HSC_MPP,bin,159,0.2439,1.93172,0.207547169811321,0.00517608706272106,collagen_ecm_structural
CD226,HSC_MPP,bin,159,0.1946,3.3285,0.245283018867925,0.00942151544821423,nectin_target
RGS5,HSC_MPP,bin,159,0.1849,2.0889,0.19496855345912,0.006004522489972,msc_niche
GATA1,HSC_MPP,bin,159,0.1786,2.07602,0.220125786163522,0.00485569920226631,megakaryocyte_fibrosis_axis
PDGFRB,HSC_MPP,bin,159,0.1248,2.1297,0.226415094339623,0.00647814695313118,profibrotic_cytokine_gf
COL6A3,HSC_MPP,bin,159,0.0899,4.60414000000001,0.226415094339623,0.0143853352957526,collagen_ecm_structural
CYR61,HSC_MPP,bin,76,0.0517,2.6508,0.223684210526316,0.0126369888250413,profibrotic_cytokine_gf
MMP14,HSC_MPP,bin,159,0.0432,2.41382,0.238993710691824,0.00614654340118702,ecm_remodeling
S100A12,HSC_MPP,bin,159,0.0338,4,0.29559748427673,0.0114016602299189,monocyte_marker
SFRP4,HSC_MPP,bin,159,0.0274,1.8798,0.163522012578616,0.00405268679932304,msc_niche
COL1A1,HSC_MPP,bin,159,0,1.37878000000001,0.157232704402516,0.0058244989710051,collagen_ecm_structural
COL1A2,HSC_MPP,bin,159,0,0.0684400000000019,0.0754716981132076,0.00765924289751015,collagen_ecm_structural
COL3A1,HSC_MPP,bin,159,0,0,0.0566037735849057,0.00397469289716255,collagen_ecm_structural
COL4A1,HSC_MPP,bin,159,0,0.121040000000001,0.0566037735849057,0.0103384538159549,collagen_ecm_structural
COL5A2,HSC_MPP,bin,159,0,1.45306000000001,0.119496855345912,0.00500055117444969,collagen_ecm_structural
COL11A1,HSC_MPP,bin,145,0,0,0.00689655172413793,0.000156150436001969,collagen_ecm_structural
LUM,HSC_MPP,bin,159,0,0.362540000000007,0.0817610062893082,0.00268306809851692,collagen_ecm_structural
DCN,HSC_MPP,bin,159,0,0.4353,0.0817610062893082,0.00610097552344369,collagen_ecm_structural
POSTN,HSC_MPP,bin,159,0,0,0.0188679245283019,0.000602236067678011,collagen_ecm_structural
BGN,HSC_MPP,bin,159,0,0.45802,0.0817610062893082,0.00219750805929967,collagen_ecm_structural
MGP,HSC_MPP,bin,159,0,1.96864,0.182389937106918,0.0114808738904948,collagen_ecm_structural
ASPN,HSC_MPP,bin,159,0,1.26042,0.125786163522013,0.00296202092485122,collagen_ecm_structural
TNC,HSC_MPP,bin,159,0,1.93528,0.150943396226415,0.00455183315421282,collagen_ecm_structural
LTBP2,HSC_MPP,bin,159,0,0.689880000000001,0.0691823899371069,0.00185240697763506,collagen_ecm_structural
LOXL2,HSC_MPP,bin,159,0,1.18268,0.113207547169811,0.00362873169288311,ecm_remodeling
MMP9,HSC_MPP,bin,159,0,1.4344,0.144654088050314,0.00353429773207778,ecm_remodeling
ADAMTS1,HSC_MPP,bin,159,0,6.96320000000001,0.308176100628931,0.0264865799547436,ecm_remodeling
TGFB2,HSC_MPP,bin,159,0,1.39762,0.125786163522013,0.00365757202601301,profibrotic_cytokine_gf
PDGFB,HSC_MPP,bin,159,0,0.683800000000002,0.0880503144654088,0.00255739496769213,profibrotic_cytokine_gf
PDGFRA,HSC_MPP,bin,159,0,0.724840000000001,0.0943396226415094,0.00277117759647943,profibrotic_cytokine_gf
IGF1,HSC_MPP,bin,159,0,1.04266,0.119496855345912,0.00442222401791858,profibrotic_cytokine_gf
IGF2,HSC_MPP,bin,159,0,0,0.0188679245283019,0.000529799991363231,profibrotic_cytokine_gf
FGF2,HSC_MPP,bin,159,0,0.10812,0.0188679245283019,0.00117092575415112,profibrotic_cytokine_gf
OSMR,HSC_MPP,bin,159,0,1.08132,0.113207547169811,0.00552594102670627,profibrotic_cytokine_gf
IL11,HSC_MPP,bin,159,0,6.40094000000002,0.238993710691824,0.0156259782082062,profibrotic_cytokine_gf
IL6,HSC_MPP,bin,159,0,0.617020000000001,0.0817610062893082,0.00249460511056428,inflammatory_cytokine
IL10,HSC_MPP,bin,159,0,0.65966,0.050314465408805,0.00143277749847191,inflammatory_cytokine
IFNG,HSC_MPP,bin,159,0,0.28218,0.0251572327044025,0.000862820914932484,inflammatory_cytokine
CCL2,HSC_MPP,bin,159,0,2.3272,0.138364779874214,0.00931959728127618,inflammatory_cytokine
PF4,HSC_MPP,bin,159,0,1.00602,0.10062893081761,0.00402779357826268,megakaryocyte_fibrosis_axis
CXCL12,HSC_MPP,bin,159,0,0.974680000000002,0.10062893081761,0.0165691202774201,msc_niche
KITLG,HSC_MPP,bin,159,0,1.74966,0.19496855345912,0.00449469198060438,msc_niche
VCAM1,HSC_MPP,bin,159,0,0.17532,0.0566037735849057,0.00416100547695184,msc_niche
NES,HSC_MPP,bin,159,0,0.842420000000003,0.0880503144654088,0.00379530069135349,msc_niche
NGFR,HSC_MPP,bin,159,0,0.61366,0.0628930817610063,0.00176378463232829,msc_niche
SFRP2,HSC_MPP,bin,159,0,0,0.0188679245283019,0.000184982924454889,msc_niche
GREM1,HSC_MPP,bin,159,0,2.09768,0.238993710691824,0.0069540011858366,msc_niche
FAP,HSC_MPP,bin,159,0,0.845560000000005,0.10062893081761,0.00195494659415663,msc_niche
SP7,HSC_MPP,bin,159,0,0.2461,0.0188679245283019,0.000491156168040493,msc_niche
CDH5,HSC_MPP,bin,159,0,1.34858,0.113207547169811,0.0148672507579026,msc_niche
CA9,HSC_MPP,bin,159,0,1.30692,0.132075471698113,0.00188964182172863,hypoxia
SNAI2,HSC_MPP,bin,159,0,0,0.0125786163522013,0.000944255334719575,emt
TWIST1,HSC_MPP,bin,159,0,1.9801,0.188679245283019,0.00625520697355518,emt
TIGIT,HSC_MPP,bin,159,0,0.609940000000001,0.0566037735849057,0.00166572225851648,nectin_target
C1QA,HSC_MPP,bin,159,0,0.44762,0.0440251572327044,0.00123593507275155,macrophage_marker
C1QB,HSC_MPP,bin,159,0,0,0.00628930817610063,0.000339937527681145,macrophage_marker
C1QC,HSC_MPP,bin,159,0,0.0277200000000001,0,0.000255098871389365,macrophage_marker
CD163,HSC_MPP,bin,159,0,0.6667,0.0566037735849057,0.00134245619799123,macrophage_marker
VSIG4,HSC_MPP,bin,159,0,0.595700000000001,0.050314465408805,0.00125253842128683,macrophage_marker
LYVE1,HSC_MPP,bin,159,0,0.0292000000000002,0.0377358490566038,0.00537631223793274,macrophage_marker
CTGF,HSC_MPP,bin,76,0,2.99595,0.210526315789474,0.0094438148342979,profibrotic_cytokine_gf
PVRL4,HSC_MPP,bin,26,0,0.50445,0.0384615384615385,0.000893301600421535,nectin_target
PVRL3,HSC_MPP,bin,26,0,0.3549,0.0769230769230769,0.00400989518566184,nectin_target
NECTIN4,HSC_MPP,bin,141,0,0.3394,0.0212765957446809,0.000837471447162667,nectin_target
NECTIN3,HSC_MPP,bin,141,0,0.9524,0.0921985815602837,0.00221527918739616,nectin_target
CCN2,HSC_MPP,bin,83,0,1.52042,0.144578313253012,0.00605608753369251,profibrotic_cytokine_gf
VIM,LMPP_GMP,bin,183,96.1832,100,1,2.52510542664804,emt
CALR,LMPP_GMP,bin,183,89.802,98.69242,1,1.65150130808583,megakaryocyte_fibrosis_axis
LDHA,LMPP_GMP,bin,183,81.9367,95.1929,1,1.14734251488788,hypoxia
PLAC8,LMPP_GMP,bin,183,74.2857,91.3977,1,0.995805167241371,monocyte_marker
PGK1,LMPP_GMP,bin,183,74.0741,94.14146,1,0.943847774193938,hypoxia
ZEB2,LMPP_GMP,bin,183,70.2439,91.72336,1,0.985301852137387,emt
CSF3R,LMPP_GMP,bin,183,61.0335,86.33058,1,0.740281254961191,monocyte_marker
SELL,LMPP_GMP,bin,183,53.7634,82.02996,0.983606557377049,0.62186833632866,monocyte_marker
HIF1A,LMPP_GMP,bin,183,51.0972,80.2944,1,0.543199705524147,hypoxia
TIMP1,LMPP_GMP,bin,183,50,80.87994,0.994535519125683,0.540710753136114,ecm_remodeling
TGFB1,LMPP_GMP,bin,183,44.3054,81.4643,0.989071038251366,0.46718545642263,profibrotic_cytokine_gf
IL18,LMPP_GMP,bin,183,44.0577,72.68658,0.994535519125683,0.403585360603809,inflammatory_cytokine
NFE2,LMPP_GMP,bin,183,31.5229,68.38316,0.989071038251366,0.323472678139801,megakaryocyte_fibrosis_axis
SEPP1,LMPP_GMP,bin,32,30.7709,63.6,0.8125,0.325830352422065,macrophage_marker
TIMP2,LMPP_GMP,bin,183,27.5862,56.55392,0.989071038251366,0.238886212751398,ecm_remodeling
RUNX2,LMPP_GMP,bin,183,24.4035,44.7,0.989071038251366,0.230946235605202,msc_niche
ANGPT1,LMPP_GMP,bin,183,24.1379,64.81554,0.939890710382514,0.330093352547104,msc_niche
PECAM1,LMPP_GMP,bin,183,23.3766,53.95382,0.994535519125683,0.248952090590904,msc_niche
CXCL8,LMPP_GMP,bin,183,22.1957,73.31794,0.934426229508197,0.561177724210378,inflammatory_cytokine
NDRG1,LMPP_GMP,bin,183,20.3215,46.0234,0.983606557377049,0.198636273749343,hypoxia
IL1B,LMPP_GMP,bin,183,20.1183,50.29282,0.978142076502732,0.23289562555355,inflammatory_cytokine
SPARC,LMPP_GMP,bin,183,18.6957,53.92524,0.934426229508197,0.205061236012698,collagen_ecm_structural
SELENOP,LMPP_GMP,bin,160,18.27455,59.49885,0.81875,0.267218817472751,macrophage_marker
NECTIN2,LMPP_GMP,bin,160,17.94495,39.89049,0.91875,0.140238496335877,nectin_target
TGFBR2,LMPP_GMP,bin,183,16.0396,34.34778,0.989071038251366,0.145796343286971,profibrotic_cytokine_gf
JAK2,LMPP_GMP,bin,183,14.5939,34.12846,0.994535519125683,0.140576913376526,megakaryocyte_fibrosis_axis
ZEB1,LMPP_GMP,bin,183,14.371,47.57306,0.945355191256831,0.185567722930377,emt
NLRP3,LMPP_GMP,bin,183,13.1317,31.69504,0.972677595628415,0.125935759399959,inflammatory_cytokine
HGF,LMPP_GMP,bin,183,12.8112,46.8997400000001,0.907103825136612,0.197919486847326,profibrotic_cytokine_gf
PVRL2,LMPP_GMP,bin,32,12.2148,37.21355,0.875,0.119024981049516,nectin_target
BNIP3,LMPP_GMP,bin,183,12.0792,28.29924,0.978142076502732,0.103585077969202,hypoxia
S100A9,LMPP_GMP,bin,183,11.7188,60.8958,0.87431693989071,0.372956831530395,inflammatory_cytokine
TGFBR1,LMPP_GMP,bin,183,11.5664,37.25528,0.961748633879781,0.122848030823832,profibrotic_cytokine_gf
CXCL2,LMPP_GMP,bin,183,10.519,43.51638,0.956284153005464,0.179517646597486,inflammatory_cytokine
S100A8,LMPP_GMP,bin,183,9.633,49.77966,0.770491803278689,0.30261480680229,inflammatory_cytokine
MMP2,LMPP_GMP,bin,183,7.5718,28.35712,0.775956284153005,0.0869587200420021,ecm_remodeling
CD96,LMPP_GMP,bin,183,7.2072,55.7481,0.759562841530055,0.195124664554549,nectin_target
OSM,LMPP_GMP,bin,183,7.0423,27.42358,0.912568306010929,0.101048521041857,profibrotic_cytokine_gf
SLC2A1,LMPP_GMP,bin,183,6.5574,19.1265,0.945355191256831,0.0567639178801863,hypoxia
STAB1,LMPP_GMP,bin,183,6.5306,32.6094,0.814207650273224,0.106910964871325,macrophage_marker
PLOD1,LMPP_GMP,bin,183,5.7143,15.49612,0.939890710382514,0.0481551383781835,ecm_remodeling
ACTA2,LMPP_GMP,bin,183,5.4545,15.51336,0.901639344262295,0.0554359978624578,msc_niche
CCL3,LMPP_GMP,bin,183,3.617,22.7921,0.775956284153005,0.0960018197511257,inflammatory_cytokine
SERPINH1,LMPP_GMP,bin,183,3.4862,13.86292,0.792349726775956,0.0379522522831092,ecm_remodeling
PVRL1,LMPP_GMP,bin,32,3.3943,9.45909,0.71875,0.0357203640883187,nectin_target
PVR,LMPP_GMP,bin,183,3.3483,10.69838,0.80327868852459,0.0282811216464568,nectin_target
NECTIN1,LMPP_GMP,bin,160,2.89915,11.7666,0.775,0.0289705005872902,nectin_target
VEGFA,LMPP_GMP,bin,183,2.8571,21.16472,0.688524590163934,0.047256620482195,profibrotic_cytokine_gf
LEPR,LMPP_GMP,bin,183,2.7264,9.3638,0.786885245901639,0.0279739078039711,msc_niche
FCN1,LMPP_GMP,bin,183,2.5858,10.08568,0.699453551912568,0.0409373592453422,monocyte_marker
ITGA2B,LMPP_GMP,bin,183,2.2364,8.34922000000001,0.721311475409836,0.0324807178074867,megakaryocyte_fibrosis_axis
MYH11,LMPP_GMP,bin,183,2.0228,9.4045,0.693989071038251,0.0255844666525086,msc_niche
VCAN,LMPP_GMP,bin,183,1.995,17.79084,0.584699453551913,0.0748158197768166,monocyte_marker
SNAI1,LMPP_GMP,bin,183,1.7164,9.96428,0.595628415300546,0.0283376023579005,emt
TAGLN,LMPP_GMP,bin,183,1.6598,6.10788,0.650273224043716,0.0196444115796801,msc_niche
ADM,LMPP_GMP,bin,183,1.3793,7.3832,0.579234972677596,0.0252839656548624,hypoxia
CTSK,LMPP_GMP,bin,183,1.2195,3.49264,0.568306010928962,0.0110633985045531,ecm_remodeling
SERPINE1,LMPP_GMP,bin,183,1.1919,15.29464,0.53551912568306,0.0397773458145572,ecm_remodeling
TIMP3,LMPP_GMP,bin,183,1.1364,8.68730000000001,0.530054644808743,0.033946206356948,ecm_remodeling
FBN1,LMPP_GMP,bin,183,1.0638,5.13628,0.508196721311475,0.0223591672639388,collagen_ecm_structural
BGLAP,LMPP_GMP,bin,183,1.0196,7.21926,0.508196721311475,0.0166115027537938,msc_niche
LTBP1,LMPP_GMP,bin,183,0.9756,13.97358,0.491803278688525,0.0549672636576187,collagen_ecm_structural
COL5A1,LMPP_GMP,bin,183,0.9091,6.14664,0.469945355191257,0.0182861263461866,collagen_ecm_structural
TNF,LMPP_GMP,bin,183,0.7504,12.9989,0.459016393442623,0.0365590063241794,inflammatory_cytokine
CCL4,LMPP_GMP,bin,183,0.7455,8.56876000000001,0.437158469945355,0.0419794807461858,inflammatory_cytokine
LOXL1,LMPP_GMP,bin,183,0.7151,4.17616,0.415300546448087,0.00851912186763761,ecm_remodeling
GATA1,LMPP_GMP,bin,183,0.7143,5.47418000000001,0.459016393442623,0.0185703250203836,megakaryocyte_fibrosis_axis
MPL,LMPP_GMP,bin,183,0.6548,7.33248,0.409836065573771,0.020345566854668,megakaryocyte_fibrosis_axis
S100A12,LMPP_GMP,bin,183,0.6422,5.56566,0.442622950819672,0.0222529098515024,monocyte_marker
PDGFA,LMPP_GMP,bin,183,0.5161,11.29102,0.39344262295082,0.032562895717056,profibrotic_cytokine_gf
TGFB3,LMPP_GMP,bin,183,0.5,1.783,0.262295081967213,0.00521337070702548,profibrotic_cytokine_gf
CXCL1,LMPP_GMP,bin,183,0.4774,3.34688000000001,0.344262295081967,0.0129349928228987,inflammatory_cytokine
MAF,LMPP_GMP,bin,183,0.4728,3.93144,0.316939890710383,0.0165506588880107,macrophage_marker
FN1,LMPP_GMP,bin,183,0.4448,2.47846,0.289617486338798,0.00977276010657413,collagen_ecm_structural
PPBP,LMPP_GMP,bin,183,0.4082,2.99566,0.316939890710383,0.0138606102070869,megakaryocyte_fibrosis_axis
