gene,stratum,level,n_samples,median_pct_nonzero,p90_pct_nonzero,frac_samples_gt1pct,mean_lognorm,category
NECTIN2,nonmalignant,malignancy,118,7.0882,30.56183,0.779661016949153,0.0970509516642223,nectin_target
CXCL2,nonmalignant,malignancy,130,6.8633,37.94845,0.784615384615385,0.204407540553062,inflammatory_cytokine
CCL4,nonmalignant,malignancy,130,6.7892,37.25183,0.846153846153846,0.290191932873568,inflammatory_cytokine
NFE2,nonmalignant,malignancy,130,6.7015,49.72103,0.823076923076923,0.181359670555267,megakaryocyte_fibrosis_axis
FCN1,nonmalignant,malignancy,130,6.67195,43.36186,0.684615384615385,0.339018535961298,monocyte_marker
SLC2A1,nonmalignant,malignancy,130,5.7353,18.05132,0.969230769230769,0.0822320144394068,hypoxia
ANGPT1,nonmalignant,malignancy,130,5.11565,34.23919,0.807692307692308,0.130317703241616,msc_niche
S100A12,nonmalignant,malignancy,130,4.2875,34.04683,0.607692307692308,0.229955331381712,monocyte_marker
OSM,nonmalignant,malignancy,130,4.24565,16.00404,0.907692307692308,0.0575440950658862,profibrotic_cytokine_gf
STAB1,nonmalignant,malignancy,130,4.1756,24.77205,0.738461538461539,0.0937855980689001,macrophage_marker
MAF,nonmalignant,malignancy,130,3.8706,12.68975,0.815384615384615,0.0829439419101133,macrophage_marker
HGF,nonmalignant,malignancy,130,3.7729,17.94061,0.746153846153846,0.077860434389044,profibrotic_cytokine_gf
SPARC,nonmalignant,malignancy,130,3.43075,25.9864,0.746153846153846,0.0955264906875513,collagen_ecm_structural
VEGFA,nonmalignant,malignancy,130,3.3987,16.01552,0.784615384615385,0.0718089163783187,profibrotic_cytokine_gf
PLOD1,nonmalignant,malignancy,130,3.3414,13.21897,0.830769230769231,0.0439120880500476,ecm_remodeling
TNF,nonmalignant,malignancy,130,3.2058,26.05155,0.776923076923077,0.124111447216269,inflammatory_cytokine
SEPP1,nonmalignant,malignancy,21,2.6645,31.8728,0.666666666666667,0.149356342461549,macrophage_marker
CD226,nonmalignant,malignancy,130,2.471,10.62865,0.7,0.0550871736067698,nectin_target
TAGLN,nonmalignant,malignancy,130,2.22925,6.03713000000001,0.784615384615385,0.0300136464675116,msc_niche
ACTA2,nonmalignant,malignancy,130,2.1745,8.95469000000001,0.769230769230769,0.0346993667508481,msc_niche
ADM,nonmalignant,malignancy,130,2.02735,12.56076,0.638461538461538,0.0629948320259481,hypoxia
SELENOP,nonmalignant,malignancy,118,1.9812,30.8695,0.559322033898305,0.0987081927636665,macrophage_marker
PVRL2,nonmalignant,malignancy,21,1.8631,11.4002,0.619047619047619,0.0400825722459353,nectin_target
NECTIN1,nonmalignant,malignancy,118,1.70785,8.15147,0.694915254237288,0.0262351394674461,nectin_target
LEPR,nonmalignant,malignancy,130,1.55875,6.56575,0.661538461538462,0.0292738157774734,msc_niche
MYH11,nonmalignant,malignancy,130,1.48845,4.81311,0.592307692307692,0.0218475567976875,msc_niche
COL6A2,nonmalignant,malignancy,130,1.48465,9.23691,0.584615384615385,0.0395309207109153,collagen_ecm_structural
SERPINH1,nonmalignant,malignancy,130,1.40235,7.98105,0.638461538461538,0.0243908648249591,ecm_remodeling
PVR,nonmalignant,malignancy,130,1.3085,7.2986,0.569230769230769,0.0196124876445402,nectin_target
SNAI1,nonmalignant,malignancy,130,1.22535,14.94391,0.530769230769231,0.0381603088527714,emt
ITGA2B,nonmalignant,malignancy,130,1.20775,6.83502,0.546153846153846,0.0523259987309815,megakaryocyte_fibrosis_axis
TIGIT,nonmalignant,malignancy,130,1.144,8.75931,0.561538461538462,0.0493384212949924,nectin_target
CD163,nonmalignant,malignancy,130,1.0492,9.3626,0.507692307692308,0.0474634402299519,macrophage_marker
SERPINE1,nonmalignant,malignancy,130,1.04885,15.32846,0.507692307692308,0.0379732520385442,ecm_remodeling
CTSK,nonmalignant,malignancy,130,0.91935,2.84435,0.438461538461539,0.0110661995735458,ecm_remodeling
BGLAP,nonmalignant,malignancy,130,0.87385,5.74247000000001,0.446153846153846,0.0168113394574769,msc_niche
MMP2,nonmalignant,malignancy,130,0.86635,21.20693,0.476923076923077,0.0436876143991751,ecm_remodeling
IFNG,nonmalignant,malignancy,130,0.74365,5.57672000000001,0.4,0.0451130354960924,inflammatory_cytokine
EPAS1,nonmalignant,malignancy,130,0.60195,3.35543,0.346153846153846,0.0138352962066904,hypoxia
PDGFA,nonmalignant,malignancy,130,0.5645,10.82456,0.346153846153846,0.0359991937820685,profibrotic_cytokine_gf
PVRL1,nonmalignant,malignancy,21,0.5556,2.5198,0.380952380952381,0.0167454635688097,nectin_target
FBN1,nonmalignant,malignancy,130,0.54705,2.83574,0.315384615384615,0.0106973103005176,collagen_ecm_structural
TIMP3,nonmalignant,malignancy,130,0.5144,6.10826,0.346153846153846,0.0311775375808026,ecm_remodeling
GATA1,nonmalignant,malignancy,130,0.4931,5.04024,0.392307692307692,0.0344073922374119,megakaryocyte_fibrosis_axis
PVRL3,nonmalignant,malignancy,21,0.4658,1.698,0.285714285714286,0.00839101753131997,nectin_target
FN1,nonmalignant,malignancy,130,0.4621,2.59882,0.261538461538462,0.0148611429477057,collagen_ecm_structural
PPBP,nonmalignant,malignancy,130,0.4528,3.19488,0.315384615384615,0.0384052279935261,megakaryocyte_fibrosis_axis
LTBP1,nonmalignant,malignancy,130,0.4332,8.37190000000002,0.315384615384615,0.0330872375104683,collagen_ecm_structural
COL6A1,nonmalignant,malignancy,130,0.4189,6.50316,0.253846153846154,0.0176073197276762,collagen_ecm_structural
LOXL1,nonmalignant,malignancy,130,0.40765,1.69783,0.230769230769231,0.00629186966473679,ecm_remodeling
CXCL1,nonmalignant,malignancy,130,0.40755,4.07166,0.330769230769231,0.0190679238289934,inflammatory_cytokine
TGFB3,nonmalignant,malignancy,130,0.36675,1.13803,0.123076923076923,0.00523967620364998,profibrotic_cytokine_gf
IL10,nonmalignant,malignancy,130,0.33135,2.90218,0.215384615384615,0.0116470616483513,inflammatory_cytokine
MRC1,nonmalignant,malignancy,130,0.32295,3.35636,0.230769230769231,0.0211768392400825,macrophage_marker
NECTIN3,nonmalignant,malignancy,118,0.30605,1.34228,0.211864406779661,0.00721961010407169,nectin_target
COL5A1,nonmalignant,malignancy,130,0.30025,2.08057,0.192307692307692,0.00845346686928596,collagen_ecm_structural
COL6A3,nonmalignant,malignancy,130,0.2998,7.73394,0.238461538461538,0.0292352247722988,collagen_ecm_structural
PDGFRB,nonmalignant,malignancy,130,0.28725,1.28958,0.161538461538462,0.00664965973479484,profibrotic_cytokine_gf
VWF,nonmalignant,malignancy,130,0.2836,1.84083,0.253846153846154,0.0112454274861183,megakaryocyte_fibrosis_axis
MMP14,nonmalignant,malignancy,130,0.2557,3.82716,0.307692307692308,0.011383350240902,ecm_remodeling
MPL,nonmalignant,malignancy,130,0.2474,4.24660000000001,0.207692307692308,0.0157742642532454,megakaryocyte_fibrosis_axis
C1QA,nonmalignant,malignancy,130,0.2242,2.42056,0.246153846153846,0.0221137272329415,macrophage_marker
GREM1,nonmalignant,malignancy,130,0.1996,1.8949,0.161538461538462,0.00600464985091455,msc_niche
VSIG4,nonmalignant,malignancy,130,0.1945,2.68362,0.138461538461538,0.0167545511450481,macrophage_marker
GP9,nonmalignant,malignancy,130,0.1892,1.51351,0.146153846153846,0.0157983386348155,megakaryocyte_fibrosis_axis
MMP9,nonmalignant,malignancy,130,0.1829,1.39595,0.146153846153846,0.00782428046707229,ecm_remodeling
ADAMTS1,nonmalignant,malignancy,130,0.17785,1.71759,0.161538461538462,0.0100745957026133,ecm_remodeling
LOXL2,nonmalignant,malignancy,130,0.17195,0.58577,0.0307692307692308,0.00245319096641422,ecm_remodeling
OGN,nonmalignant,malignancy,130,0.1697,0.54863,0.0230769230769231,0.00198091365628875,collagen_ecm_structural
MGP,nonmalignant,malignancy,130,0.169,1.81071,0.130769230769231,0.00933116597601966,collagen_ecm_structural
PLOD2,nonmalignant,malignancy,130,0.16845,3.20983,0.223076923076923,0.0111131250304943,ecm_remodeling
CCL2,nonmalignant,malignancy,130,0.16395,3.93706,0.238461538461538,0.0262123244829354,inflammatory_cytokine
COL1A1,nonmalignant,malignancy,130,0.1518,1.12448,0.115384615384615,0.00534415715741405,collagen_ecm_structural
PDGFB,nonmalignant,malignancy,130,0.15005,1.61275,0.184615384615385,0.00769728548209539,profibrotic_cytokine_gf
CCN1,nonmalignant,malignancy,97,0.141,1.69204,0.134020618556701,0.00766331264606722,profibrotic_cytokine_gf
PF4,nonmalignant,malignancy,130,0.1396,1.45311,0.161538461538462,0.0252469306633374,megakaryocyte_fibrosis_axis
SPP1,nonmalignant,malignancy,130,0.13795,0.86721,0.0846153846153846,0.00436543417537369,profibrotic_cytokine_gf
CTGF,nonmalignant,malignancy,33,0.1296,3.16902,0.212121212121212,0.0178238006473084,profibrotic_cytokine_gf
IL6,nonmalignant,malignancy,130,0.1249,2.0683,0.161538461538462,0.024738209693821,inflammatory_cytokine
VCAM1,nonmalignant,malignancy,130,0.121,0.93799,0.0923076923076923,0.0115462656612002,msc_niche
NGFR,nonmalignant,malignancy,130,0.1208,0.664360000000001,0.0615384615384615,0.00392607001019578,msc_niche
RGS5,nonmalignant,malignancy,130,0.11915,0.668720000000001,0.0461538461538462,0.00217858687356989,msc_niche
TGFB2,nonmalignant,malignancy,130,0.1189,0.60216,0.0307692307692308,0.00190032813767041,profibrotic_cytokine_gf
LOX,nonmalignant,malignancy,130,0.11645,1.73034,0.146153846153846,0.00567044623190904,ecm_remodeling
CYR61,nonmalignant,malignancy,33,0.116,1.27724,0.181818181818182,0.00828055760098733,profibrotic_cytokine_gf
LTBP2,nonmalignant,malignancy,130,0.1107,0.55791,0.0769230769230769,0.00367253117068606,collagen_ecm_structural
NECTIN4,nonmalignant,malignancy,118,0.10875,0.90658,0.0932203389830508,0.00273232839787576,nectin_target
ELN,nonmalignant,malignancy,130,0.10665,1.24985,0.107692307692308,0.00501297240116405,collagen_ecm_structural
IGF1,nonmalignant,malignancy,130,0.08815,1.04301,0.107692307692308,0.00646093655529345,profibrotic_cytokine_gf
KITLG,nonmalignant,malignancy,130,0.07655,1.09824,0.123076923076923,0.00406702969148266,msc_niche
CDH2,nonmalignant,malignancy,130,0.073,1.85959,0.146153846153846,0.00795181378181975,emt
COL5A2,nonmalignant,malignancy,130,0.0718,0.515190000000001,0.0461538461538462,0.00222770465540921,collagen_ecm_structural
SFRP4,nonmalignant,malignancy,130,0.0696,0.45737,0.0307692307692308,0.00193979768783122,msc_niche
TWIST1,nonmalignant,malignancy,130,0.0694,1.11247,0.115384615384615,0.00552806316399925,emt
CCN2,nonmalignant,malignancy,97,0.0676,1.92202000000001,0.154639175257732,0.00653436103348168,profibrotic_cytokine_gf
OSMR,nonmalignant,malignancy,130,0.06105,0.49502,0.0538461538461539,0.00262736038940598,profibrotic_cytokine_gf
EMCN,nonmalignant,malignancy,130,0.0588,0.3087,0.0307692307692308,0.00325341064891572,msc_niche
C1QB,nonmalignant,malignancy,130,0.05825,0.682380000000001,0.0846153846153846,0.00819547491669307,macrophage_marker
IL11,nonmalignant,malignancy,130,0.0528,1.39209,0.146153846153846,0.00511033958345589,profibrotic_cytokine_gf
ASPN,nonmalignant,malignancy,130,0.0511,0.29133,0.00769230769230769,0.00106938101428887,collagen_ecm_structural
CXCL12,nonmalignant,malignancy,130,0.05075,1.32135000000001,0.107692307692308,0.0214410474015475,msc_niche
TNC,nonmalignant,malignancy,130,0.0494,0.31692,0.0615384615384615,0.00480905334951031,collagen_ecm_structural
C1QC,nonmalignant,malignancy,130,0.0357,0.29508,0.0538461538461539,0.00395772827237895,macrophage_marker
PDGFRA,nonmalignant,malignancy,130,0.0355,0.41718,0.0307692307692308,0.00222361952767042,profibrotic_cytokine_gf
FGF2,nonmalignant,malignancy,130,0.02545,0.36892,0.0538461538461539,0.00471788655595288,profibrotic_cytokine_gf
CA9,nonmalignant,malignancy,130,0.02525,0.2602,0.00769230769230769,0.000533165344784849,hypoxia
COL1A2,nonmalignant,malignancy,130,0,0.296460000000001,0.0538461538461539,0.00348417283023073,collagen_ecm_structural
COL3A1,nonmalignant,malignancy,130,0,0.14802,0.0461538461538462,0.00280218259425439,collagen_ecm_structural
COL4A1,nonmalignant,malignancy,130,0,0.22115,0.0153846153846154,0.00104050558127024,collagen_ecm_structural
COL11A1,nonmalignant,malignancy,119,0,0.16962,0.0252100840336134,0.00770857581080454,collagen_ecm_structural
LUM,nonmalignant,malignancy,130,0,0.49101,0.0692307692307692,0.00614978228504104,collagen_ecm_structural
DCN,nonmalignant,malignancy,130,0,0.561740000000002,0.0846153846153846,0.00721758971395951,collagen_ecm_structural
POSTN,nonmalignant,malignancy,130,0,0.03072,0,0.000202126710565663,collagen_ecm_structural
BGN,nonmalignant,malignancy,130,0,0.27735,0.0384615384615385,0.00234596258926574,collagen_ecm_structural
IGF2,nonmalignant,malignancy,130,0,0.320180000000001,0.0384615384615385,0.0036366416621344,profibrotic_cytokine_gf
NES,nonmalignant,malignancy,130,0,0.17848,0,0.00041566598878456,msc_niche
SFRP2,nonmalignant,malignancy,130,0,0.03836,0,0.000117255948112193,msc_niche
FAP,nonmalignant,malignancy,130,0,0.18643,0.0461538461538462,0.00125686273894215,msc_niche
SP7,nonmalignant,malignancy,130,0,0.1539,0.0307692307692308,0.00144510589616476,msc_niche
CDH5,nonmalignant,malignancy,130,0,0.10258,0.00769230769230769,0.000597793116507886,msc_niche
SNAI2,nonmalignant,malignancy,130,0,0.0757300000000004,0.0230769230769231,0.00116130959535391,emt
LYVE1,nonmalignant,malignancy,130,0,0.06219,0,0.000318056563323584,macrophage_marker
PVRL4,nonmalignant,malignancy,21,0,0.5556,0.0476190476190476,0.00233943941720558,nectin_target
VIM,all,sample,220,90.7526,99.32349,1,2.53028315567554,emt
CALR,all,sample,220,68.57805,92.48565,1,1.16681087982363,megakaryocyte_fibrosis_axis
LDHA,all,sample,220,63.03815,89.97464,1,0.968803874163821,hypoxia
PGK1,all,sample,220,57.58525,88.12445,1,0.826008428707473,hypoxia
ZEB2,all,sample,220,56.4954,84.54595,1,0.922849794318739,emt
PLAC8,all,sample,220,47.55095,80.78491,1,0.755062314747902,monocyte_marker
TGFB1,all,sample,220,46.70135,80.93676,1,0.645418341440295,profibrotic_cytokine_gf
HIF1A,all,sample,220,45.49875,75.72089,1,0.623966043252036,hypoxia
TIMP1,all,sample,220,43.49665,75.53406,1,0.657718421233583,ecm_remodeling
SELL,all,sample,220,34.6224,69.37613,1,0.544752305376471,monocyte_marker
CSF3R,all,sample,220,31.2377,68.57091,0.9,0.435005443296818,monocyte_marker
PECAM1,all,sample,220,20.75965,48.96235,1,0.279056926945036,msc_niche
TIMP2,all,sample,220,19.29265,51.69297,0.913636363636364,0.249773072435518,ecm_remodeling
TGFBR2,all,sample,220,18.0637,40.18554,1,0.25078849910153,profibrotic_cytokine_gf
CXCL8,all,sample,220,17.0428,62.30965,0.877272727272727,0.56753339743247,inflammatory_cytokine
S100A9,all,sample,220,16.12715,76.23844,0.859090909090909,0.99745971253465,inflammatory_cytokine
NDRG1,all,sample,220,15.9968,41.42403,1,0.209839850618448,hypoxia
IL18,all,sample,220,15.79725,56.60692,0.913636363636364,0.238791449473952,inflammatory_cytokine
S100A8,all,sample,220,14.61045,70.09621,0.790909090909091,0.853773649050009,inflammatory_cytokine
SEPP1,all,sample,39,12.5346,46.1327200000001,0.794871794871795,0.284979747234195,macrophage_marker
RUNX2,all,sample,220,12.0775,36.71808,0.995454545454546,0.17686787973325,msc_niche
JAK2,all,sample,220,11.652,32.84412,1,0.15427368917402,megakaryocyte_fibrosis_axis
VCAN,all,sample,220,11.60755,53.6967,0.731818181818182,0.492117729007115,monocyte_marker
IL1B,all,sample,220,10.92015,38.67222,0.872727272727273,0.260641123774357,inflammatory_cytokine
CD96,all,sample,220,10.8979,42.72838,0.9,0.217214984888469,nectin_target
ZEB1,all,sample,220,10.06925,40.47339,0.940909090909091,0.174816666344631,emt
NFE2,all,sample,220,9.52995,50.3225,0.872727272727273,0.187645394687675,megakaryocyte_fibrosis_axis
NLRP3,all,sample,220,9.43205,28.77582,0.877272727272727,0.14701787261136,inflammatory_cytokine
BNIP3,all,sample,220,9.1516,24.79196,0.986363636363636,0.106256633388105,hypoxia
ANGPT1,all,sample,220,8.9614,44.14974,0.827272727272727,0.207969297854772,msc_niche
TGFBR1,all,sample,220,8.77745,28.01282,1,0.120292776065762,profibrotic_cytokine_gf
NECTIN2,all,sample,190,7.47175,29.21023,0.826315789473684,0.0974959628117203,nectin_target
FCN1,all,sample,220,7.1167,43.72953,0.727272727272727,0.376756585183824,monocyte_marker
CXCL2,all,sample,220,6.98355,36.14076,0.840909090909091,0.203668894628815,inflammatory_cytokine
CCL3,all,sample,220,6.64605,30.94874,0.868181818181818,0.255311782998958,inflammatory_cytokine
SLC2A1,all,sample,220,5.9065,17.89451,0.931818181818182,0.0752438061710773,hypoxia
SPARC,all,sample,220,5.61365,29.35424,0.781818181818182,0.117013617151668,collagen_ecm_structural
STAB1,all,sample,220,5.53435,28.05471,0.804545454545455,0.112140559697841,macrophage_marker
PVRL2,all,sample,39,5.1852,18.00946,0.871794871794872,0.0934215316865335,nectin_target
S100A12,all,sample,220,5.05,34.77077,0.645454545454546,0.281764930655935,monocyte_marker
OSM,all,sample,220,4.6586,17.14304,0.872727272727273,0.0708923098999858,profibrotic_cytokine_gf
PLOD1,all,sample,220,4.5041,12.91587,0.913636363636364,0.0497128593673398,ecm_remodeling
CCL4,all,sample,220,4.3171,39.28933,0.772727272727273,0.265688177473404,inflammatory_cytokine
HGF,all,sample,220,4.0871,16.19965,0.795454545454545,0.0731360315084034,profibrotic_cytokine_gf
MAF,all,sample,220,3.7969,16.61699,0.772727272727273,0.0872218575251623,macrophage_marker
SELENOP,all,sample,190,3.2271,49.03854,0.678947368421053,0.179611651153513,macrophage_marker
VEGFA,all,sample,220,3.03545,19.25216,0.777272727272727,0.0802680668614494,profibrotic_cytokine_gf
ACTA2,all,sample,220,2.66375,13.41608,0.813636363636364,0.0493466393978336,msc_niche
TNF,all,sample,220,2.56805,17.62471,0.75,0.0979504499375235,inflammatory_cytokine
ADM,all,sample,220,2.2326,11.20895,0.645454545454546,0.0636220730064409,hypoxia
TAGLN,all,sample,220,2.06535,9.03767,0.768181818181818,0.0652076876003454,msc_niche
CD226,all,sample,220,1.99515,9.77484,0.631818181818182,0.0489066376245427,nectin_target
NECTIN1,all,sample,190,1.8794,8.08144,0.694736842105263,0.0266445529674054,nectin_target
LEPR,all,sample,220,1.81235,13.175,0.672727272727273,0.0761536783727746,msc_niche
SERPINH1,all,sample,220,1.8123,10.79062,0.695454545454545,0.0411364614555392,ecm_remodeling
PVRL1,all,sample,39,1.6732,4.76234,0.641025641025641,0.0214751210533557,nectin_target
PVR,all,sample,220,1.58855,6.57398,0.636363636363636,0.0201471318280336,nectin_target
MMP2,all,sample,220,1.50495,22.0812,0.559090909090909,0.0617974798663731,ecm_remodeling
SNAI1,all,sample,220,1.39195,12.43916,0.586363636363636,0.0346074203400752,emt
MYH11,all,sample,220,1.36595,6.82316,0.6,0.0269260388479262,msc_niche
ITGA2B,all,sample,220,1.3563,6.8232,0.604545454545455,0.0440816358351523,megakaryocyte_fibrosis_axis
COL6A2,all,sample,220,1.35255,13.92317,0.55,0.0750984447418752,collagen_ecm_structural
CD163,all,sample,220,1.0845,10.48743,0.504545454545455,0.0551031432911012,macrophage_marker
TIGIT,all,sample,220,1.02365,8.95743,0.504545454545455,0.0438704040425012,nectin_target
SERPINE1,all,sample,220,0.98445,12.9079,0.495454545454546,0.0383803394064308,ecm_remodeling
CTSK,all,sample,220,0.937,3.84108,0.472727272727273,0.020642497782065,ecm_remodeling
TIMP3,all,sample,220,0.7202,11.44141,0.418181818181818,0.0607992414057009,ecm_remodeling
PPBP,all,sample,220,0.6471,3.4461,0.377272727272727,0.0375286578556843,megakaryocyte_fibrosis_axis
BGLAP,all,sample,220,0.62285,4.238,0.381818181818182,0.0183303680230602,msc_niche
EPAS1,all,sample,220,0.6179,10.70201,0.381818181818182,0.0588737222276873,hypoxia
PDGFA,all,sample,220,0.61615,8.46323,0.377272727272727,0.0312692895745935,profibrotic_cytokine_gf
FBN1,all,sample,220,0.5967,8.68509999999999,0.4,0.054727705919253,collagen_ecm_structural
IFNG,all,sample,220,0.56415,5.83471,0.35,0.0411240597754867,inflammatory_cytokine
GATA1,all,sample,220,0.5597,5.00361,0.4,0.0285200951603754,megakaryocyte_fibrosis_axis
LTBP1,all,sample,220,0.50865,17.88546,0.368181818181818,0.0517848982670917,collagen_ecm_structural
CXCL1,all,sample,220,0.50155,3.52359,0.377272727272727,0.0200605172475946,inflammatory_cytokine
MRC1,all,sample,220,0.47755,4.45969,0.345454545454545,0.0242850502909028,macrophage_marker
FN1,all,sample,220,0.46245,7.62633,0.268181818181818,0.0492781238477994,collagen_ecm_structural
LOXL1,all,sample,220,0.438,2.75258,0.3,0.00956656426904008,ecm_remodeling
COL6A1,all,sample,220,0.43025,11.15926,0.286363636363636,0.0475884640826314,collagen_ecm_structural
COL5A1,all,sample,220,0.3887,7.60929,0.309090909090909,0.0237430220056,collagen_ecm_structural
TGFB3,all,sample,220,0.36605,1.48867,0.159090909090909,0.00694421217695817,profibrotic_cytokine_gf
VWF,all,sample,220,0.3595,4.09166,0.322727272727273,0.0178391046368754,megakaryocyte_fibrosis_axis
C1QA,all,sample,220,0.3595,3.51805,0.286363636363636,0.0267749985788303,macrophage_marker
PDGFRB,all,sample,220,0.35405,6.12639,0.259090909090909,0.0313678480399701,profibrotic_cytokine_gf
GP9,all,sample,220,0.34345,2.23713,0.222727272727273,0.0142169556047549,megakaryocyte_fibrosis_axis
IL10,all,sample,220,0.28975,2.7329,0.213636363636364,0.0107117317299621,inflammatory_cytokine
MMP14,all,sample,220,0.2756,5.23059,0.3,0.0162747032905591,ecm_remodeling
COL6A3,all,sample,220,0.26355,11.52677,0.272727272727273,0.0472216506496881,collagen_ecm_structural
NECTIN3,all,sample,190,0.26,2.29069,0.231578947368421,0.0121424762218881,nectin_target
PF4,all,sample,220,0.25805,1.85938,0.227272727272727,0.0231075683212793,megakaryocyte_fibrosis_axis
MPL,all,sample,220,0.25495,2.5417,0.209090909090909,0.0152452751226133,megakaryocyte_fibrosis_axis
PLOD2,all,sample,220,0.2376,8.91479999999999,0.318181818181818,0.0291880217668069,ecm_remodeling
ADAMTS1,all,sample,220,0.2323,5.81907999999999,0.231818181818182,0.0296756536827513,ecm_remodeling
VSIG4,all,sample,220,0.21705,2.48665,0.186363636363636,0.0151967116151731,macrophage_marker
MMP9,all,sample,220,0.2027,2.68639,0.195454545454545,0.0177616822130753,ecm_remodeling
OGN,all,sample,220,0.18175,0.82424,0.0954545454545455,0.00528349073664161,collagen_ecm_structural
LOXL2,all,sample,220,0.171,1.02112,0.104545454545455,0.00897290546290521,ecm_remodeling
GREM1,all,sample,220,0.17005,1.47353,0.15,0.00569126655224024,msc_niche
RGS5,all,sample,220,0.167,0.931,0.0863636363636364,0.0112389591439949,msc_niche
SPP1,all,sample,220,0.1621,2.68842,0.195454545454545,0.0200782365370628,profibrotic_cytokine_gf
ELN,all,sample,220,0.1572,3.5027,0.213636363636364,0.0100012210600092,collagen_ecm_structural
MGP,all,sample,220,0.14915,2.90821,0.159090909090909,0.0648182339243057,collagen_ecm_structural
COL1A1,all,sample,220,0.14055,2.46095,0.172727272727273,0.0360252934300961,collagen_ecm_structural
CCL2,all,sample,220,0.13945,7.75536999999999,0.240909090909091,0.0384002669615293,inflammatory_cytokine
CCN1,all,sample,106,0.1382,1.77375,0.141509433962264,0.0100384449286718,profibrotic_cytokine_gf
NGFR,all,sample,220,0.13285,2.87479,0.145454545454545,0.0101199348822496,msc_niche
LOX,all,sample,220,0.12985,4.42261,0.272727272727273,0.0151871045620439,ecm_remodeling
CDH2,all,sample,220,0.11495,5.03732,0.218181818181818,0.0124838281587544,emt
LTBP2,all,sample,220,0.1128,1.84346999999999,0.113636363636364,0.0239357411975242,collagen_ecm_structural
IGF1,all,sample,220,0.1091,2.78677999999999,0.136363636363636,0.0171942986496395,profibrotic_cytokine_gf
IL6,all,sample,220,0.1076,3.22467,0.204545454545455,0.0216239427711081,inflammatory_cytokine
PDGFB,all,sample,220,0.10705,1.9169,0.163636363636364,0.00721184308955693,profibrotic_cytokine_gf
C1QB,all,sample,220,0.10365,1.42151,0.131818181818182,0.0119300962967038,macrophage_marker
KITLG,all,sample,220,0.1022,3.19018,0.181818181818182,0.0248604203942672,msc_niche
TGFB2,all,sample,220,0.1006,0.64796,0.0772727272727273,0.00477060730476044,profibrotic_cytokine_gf
VCAM1,all,sample,220,0.0989,3.83987,0.145454545454545,0.0453904062716241,msc_niche
NECTIN4,all,sample,190,0.0984,0.56633,0.0631578947368421,0.00250440602661601,nectin_target
CYR61,all,sample,114,0.0884,10.03854,0.201754385964912,0.0384333573018048,profibrotic_cytokine_gf
PVRL3,all,sample,39,0.0841,2.4086,0.230769230769231,0.00795922784343464,nectin_target
COL5A2,all,sample,220,0.08285,2.45872,0.109090909090909,0.0233153825743852,collagen_ecm_structural
SFRP4,all,sample,220,0.0817,1.02662,0.104545454545455,0.0126967390659997,msc_niche
EMCN,all,sample,220,0.07725,2.71823,0.168181818181818,0.0142089973433301,msc_niche
CCN2,all,sample,106,0.0752,1.4183,0.150943396226415,0.00635218798510902,profibrotic_cytokine_gf
TWIST1,all,sample,220,0.06905,3.03722999999999,0.177272727272727,0.015012461073737,emt
TNC,all,sample,220,0.0682,2.29578,0.113636363636364,0.0342904139489698,collagen_ecm_structural
C1QC,all,sample,220,0.067,0.718359999999999,0.0954545454545455,0.00717308094051248,macrophage_marker
OSMR,all,sample,220,0.0613,1.18445,0.118181818181818,0.0274625869843998,profibrotic_cytokine_gf
CXCL12,all,sample,220,0.06045,3.70292,0.118181818181818,0.0873671149991558,msc_niche
CTGF,all,sample,114,0.0581,15.97178,0.236842105263158,0.0661922966729322,profibrotic_cytokine_gf
IL11,all,sample,220,0.05535,1.10234,0.109090909090909,0.00355628077345674,profibrotic_cytokine_gf
ASPN,all,sample,220,0.0526,0.45761,0.0545454545454545,0.00405640519526707,collagen_ecm_structural
PDGFRA,all,sample,220,0.0483,0.912499999999996,0.1,0.0249182422953111,profibrotic_cytokine_gf
CA9,all,sample,220,0.0339,0.38288,0.0272727272727273,0.000878860787173731,hypoxia
FGF2,all,sample,220,0.03275,0.538669999999999,0.0954545454545455,0.00507976488324537,profibrotic_cytokine_gf
PVRL4,all,sample,39,0.031,0.63758,0.0769230769230769,0.0031728571814735,nectin_target
COL4A1,all,sample,220,0.01175,0.395779999999999,0.0909090909090909,0.0168134195749605,collagen_ecm_structural
COL1A2,all,sample,220,0,0.454449999999998,0.0954545454545455,0.0514034221945503,collagen_ecm_structural
COL3A1,all,sample,220,0,0.459699999999998,0.0954545454545455,0.038831829848018,collagen_ecm_structural
COL11A1,all,sample,205,0,1.29388,0.11219512195122,0.0129158593640145,collagen_ecm_structural
LUM,all,sample,220,0,3.36750999999999,0.113636363636364,0.0481431256030753,collagen_ecm_structural
DCN,all,sample,220,0,2.87345999999999,0.122727272727273,0.0620561407188938,collagen_ecm_structural
POSTN,all,sample,220,0,0.0695299999999998,0.0272727272727273,0.00123916829748393,collagen_ecm_structural
BGN,all,sample,220,0,1.57404,0.104545454545455,0.0239913769607725,collagen_ecm_structural
IGF2,all,sample,220,0,0.30028,0.0454545454545455,0.0118316155317202,profibrotic_cytokine_gf
NES,all,sample,220,0,0.3406,0.05,0.00356763473864812,msc_niche
SFRP2,all,sample,220,0,0.0471399999999999,0.0227272727272727,0.00228189889978179,msc_niche
