dataset,sample,target,source,strength,n_lr,pair_id,arm,total,rel
GSE227903,1886_R,HSC_MPP,Erythroid,0.326571416524749,21,7,TP53-mut,14.3985902098116,0.0226807910889924
GSE227903,1886_R,HSC_MPP,HSC_MPP,0.478550033198332,34,7,TP53-mut,14.3985902098116,0.0332358950581311
GSE227903,1886_R,HSC_MPP,LMPP_GMP,0.514566200028316,31,7,TP53-mut,14.3985902098116,0.0357372626437883
GSE227903,1886_R,HSC_MPP,Megakaryocyte,0.20650683392033,20,7,TP53-mut,14.3985902098116,0.0143421564827653
GSE227903,1886_R,HSC_MPP,Mono_DC,0.456264481802724,24,7,TP53-mut,14.3985902098116,0.0316881357934482
GSE227903,1886_R,HSC_MPP,T_NK,0.114003476098653,8,7,TP53-mut,14.3985902098116,0.00791768322019245
GSE227903,1886_R,LMPP_GMP,B_Plasma,0.148414637510049,12,7,TP53-mut,14.3985902098116,0.0103075811831157
GSE227903,1886_R,LMPP_GMP,Erythroid,0.223067387746626,20,7,TP53-mut,14.3985902098116,0.0154923075451249
GSE227903,1886_R,LMPP_GMP,HSC_MPP,0.368453714986486,38,7,TP53-mut,14.3985902098116,0.0255895688131614
GSE227903,1886_R,LMPP_GMP,LMPP_GMP,0.187020933293967,30,7,TP53-mut,14.3985902098116,0.0129888364463992
GSE227903,1886_R,LMPP_GMP,Megakaryocyte,0.102294492857698,21,7,TP53-mut,14.3985902098116,0.00710447976969243
GSE227903,1886_R,LMPP_GMP,Mono_DC,0.422003347359679,29,7,TP53-mut,14.3985902098116,0.0293086573900905
GSE227903,1886_R,LMPP_GMP,T_NK,0.0537170232336339,12,7,TP53-mut,14.3985902098116,0.00373071408039862
GSE227903,1886_R,Megakaryocyte,B_Plasma,0.0427713865094555,1,7,TP53-mut,14.3985902098116,0.00297052599499011
GSE227903,1886_R,Megakaryocyte,Erythroid,0.0519260978854009,9,7,TP53-mut,14.3985902098116,0.00360633208729123
GSE227903,1886_R,Megakaryocyte,HSC_MPP,0.0704396619085913,16,7,TP53-mut,14.3985902098116,0.00489212213710976
GSE227903,1886_R,Megakaryocyte,LMPP_GMP,0.129560336158341,14,7,TP53-mut,14.3985902098116,0.00899812650199985
GSE227903,1886_R,Megakaryocyte,Megakaryocyte,0.0996601816400221,8,7,TP53-mut,14.3985902098116,0.00692152357889252
GSE227903,1886_R,Megakaryocyte,Mono_DC,0.322242837252092,18,7,TP53-mut,14.3985902098116,0.0223801658743303
GSE227903,1886_R,Megakaryocyte,T_NK,0.0765290593595476,8,7,TP53-mut,14.3985902098116,0.00531503836447811
GSE227903,1886_R,Mono_DC,B_Plasma,0.151138862356943,16,7,TP53-mut,14.3985902098116,0.0104967819873054
GSE227903,1886_R,Mono_DC,Erythroid,0.578208178434241,27,7,TP53-mut,14.3985902098116,0.0401572772062249
GSE227903,1886_R,Mono_DC,HSC_MPP,0.647354712587574,47,7,TP53-mut,14.3985902098116,0.0449595900122533
GSE227903,1886_R,Mono_DC,LMPP_GMP,0.640767197487206,43,7,TP53-mut,14.3985902098116,0.0445020788945413
GSE227903,1886_R,Mono_DC,Megakaryocyte,0.525122843691125,31,7,TP53-mut,14.3985902098116,0.0364704346772291
GSE227903,1886_R,Mono_DC,Mono_DC,0.715973048200174,42,7,TP53-mut,14.3985902098116,0.0497252187726191
GSE227903,1886_R,Mono_DC,T_NK,0.273853973741719,14,7,TP53-mut,14.3985902098116,0.0190194991142332
GSE227903,1886_R,T_NK,B_Plasma,0.381317568573904,15,7,TP53-mut,14.3985902098116,0.0264829794457282
GSE227903,1886_R,T_NK,Erythroid,0.520999990266207,22,7,TP53-mut,14.3985902098116,0.036184097378588
GSE227903,1886_R,T_NK,HSC_MPP,0.547525109023454,28,7,TP53-mut,14.3985902098116,0.0380262998699938
GSE227903,1886_R,T_NK,LMPP_GMP,0.606372493683698,28,7,TP53-mut,14.3985902098116,0.0421133239329569
GSE227903,1886_R,T_NK,Megakaryocyte,0.639935820810116,26,7,TP53-mut,14.3985902098116,0.0444443387501955
GSE227903,1886_R,T_NK,Mono_DC,0.80482570056264,26,7,TP53-mut,14.3985902098116,0.0558961460000583
GSE227903,1886_R,T_NK,T_NK,0.499291001907154,16,7,TP53-mut,14.3985902098116,0.0346763811339615
GSE227903,4978_R,Erythroid,Erythroid,0,0,7,TP53-WT,1.90606243532526,0
GSE227903,4978_R,Erythroid,HSC_MPP,0.0889751818757448,5,7,TP53-WT,1.90606243532526,0.0466800983151224
GSE227903,4978_R,Erythroid,LMPP_GMP,0.0280303926607935,2,7,TP53-WT,1.90606243532526,0.0147059152634789
GSE227903,4978_R,HSC_MPP,Erythroid,0.199225088142959,5,7,TP53-WT,1.90606243532526,0.104521806028333
GSE227903,4978_R,HSC_MPP,HSC_MPP,0.690113079130366,23,7,TP53-WT,1.90606243532526,0.362062158269543
GSE227903,4978_R,HSC_MPP,LMPP_GMP,0.318506387083413,10,7,TP53-WT,1.90606243532526,0.167101759722294
GSE227903,4978_R,LMPP_GMP,Erythroid,0.110229206924249,2,7,TP53-WT,1.90606243532526,0.0578308479729515
GSE227903,4978_R,LMPP_GMP,HSC_MPP,0.29104699642919,12,7,TP53-WT,1.90606243532526,0.152695415971263
GSE227903,4978_R,LMPP_GMP,LMPP_GMP,0.179936103078547,6,7,TP53-WT,1.90606243532526,0.0944019984570135
GSE227903,6323_R,Erythroid,Erythroid,0,0,8,TP53-mut,12.4886772847626,0
GSE227903,6323_R,Erythroid,HSC_MPP,0.112081573164543,6,8,TP53-mut,12.4886772847626,0.00897465525042376
GSE227903,6323_R,Erythroid,LMPP_GMP,0.0635492339026119,4,8,TP53-mut,12.4886772847626,0.00508854800661301
GSE227903,6323_R,Erythroid,Mono_DC,0.172704980449064,4,8,TP53-mut,12.4886772847626,0.0138289249142326
GSE227903,6323_R,Erythroid,T_NK,0,0,8,TP53-mut,12.4886772847626,0
GSE227903,6323_R,HSC_MPP,Erythroid,0.0222437102547952,1,8,TP53-mut,12.4886772847626,0.00178111018065418
GSE227903,6323_R,HSC_MPP,HSC_MPP,0.699503392152106,13,8,TP53-mut,12.4886772847626,0.056011007106859
GSE227903,6323_R,HSC_MPP,LMPP_GMP,0.490776208348301,12,8,TP53-mut,12.4886772847626,0.0392976931950268
GSE227903,6323_R,HSC_MPP,Mono_DC,0.440432488792214,13,8,TP53-mut,12.4886772847626,0.0352665441463192
GSE227903,6323_R,HSC_MPP,T_NK,0.294447230150064,3,8,TP53-mut,12.4886772847626,0.0235771349868507
GSE227903,6323_R,LMPP_GMP,Erythroid,0.135480734555948,2,8,TP53-mut,12.4886772847626,0.0108482853281226
GSE227903,6323_R,LMPP_GMP,HSC_MPP,0.744065520531944,15,8,TP53-mut,12.4886772847626,0.0595792095164295
