dataset,sample,target,source,strength,n_lr,pair_id,arm,total,rel
GSE227903,6323_R,LMPP_GMP,LMPP_GMP,0.516899805655914,10,8,TP53-mut,12.4886772847626,0.0413894757522946
GSE227903,6323_R,LMPP_GMP,Mono_DC,0.477703694199975,12,8,TP53-mut,12.4886772847626,0.0382509438996249
GSE227903,6323_R,LMPP_GMP,T_NK,0.26608982901811,3,8,TP53-mut,12.4886772847626,0.0213064861034375
GSE227903,6323_R,Mono_DC,Erythroid,0.807486236257347,12,8,TP53-mut,12.4886772847626,0.0646574667473039
GSE227903,6323_R,Mono_DC,HSC_MPP,0.853310890757362,14,8,TP53-mut,12.4886772847626,0.0683267628188683
GSE227903,6323_R,Mono_DC,LMPP_GMP,0.918336354372421,17,8,TP53-mut,12.4886772847626,0.0735335162750086
GSE227903,6323_R,Mono_DC,Mono_DC,1.09095836691703,21,8,TP53-mut,12.4886772847626,0.087355797739133
GSE227903,6323_R,Mono_DC,T_NK,0.122805735414949,3,8,TP53-mut,12.4886772847626,0.00983336606549868
GSE227903,6323_R,T_NK,Erythroid,0.715180243881657,17,8,TP53-mut,12.4886772847626,0.0572662923041695
GSE227903,6323_R,T_NK,HSC_MPP,1.0135673908537,23,8,TP53-mut,12.4886772847626,0.0811589064031908
GSE227903,6323_R,T_NK,LMPP_GMP,0.938126434306658,20,8,TP53-mut,12.4886772847626,0.0751181580655674
GSE227903,6323_R,T_NK,Mono_DC,0.656980554522053,18,8,TP53-mut,12.4886772847626,0.0526060958692265
GSE227903,6323_R,T_NK,T_NK,0.935946676303837,16,8,TP53-mut,12.4886772847626,0.0749436193251453
GSE289435,GSM8791434_MLL_17746,Erythroid,Erythroid,0.000973297476364572,1,9,TP53-WT,5.40825875402137,0.000179965035075451
GSE289435,GSM8791434_MLL_17746,Erythroid,HSC_MPP,0.0194417192111557,2,9,TP53-WT,5.40825875402137,0.00359482045800778
GSE289435,GSM8791434_MLL_17746,Erythroid,LMPP_GMP,0.0274661751538408,1,9,TP53-WT,5.40825875402137,0.00507856158572628
GSE289435,GSM8791434_MLL_17746,Erythroid,Mono_DC,0.0289424690557371,1,9,TP53-WT,5.40825875402137,0.00535153186489397
GSE289435,GSM8791434_MLL_17746,Erythroid,T_NK,0,0,9,TP53-WT,5.40825875402137,0
GSE289435,GSM8791434_MLL_17746,HSC_MPP,Erythroid,0.00505059143817668,1,9,TP53-WT,5.40825875402137,0.000933866456448899
GSE289435,GSM8791434_MLL_17746,HSC_MPP,HSC_MPP,0.0233869459053234,2,9,TP53-WT,5.40825875402137,0.00432430232520473
GSE289435,GSM8791434_MLL_17746,HSC_MPP,LMPP_GMP,0.0278556695345402,1,9,TP53-WT,5.40825875402137,0.00515058002981603
GSE289435,GSM8791434_MLL_17746,HSC_MPP,Mono_DC,0.0293522667266476,1,9,TP53-WT,5.40825875402137,0.00542730443598364
GSE289435,GSM8791434_MLL_17746,HSC_MPP,T_NK,0.00069611783738105,1,9,TP53-WT,5.40825875402137,0.00012871385579757
GSE289435,GSM8791434_MLL_17746,LMPP_GMP,Erythroid,0.00453348153132131,1,9,TP53-WT,5.40825875402137,0.000838251595848736
GSE289435,GSM8791434_MLL_17746,LMPP_GMP,HSC_MPP,0.019161472491778,2,9,TP53-WT,5.40825875402137,0.00354300216821731
GSE289435,GSM8791434_MLL_17746,LMPP_GMP,LMPP_GMP,0.499811653091135,3,9,TP53-WT,5.40825875402137,0.092416372038319
GSE289435,GSM8791434_MLL_17746,LMPP_GMP,Mono_DC,0.0234671612890464,2,9,TP53-WT,5.40825875402137,0.00433913434182437
GSE289435,GSM8791434_MLL_17746,LMPP_GMP,T_NK,0,0,9,TP53-WT,5.40825875402137,0
GSE289435,GSM8791434_MLL_17746,Mono_DC,Erythroid,0.00832786755044902,1,9,TP53-WT,5.40825875402137,0.00153984266086691
GSE289435,GSM8791434_MLL_17746,Mono_DC,HSC_MPP,0.09708753702666,4,9,TP53-WT,5.40825875402137,0.0179517181855379
GSE289435,GSM8791434_MLL_17746,Mono_DC,LMPP_GMP,0.159113755723162,5,9,TP53-WT,5.40825875402137,0.0294205146166225
GSE289435,GSM8791434_MLL_17746,Mono_DC,Mono_DC,0.123523297120892,5,9,TP53-WT,5.40825875402137,0.0228397535582122
GSE289435,GSM8791434_MLL_17746,Mono_DC,T_NK,0.0844930092815502,2,9,TP53-WT,5.40825875402137,0.0156229598331856
GSE289435,GSM8791434_MLL_17746,T_NK,Erythroid,0.182712174184354,6,9,TP53-WT,5.40825875402137,0.0337839187240249
GSE289435,GSM8791434_MLL_17746,T_NK,HSC_MPP,0.491867297777109,13,9,TP53-WT,5.40825875402137,0.0909474417087339
GSE289435,GSM8791434_MLL_17746,T_NK,LMPP_GMP,0.752472439650097,13,9,TP53-WT,5.40825875402137,0.139133956763919
GSE289435,GSM8791434_MLL_17746,T_NK,Mono_DC,0.80872310798718,13,9,TP53-WT,5.40825875402137,0.149534840097258
GSE289435,GSM8791434_MLL_17746,T_NK,T_NK,1.98979924697747,14,9,TP53-WT,5.40825875402137,0.367918647660475
GSE289435,GSM8791438_MLL_28830,B_Plasma,B_Plasma,0.130164732871598,2,9,TP53-mut,6.6876140687924,0.0194635532990769
GSE289435,GSM8791438_MLL_28830,B_Plasma,Erythroid,0.321242338364792,2,9,TP53-mut,6.6876140687924,0.0480354181716111
GSE289435,GSM8791438_MLL_28830,B_Plasma,HSC_MPP,0.358785249908865,2,9,TP53-mut,6.6876140687924,0.0536492157319796
GSE289435,GSM8791438_MLL_28830,B_Plasma,LMPP_GMP,0.464319256923362,4,9,TP53-mut,6.6876140687924,0.0694297326590806
GSE289435,GSM8791438_MLL_28830,B_Plasma,Mono_DC,0.30761669394881,4,9,TP53-mut,6.6876140687924,0.0459979733855003
GSE289435,GSM8791438_MLL_28830,B_Plasma,T_NK,0.127423618379629,1,9,TP53-mut,6.6876140687924,0.0190536740112215
GSE289435,GSM8791438_MLL_28830,Erythroid,B_Plasma,0,0,9,TP53-mut,6.6876140687924,0
GSE289435,GSM8791438_MLL_28830,Erythroid,Erythroid,0,0,9,TP53-mut,6.6876140687924,0
GSE289435,GSM8791438_MLL_28830,Erythroid,HSC_MPP,0,0,9,TP53-mut,6.6876140687924,0
GSE289435,GSM8791438_MLL_28830,Erythroid,LMPP_GMP,0,0,9,TP53-mut,6.6876140687924,0
GSE289435,GSM8791438_MLL_28830,Erythroid,Mono_DC,0,0,9,TP53-mut,6.6876140687924,0
GSE289435,GSM8791438_MLL_28830,Erythroid,T_NK,0.0724407949353527,1,9,TP53-mut,6.6876140687924,0.0108320836385275
GSE289435,GSM8791438_MLL_28830,HSC_MPP,B_Plasma,0,0,9,TP53-mut,6.6876140687924,0
GSE289435,GSM8791438_MLL_28830,HSC_MPP,Erythroid,0,0,9,TP53-mut,6.6876140687924,0
GSE289435,GSM8791438_MLL_28830,HSC_MPP,HSC_MPP,0,0,9,TP53-mut,6.6876140687924,0
GSE289435,GSM8791438_MLL_28830,HSC_MPP,LMPP_GMP,0.010944692747944,1,9,TP53-mut,6.6876140687924,0.00163656165492821
GSE289435,GSM8791438_MLL_28830,HSC_MPP,Mono_DC,0,0,9,TP53-mut,6.6876140687924,0
GSE289435,GSM8791438_MLL_28830,HSC_MPP,T_NK,0.074005654692939,1,9,TP53-mut,6.6876140687924,0.0110660773680534
GSE289435,GSM8791438_MLL_28830,LMPP_GMP,B_Plasma,0,0,9,TP53-mut,6.6876140687924,0
GSE289435,GSM8791438_MLL_28830,LMPP_GMP,Erythroid,0,0,9,TP53-mut,6.6876140687924,0
GSE289435,GSM8791438_MLL_28830,LMPP_GMP,HSC_MPP,0,0,9,TP53-mut,6.6876140687924,0
GSE289435,GSM8791438_MLL_28830,LMPP_GMP,LMPP_GMP,0.203068362878405,4,9,TP53-mut,6.6876140687924,0.0303648447397733
GSE289435,GSM8791438_MLL_28830,LMPP_GMP,Mono_DC,0,0,9,TP53-mut,6.6876140687924,0
GSE289435,GSM8791438_MLL_28830,LMPP_GMP,T_NK,0.0688093337841774,1,9,TP53-mut,6.6876140687924,0.0102890706724951
GSE289435,GSM8791438_MLL_28830,Mono_DC,B_Plasma,0.283883568131461,11,9,TP53-mut,6.6876140687924,0.0424491552908529
GSE289435,GSM8791438_MLL_28830,Mono_DC,Erythroid,0.0258707618928582,2,9,TP53-mut,6.6876140687924,0.00386845915848876
GSE289435,GSM8791438_MLL_28830,Mono_DC,HSC_MPP,0.345372231737323,11,9,TP53-mut,6.6876140687924,0.0516435649821653
GSE289435,GSM8791438_MLL_28830,Mono_DC,LMPP_GMP,0.482461215549103,14,9,TP53-mut,6.6876140687924,0.072142502630422
GSE289435,GSM8791438_MLL_28830,Mono_DC,Mono_DC,0.174550255770973,15,9,TP53-mut,6.6876140687924,0.0261005276284569
GSE289435,GSM8791438_MLL_28830,Mono_DC,T_NK,0.10945854486737,5,9,TP53-mut,6.6876140687924,0.016367353699155
GSE289435,GSM8791438_MLL_28830,T_NK,B_Plasma,0.400608304437977,9,9,TP53-mut,6.6876140687924,0.0599030237566199
GSE289435,GSM8791438_MLL_28830,T_NK,Erythroid,0.369610814222006,11,9,TP53-mut,6.6876140687924,0.0552679640930218
GSE289435,GSM8791438_MLL_28830,T_NK,HSC_MPP,0.409990956594451,11,9,TP53-mut,6.6876140687924,0.061306013232382
GSE289435,GSM8791438_MLL_28830,T_NK,LMPP_GMP,0.710655996119823,14,9,TP53-mut,6.6876140687924,0.106264504621474
GSE289435,GSM8791438_MLL_28830,T_NK,Mono_DC,0.563424889774954,12,9,TP53-mut,6.6876140687924,0.0842490137707203
GSE289435,GSM8791438_MLL_28830,T_NK,T_NK,0.672905800258226,11,9,TP53-mut,6.6876140687924,0.100619711803994
Petti2019,782328,B_Plasma,B_Plasma,0.0938404369211307,5,6,TP53-WT,9.47186183152197,0.00990728524025061
Petti2019,782328,B_Plasma,Erythroid,0.147087483079949,7,6,TP53-WT,9.47186183152197,0.0155288881633016
Petti2019,782328,B_Plasma,HSC_MPP,0.28308106590645,8,6,TP53-WT,9.47186183152197,0.0298865282181764
Petti2019,782328,B_Plasma,LMPP_GMP,0.273589077963791,8,6,TP53-WT,9.47186183152197,0.0288844033865969
Petti2019,782328,B_Plasma,Mono_DC,0.174565949010142,7,6,TP53-WT,9.47186183152197,0.0184299509552803
Petti2019,782328,B_Plasma,T_NK,0.112627366982147,4,6,TP53-WT,9.47186183152197,0.0118907316201898
Petti2019,782328,Erythroid,B_Plasma,0.0157670954942506,3,6,TP53-WT,9.47186183152197,0.00166462473531638
Petti2019,782328,Erythroid,Erythroid,0.16097853165291,7,6,TP53-WT,9.47186183152197,0.0169954476233152
Petti2019,782328,Erythroid,HSC_MPP,0.27725985014374,8,6,TP53-WT,9.47186183152197,0.0292719483323785
Petti2019,782328,Erythroid,LMPP_GMP,0.211459622684197,8,6,TP53-WT,9.47186183152197,0.0223250324429847
Petti2019,782328,Erythroid,Mono_DC,0.0326317214953583,2,6,TP53-WT,9.47186183152197,0.00344512220256014
Petti2019,782328,Erythroid,T_NK,0.0847208111753892,3,6,TP53-WT,9.47186183152197,0.00894447286946709
Petti2019,782328,HSC_MPP,B_Plasma,0.15597709482555,4,6,TP53-WT,9.47186183152197,0.0164674166072043
Petti2019,782328,HSC_MPP,Erythroid,0.264982844601532,6,6,TP53-WT,9.47186183152197,0.0279757928604575
Petti2019,782328,HSC_MPP,HSC_MPP,0.617014560363022,11,6,TP53-WT,9.47186183152197,0.0651418455355442
Petti2019,782328,HSC_MPP,LMPP_GMP,0.522100400578243,11,6,TP53-WT,9.47186183152197,0.0551212010758766
Petti2019,782328,HSC_MPP,Mono_DC,0.0904271078652985,6,6,TP53-WT,9.47186183152197,0.00954692007482211
Petti2019,782328,HSC_MPP,T_NK,0.442083850926302,8,6,TP53-WT,9.47186183152197,0.0466733846829422
Petti2019,782328,LMPP_GMP,B_Plasma,0.00954173774396573,4,6,TP53-WT,9.47186183152197,0.00100737720985448
Petti2019,782328,LMPP_GMP,Erythroid,0.293613557114811,7,6,TP53-WT,9.47186183152197,0.0309985050814062
Petti2019,782328,LMPP_GMP,HSC_MPP,0.543811777594291,11,6,TP53-WT,9.47186183152197,0.0574133984708801
Petti2019,782328,LMPP_GMP,LMPP_GMP,0.475856288305855,12,6,TP53-WT,9.47186183152197,0.05023893895097
Petti2019,782328,LMPP_GMP,Mono_DC,0.149968248057594,9,6,TP53-WT,9.47186183152197,0.0158330274158462
Petti2019,782328,LMPP_GMP,T_NK,0.376645154599643,9,6,TP53-WT,9.47186183152197,0.039764637755397
Petti2019,782328,Mono_DC,B_Plasma,0.182923388099577,7,6,TP53-WT,9.47186183152197,0.0193122948110176
Petti2019,782328,Mono_DC,Erythroid,0.24402056457296,9,6,TP53-WT,9.47186183152197,0.0257626820273992
Petti2019,782328,Mono_DC,HSC_MPP,0.42348361640711,14,6,TP53-WT,9.47186183152197,0.044709648846204
Petti2019,782328,Mono_DC,LMPP_GMP,0.389375224008291,15,6,TP53-WT,9.47186183152197,0.0411086258366298
Petti2019,782328,Mono_DC,Mono_DC,0.301579463172589,21,6,TP53-WT,9.47186183152197,0.031839512498899
Petti2019,782328,Mono_DC,T_NK,0.247955553905671,10,6,TP53-WT,9.47186183152197,0.0261781219274636
Petti2019,782328,T_NK,B_Plasma,0.0167197617880013,3,6,TP53-WT,9.47186183152197,0.00176520330272963
Petti2019,782328,T_NK,Erythroid,0.335908072609445,10,6,TP53-WT,9.47186183152197,0.0354637851126119
Petti2019,782328,T_NK,HSC_MPP,0.552224138571271,13,6,TP53-WT,9.47186183152197,0.0583015407523674
Petti2019,782328,T_NK,LMPP_GMP,0.485043333401903,13,6,TP53-WT,9.47186183152197,0.051208869177937
Petti2019,782328,T_NK,Mono_DC,0.0871763673573375,7,6,TP53-WT,9.47186183152197,0.00920372033587083
Petti2019,782328,T_NK,T_NK,0.395820712542257,10,6,TP53-WT,9.47186183152197,0.0417891138598519
Petti2019,809653,B_Plasma,B_Plasma,0.186919991549681,3,6,TP53-mut,19.1888912377027,0.00974105221787996
Petti2019,809653,B_Plasma,Erythroid,0.54211935235982,8,6,TP53-mut,19.1888912377027,0.0282517288593858
Petti2019,809653,B_Plasma,HSC_MPP,0.593513426235736,8,6,TP53-mut,19.1888912377027,0.0309300531689705
Petti2019,809653,B_Plasma,LMPP_GMP,0.609065533215128,7,6,TP53-mut,19.1888912377027,0.0317405276662585
Petti2019,809653,B_Plasma,Megakaryocyte,0.307297490824065,5,6,TP53-mut,19.1888912377027,0.0160143432477371
Petti2019,809653,B_Plasma,Mono_DC,0.336063184241306,8,6,TP53-mut,19.1888912377027,0.0175134237866231
Petti2019,809653,B_Plasma,T_NK,0.264054469882244,5,6,TP53-mut,19.1888912377027,0.0137607987148014
Petti2019,809653,Erythroid,B_Plasma,0.17967625678102,4,6,TP53-mut,19.1888912377027,0.00936355595303955
Petti2019,809653,Erythroid,Erythroid,0.264255612106064,13,6,TP53-mut,19.1888912377027,0.0137712809371106
Petti2019,809653,Erythroid,HSC_MPP,0.407730492912172,18,6,TP53-mut,19.1888912377027,0.0212482570181572
Petti2019,809653,Erythroid,LMPP_GMP,0.316772089705,15,6,TP53-mut,19.1888912377027,0.0165080976165314
Petti2019,809653,Erythroid,Megakaryocyte,0.213589956468971,10,6,TP53-mut,19.1888912377027,0.0111309170406524
Petti2019,809653,Erythroid,Mono_DC,0.256955590745272,11,6,TP53-mut,19.1888912377027,0.0133908513817829
Petti2019,809653,Erythroid,T_NK,0.202532742454103,6,6,TP53-mut,19.1888912377027,0.010554687081459
Petti2019,809653,HSC_MPP,B_Plasma,0.196010487651666,3,6,TP53-mut,19.1888912377027,0.0102147896521786
Petti2019,809653,HSC_MPP,Erythroid,0.548152484739275,15,6,TP53-mut,19.1888912377027,0.0285661364145029
Petti2019,809653,HSC_MPP,HSC_MPP,0.731029260540189,19,6,TP53-mut,19.1888912377027,0.0380964825681981
Petti2019,809653,HSC_MPP,LMPP_GMP,0.705709323021963,13,6,TP53-mut,19.1888912377027,0.0367769723784443
Petti2019,809653,HSC_MPP,Megakaryocyte,0.425107688762229,11,6,TP53-mut,19.1888912377027,0.022153843257341
Petti2019,809653,HSC_MPP,Mono_DC,0.566243898406174,16,6,TP53-mut,19.1888912377027,0.0295089430333321
Petti2019,809653,HSC_MPP,T_NK,0.462900095257064,8,6,TP53-mut,19.1888912377027,0.0241233372748264
Petti2019,809653,LMPP_GMP,B_Plasma,0.187583084870928,4,6,TP53-mut,19.1888912377027,0.00977560832187956
Petti2019,809653,LMPP_GMP,Erythroid,0.476231997016953,17,6,TP53-mut,19.1888912377027,0.0248181091402115
Petti2019,809653,LMPP_GMP,HSC_MPP,0.685622103081428,18,6,TP53-mut,19.1888912377027,0.035730157338862
Petti2019,809653,LMPP_GMP,LMPP_GMP,0.661043317711076,15,6,TP53-mut,19.1888912377027,0.0344492711706159
Petti2019,809653,LMPP_GMP,Megakaryocyte,0.412536217681325,14,6,TP53-mut,19.1888912377027,0.0214987000849098
Petti2019,809653,LMPP_GMP,Mono_DC,0.532029735456648,17,6,TP53-mut,19.1888912377027,0.0277259237579765
Petti2019,809653,LMPP_GMP,T_NK,0.440135215609287,11,6,TP53-mut,19.1888912377027,0.0229369800556533
Petti2019,809653,Megakaryocyte,B_Plasma,0.0592693946936404,3,6,TP53-mut,19.1888912377027,0.00308873472466125
Petti2019,809653,Megakaryocyte,Erythroid,0.176132637991676,10,6,TP53-mut,19.1888912377027,0.00917888562761811
Petti2019,809653,Megakaryocyte,HSC_MPP,0.259726362440327,17,6,TP53-mut,19.1888912377027,0.0135352459515749
Petti2019,809653,Megakaryocyte,LMPP_GMP,0.211700251017386,15,6,TP53-mut,19.1888912377027,0.0110324379035217
Petti2019,809653,Megakaryocyte,Megakaryocyte,0.273961761960802,15,6,TP53-mut,19.1888912377027,0.0142771022341571
Petti2019,809653,Megakaryocyte,Mono_DC,0.16981671114429,9,6,TP53-mut,19.1888912377027,0.0088497406671747
Petti2019,809653,Megakaryocyte,T_NK,0.0996509546040906,8,6,TP53-mut,19.1888912377027,0.00519315855041663
Petti2019,809653,Mono_DC,B_Plasma,0.444512579197208,19,6,TP53-mut,19.1888912377027,0.0231650997283168
Petti2019,809653,Mono_DC,Erythroid,0.600623065906999,22,6,TP53-mut,19.1888912377027,0.0313005612709339
Petti2019,809653,Mono_DC,HSC_MPP,0.752153603820158,29,6,TP53-mut,19.1888912377027,0.0391973457196064
Petti2019,809653,Mono_DC,LMPP_GMP,0.741517977873829,27,6,TP53-mut,19.1888912377027,0.0386430861839938
Petti2019,809653,Mono_DC,Megakaryocyte,0.564207150297157,23,6,TP53-mut,19.1888912377027,0.0294028009908458
Petti2019,809653,Mono_DC,Mono_DC,0.698311863968681,27,6,TP53-mut,19.1888912377027,0.0363914650053686
Petti2019,809653,Mono_DC,T_NK,0.35787288491936,14,6,TP53-mut,19.1888912377027,0.0186500033006704
Petti2019,809653,T_NK,B_Plasma,0.0943791800991253,7,6,TP53-mut,19.1888912377027,0.00491842800764263
Petti2019,809653,T_NK,Erythroid,0.379610195437908,14,6,TP53-mut,19.1888912377027,0.0197828103112098
Petti2019,809653,T_NK,HSC_MPP,0.506035113827289,15,6,TP53-mut,19.1888912377027,0.0263712534277656
Petti2019,809653,T_NK,LMPP_GMP,0.510268007109047,13,6,TP53-mut,19.1888912377027,0.0265918442492635
Petti2019,809653,T_NK,Megakaryocyte,0.1594450776249,10,6,TP53-mut,19.1888912377027,0.00830923869700295
Petti2019,809653,T_NK,Mono_DC,0.2938168786994,13,6,TP53-mut,19.1888912377027,0.0153118215669545
Petti2019,809653,T_NK,T_NK,0.124998485782639,7,6,TP53-mut,19.1888912377027,0.00651410674197992
