group,n_cells,HALLMARK_TGF_BETA_SIGNALING_UCell,REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS_UCell,KEGG_TGF_BETA_SIGNALING_PATHWAY_UCell,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION_UCell,KEGG_ECM_RECEPTOR_INTERACTION_UCell,REACTOME_COLLAGEN_FORMATION_UCell,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION_UCell,HALLMARK_HYPOXIA_UCell,HALLMARK_INFLAMMATORY_RESPONSE_UCell,HALLMARK_TNFA_SIGNALING_VIA_NFKB_UCell,HALLMARK_IL6_JAK_STAT3_SIGNALING_UCell,HALLMARK_ANGIOGENESIS_UCell,HALLMARK_COAGULATION_UCell,HALLMARK_P53_PATHWAY_UCell,dataset,sample,unit,timepoint,uid_patient,study
B_Plasma,2,0.0881877633150978,0.0710214961984426,0.0343049202053346,0.0275296113015014,0.0306685452911868,0.0185134257667775,0.0370721686316542,0.0518801357627724,0.0284771346909611,0.0688647731332618,0.0647242484526968,0.0170435369557881,0.0175637888850053,0.0700893176134334,GSE116256,AML1012-D0,bin,Diagnosis,GSE116256:AML1012,van Galen 2019 Cell
T_NK,161,0.0471779026809661,0.0522368896722815,0.0279606493854051,0.0159763406983142,0.0142530425549293,0.00708661940371627,0.0176384755868888,0.0406903419366722,0.0326753121678328,0.0413088303497922,0.0363752336939851,0.022034293670708,0.0114274053908761,0.0528979848614966,GSE116256,AML210A-D0,bin,Diagnosis,GSE116256:AML210A,van Galen 2019 Cell
B_Plasma,21,0.0407667915307983,0.0520550837609916,0.0260409003972341,0.0158536832613595,0.0138627320568021,0.0145654518634924,0.0135653889994726,0.0361635958420524,0.0283985777233366,0.0427712278194593,0.041494869388958,0.00771329644093735,0.0129626936003545,0.0480211470082853,GSE116256,AML210A-D0,bin,Diagnosis,GSE116256:AML210A,van Galen 2019 Cell
Mono_DC,265,0.0679276367696139,0.062180010500212,0.0349064210653639,0.0316272224635846,0.0238467264312761,0.0205092271292807,0.0356971088057056,0.0633650023256285,0.0486371210742381,0.0757121546104741,0.0569048780865632,0.0496424808840833,0.0367517510098037,0.0703208625722124,GSE116256,AML210A-D0,bin,Diagnosis,GSE116256:AML210A,van Galen 2019 Cell
LMPP_GMP,38,0.0499253699235828,0.0599385447717096,0.0311230919009497,0.0196612441883432,0.0148596190304234,0.0124327807027595,0.0204405708805777,0.0493046858840563,0.0270463135330287,0.0436600477614186,0.036025699194937,0.0236476484833413,0.0259060070582822,0.0586706248472199,GSE116256,AML210A-D0,bin,Diagnosis,GSE116256:AML210A,van Galen 2019 Cell
Erythroid,29,0.0461910244651302,0.0610716236566102,0.0332212345674934,0.0185714500032933,0.0158918396719308,0.0107464086222043,0.0189160537630435,0.0402888346823373,0.0296567123726454,0.0450798314669032,0.0374258742644593,0.0239379550859063,0.0216172060771432,0.0551554742457282,GSE116256,AML210A-D0,bin,Diagnosis,GSE116256:AML210A,van Galen 2019 Cell
unassigned,65,0.0456388973536682,0.0559980632781442,0.0348202831425594,0.0191956471122818,0.0179342041606193,0.010364650818415,0.0215240882732844,0.0424045950476819,0.0298828977382032,0.0453069228020997,0.0381225041536712,0.0224023642012167,0.0210280725257246,0.0556818644021216,GSE116256,AML210A-D0,bin,Diagnosis,GSE116256:AML210A,van Galen 2019 Cell
HSC_MPP,13,0.0482081271554956,0.0610461328358194,0.0300672391420362,0.0207795875437371,0.0197374952091933,0.0112186465228748,0.0262130706021381,0.0506785390386677,0.0380927254239151,0.0518697611784429,0.0417826536858367,0.0287844959630313,0.0242998039603058,0.0600608733888477,GSE116256,AML210A-D0,bin,Diagnosis,GSE116256:AML210A,van Galen 2019 Cell
Megakaryocyte,3,0.0556666457062609,0.0648993181854658,0.0453739851028668,0.0224528619411117,0.0394960385526423,0.00086322142011382,0.0161867333571514,0.0400797904013338,0.0210837203763249,0.0360843158270811,0.0369629173508484,0.0488337645779428,0.0333520761464776,0.0571710134571871,GSE116256,AML210A-D0,bin,Diagnosis,GSE116256:AML210A,van Galen 2019 Cell
T_NK,135,0.0466196222003302,0.0549410519076849,0.0305499153901265,0.0201006487399132,0.019544743632794,0.00799004649965271,0.0208922498776018,0.0469817527423815,0.036241091395075,0.0454760165667633,0.0425916861980081,0.0283167988177926,0.0147757719778246,0.0591809244042185,GSE116256,AML328-D0,bin,Diagnosis,GSE116256:AML328,van Galen 2019 Cell
HSC_MPP,139,0.0545054392253034,0.0751469314220731,0.037008613117649,0.0249104102561759,0.0249159554982821,0.0145255813224979,0.0243559107697765,0.0496662477092281,0.0299379403229828,0.0400533720933221,0.0462125089621369,0.0313722697171322,0.020278462882324,0.0613713916326746,GSE116256,AML328-D0,bin,Diagnosis,GSE116256:AML328,van Galen 2019 Cell
Mono_DC,211,0.068154984617943,0.06934950672701,0.0359165382786582,0.0377622415713419,0.0225982697144282,0.025291341302283,0.0400617603781987,0.0621925569219881,0.0663861754959879,0.0862891029125162,0.0787091391612147,0.0605566778756498,0.0453662505819767,0.0731374526108681,GSE116256,AML328-D0,bin,Diagnosis,GSE116256:AML328,van Galen 2019 Cell
LMPP_GMP,31,0.0428730225378454,0.0700855620455086,0.0326846644719882,0.0244661500050771,0.0230871887293068,0.011984066258343,0.0249853058119835,0.050517523539513,0.029641346563865,0.0416154963178094,0.0436387398289512,0.0332179315500492,0.0199464710485632,0.0680181285943137,GSE116256,AML328-D0,bin,Diagnosis,GSE116256:AML328,van Galen 2019 Cell
Erythroid,30,0.0448638621643715,0.0689947284487224,0.0347554533672896,0.0196234539034648,0.0200575839255085,0.00959003348484269,0.0209082410384661,0.0467419316422532,0.0277097177563416,0.0342550911039657,0.0371663298387436,0.0219428507143661,0.0179217597306438,0.0565443610813386,GSE116256,AML328-D0,bin,Diagnosis,GSE116256:AML328,van Galen 2019 Cell
B_Plasma,11,0.0462422756140923,0.0664841791783606,0.0268066384632859,0.0243876439321499,0.0291855086023182,0.012943807271755,0.0251487544252817,0.0545456169411153,0.0306981389457273,0.0564955016401962,0.0533101955515749,0.0216781381141827,0.0133541392374576,0.0677519568677125,GSE116256,AML328-D0,bin,Diagnosis,GSE116256:AML328,van Galen 2019 Cell
unassigned,38,0.0449738050086545,0.0611385182323398,0.0308778106500174,0.0208513412193946,0.0202665755297334,0.0128796696680397,0.0207320283559918,0.042039168123954,0.024853049021267,0.0322738384009327,0.0355152636232491,0.029731700722162,0.0187026880606681,0.0539790996784566,GSE116256,AML328-D0,bin,Diagnosis,GSE116256:AML328,van Galen 2019 Cell
Megakaryocyte,2,0.0673898006665408,0.0708464100779571,0.0356501329245802,0.0261063377840439,0.0291656456750796,0.0132233298957259,0.0173481600571633,0.0413888888888889,0.021747945694891,0.0347784923186853,0.0361090059365922,0.00375464056699293,0.0160035763313729,0.0635959271168275,GSE116256,AML328-D0,bin,Diagnosis,GSE116256:AML328,van Galen 2019 Cell
T_NK,1469,0.0452138811079269,0.0572224572645127,0.0325573960787286,0.0188703245551089,0.0171110516911151,0.00821255360357384,0.0193638846996557,0.0480772514057948,0.039330794013519,0.0461680044244139,0.0426172814005553,0.0265968680156644,0.013013327273618,0.0619195747484453,GSE116256,AML328-D113,bin,Post_treatment,GSE116256:AML328,van Galen 2019 Cell
unassigned,96,0.0612803663878933,0.0684308371523994,0.0373196736362258,0.026629753357421,0.0216457023060797,0.0135833237844238,0.0291206867035846,0.0547189100273907,0.0495321431761343,0.0593972921876861,0.0582412566181424,0.0435459400507494,0.0251623585635238,0.0676835663034418,GSE116256,AML328-D113,bin,Post_treatment,GSE116256:AML328,van Galen 2019 Cell
Mono_DC,48,0.0771070447923871,0.0715808142817749,0.0456719510507562,0.0380872530064981,0.0247591310680933,0.0262379365443133,0.0450541860188162,0.0680827974276528,0.0605532853995475,0.0791632428248184,0.0763490879331397,0.0707842714466069,0.0480510429277963,0.0847802042396094,GSE116256,AML328-D113,bin,Post_treatment,GSE116256:AML328,van Galen 2019 Cell
HSC_MPP,12,0.0683686516170953,0.0817699601824982,0.040839713447071,0.0275957244018219,0.0270807808543658,0.0155488076594986,0.0277012623556032,0.0516831904251519,0.0338696856020007,0.0481198642372276,0.052814552545156,0.0418486956413045,0.0221599994596666,0.0697722400857449,GSE116256,AML328-D113,bin,Post_treatment,GSE116256:AML328,van Galen 2019 Cell
Megakaryocyte,2,0.0850688549330316,0.0822270079095155,0.0474496842542253,0.0221785216567904,0.0202687249857061,0.0184790496925252,0.0189076455877099,0.0392863522686674,0.0325401929260451,0.0319310468024294,0.040024630541872,0.0524290321370983,0.0215757640229169,0.0546025366202215,GSE116256,AML328-D113,bin,Post_treatment,GSE116256:AML328,van Galen 2019 Cell
B_Plasma,18,0.049496950260957,0.0650657715875107,0.0277941882197864,0.0243377638804551,0.0196996923412018,0.0183199012006162,0.0237997697590409,0.0572469334286055,0.0384447818665396,0.0487293080862213,0.0507458896467517,0.0174221780561076,0.0143012448492442,0.0674568298201739,GSE116256,AML328-D113,bin,Post_treatment,GSE116256:AML328,van Galen 2019 Cell
Erythroid,2,0.0739640319436585,0.0682934355836277,0.0468289703733864,0.0172968156363493,0.0206914155027363,0.00591650433520491,0.0210057163272597,0.0479358699535549,0.0376964987495534,0.0583333333333334,0.0332709675382089,0.0184544568192897,0.017494136538861,0.0795025008931762,GSE116256,AML328-D113,bin,Post_treatment,GSE116256:AML328,van Galen 2019 Cell
T_NK,814,0.045546936039296,0.0560961868297102,0.0306609716951489,0.0178343626306606,0.0160216608758633,0.00822662250988137,0.0188600263519878,0.0486322949667,0.0392931706918845,0.0483379067462668,0.0452831622012656,0.024080515179064,0.0122885750250764,0.0609090404347639,GSE116256,AML328-D171,bin,Post_treatment,GSE116256:AML328,van Galen 2019 Cell
unassigned,77,0.0532194774979155,0.0662826311783018,0.0334629764012084,0.020823171626184,0.0176947123773882,0.0107327758754366,0.0212048134073858,0.0501048843974889,0.0423165277023798,0.0523151589389532,0.0487321586459518,0.024300426764146,0.0169495818326419,0.0592805872227094,GSE116256,AML328-D171,bin,Post_treatment,GSE116256:AML328,van Galen 2019 Cell
HSC_MPP,30,0.0560586052945985,0.0754974999161046,0.0385939001056478,0.0218951077856803,0.0203928775626889,0.0116827724940478,0.023110337025128,0.0537331189710611,0.0354837441943551,0.0499568893652495,0.0487499210559555,0.0255168685391433,0.0205575733629166,0.0690005359056806,GSE116256,AML328-D171,bin,Post_treatment,GSE116256:AML328,van Galen 2019 Cell
Erythroid,14,0.0534391534391534,0.078064648048759,0.035323666505857,0.0224383486337937,0.0196304593878718,0.00867422940300218,0.0205703567600674,0.0563276425253917,0.0310918440259276,0.0521205277394988,0.0374750198487883,0.0241202342113581,0.0194823944197073,0.0627749706527842,GSE116256,AML328-D171,bin,Post_treatment,GSE116256:AML328,van Galen 2019 Cell
LMPP_GMP,14,0.0586807520593599,0.0759020218069763,0.042387601461201,0.0219615698701081,0.0173145587566073,0.0152591574042244,0.0230174041749605,0.0549419435512683,0.0393506609503394,0.046158066656459,0.0430312708637832,0.0336591774745673,0.0226670444175725,0.0692386311437758,GSE116256,AML328-D171,bin,Post_treatment,GSE116256:AML328,van Galen 2019 Cell
B_Plasma,4,0.0612997547632522,0.0604309744855751,0.0255939692956195,0.0222634411228913,0.0152730131503716,0.0167879378175012,0.020738656663094,0.0469252411575563,0.035495266166488,0.044930332261522,0.0491002352532525,0.0141912288596393,0.0135809410918448,0.055182207931404,GSE116256,AML328-D171,bin,Post_treatment,GSE116256:AML328,van Galen 2019 Cell
Mono_DC,6,0.0731727766249555,0.0807241853753482,0.0346788121678549,0.0393729686216757,0.0189312260066977,0.0254306558191055,0.0509038942479457,0.0702039418840062,0.0659140169108015,0.0848267238299393,0.0729627173592691,0.0773209084886439,0.052794367700223,0.0899294390853877,GSE116256,AML328-D171,bin,Post_treatment,GSE116256:AML328,van Galen 2019 Cell
Megakaryocyte,2,0.0381154499151104,0.073382970248491,0.0583550882571312,0.0201770978016327,0.0375193988401536,0.00342423895191169,0.0272391925687746,0.0442184708824581,0.0342550911039657,0.0439817792068595,0.0811090848806366,0.0390838864514194,0.0365763465698119,0.0761557699178278,GSE116256,AML328-D171,bin,Post_treatment,GSE116256:AML328,van Galen 2019 Cell
HSC_MPP,504,0.0595044710541786,0.0778953286536705,0.0401884992707807,0.0217845135218785,0.0221500964593957,0.0120358472125975,0.0226055720013383,0.0529017165994658,0.02997034797008,0.0420384157890857,0.0444764716047044,0.0264456701731704,0.0183164613842166,0.0623701811020943,GSE116256,AML328-D29,bin,Post_treatment,GSE116256:AML328,van Galen 2019 Cell
T_NK,285,0.050475834306889,0.0603603794546267,0.0330676662516669,0.0185698484343655,0.0174946371073481,0.00756179819703187,0.0196476937252026,0.0477173865352914,0.0384184514519597,0.0485279454441749,0.0428628905375729,0.0248008084109475,0.0141103700190352,0.0601658236337539,GSE116256,AML328-D29,bin,Post_treatment,GSE116256:AML328,van Galen 2019 Cell
LMPP_GMP,208,0.0557139678531869,0.0771086219139808,0.0398687765104549,0.0222980822696924,0.020055435916285,0.011937918132057,0.0226125917223184,0.0559025115425839,0.0299751027152555,0.0387212465990601,0.0441717927160152,0.0294677806912029,0.0190965423406384,0.0655203781570342,GSE116256,AML328-D29,bin,Post_treatment,GSE116256:AML328,van Galen 2019 Cell
Erythroid,93,0.0447863019015145,0.0739261137512874,0.0374410458089978,0.019314956956,0.0178388967494263,0.00885826666551669,0.0187982459173207,0.0488707564529574,0.0276925899034602,0.0418434387089091,0.0364786423254165,0.0233947680492704,0.0195767348799395,0.0601926187155935,GSE116256,AML328-D29,bin,Post_treatment,GSE116256:AML328,van Galen 2019 Cell
unassigned,113,0.0513784620144582,0.0674222368747097,0.0359443551545269,0.0200147120993325,0.0184577208287344,0.0114344219766209,0.0214190434636896,0.0457077907090712,0.0282988077284239,0.0381703642577785,0.0399044679255238,0.0278008416487714,0.0155694455296687,0.0570146101483779,GSE116256,AML328-D29,bin,Post_treatment,GSE116256:AML328,van Galen 2019 Cell
Megakaryocyte,13,0.0656063926012992,0.0749489809146028,0.0445044022631262,0.0267130332320563,0.0369115161567992,0.00964733673568324,0.032373924753346,0.0569434138565971,0.026745678401627,0.0505291725066645,0.0589630031771942,0.0416879404392061,0.0366743469337576,0.0717476021656086,GSE116256,AML328-D29,bin,Post_treatment,GSE116256:AML328,van Galen 2019 Cell
Mono_DC,16,0.0786302112808904,0.0758828717625482,0.0376759354617233,0.0388547999274113,0.0212886955811484,0.0290721324624728,0.0434645185780636,0.0761988656663094,0.0635734860664523,0.0777524339049662,0.0739106215264621,0.0617295018187273,0.0553782059075321,0.0745248302965345,GSE116256,AML328-D29,bin,Post_treatment,GSE116256:AML328,van Galen 2019 Cell
B_Plasma,18,0.0491458634639167,0.0602510248617428,0.0270339855818744,0.0202024960894392,0.0194244783867425,0.0147017132865649,0.0192622365130404,0.0469177484022071,0.030295442816879,0.0446897701560081,0.0468004417357866,0.0203190168456228,0.0160787164381225,0.0539210432297249,GSE116256,AML328-D29,bin,Post_treatment,GSE116256:AML328,van Galen 2019 Cell
T_NK,103,0.0374438113587899,0.0498988006473257,0.0279750841692906,0.0160347468002844,0.0169747087497591,0.00655822813772531,0.0167706913356712,0.0372340503022925,0.0357634661477574,0.0381912055970059,0.0359697041882345,0.0231897283322794,0.0121184016605021,0.0534898039174879,GSE116256,AML329-D20,bin,Post_treatment,GSE116256:AML329,van Galen 2019 Cell
Mono_DC,357,0.0641434565400077,0.0640306310960821,0.0359466725560884,0.0335630333041692,0.023193108003636,0.0232641072165469,0.0347617896747838,0.0570931995520609,0.0500648490907618,0.066280154076636,0.0684740186967802,0.0481265780396233,0.0383954310160965,0.0742760369599787,GSE116256,AML329-D20,bin,Post_treatment,GSE116256:AML329,van Galen 2019 Cell
B_Plasma,19,0.0412183070390559,0.0531631726618689,0.0260355280700494,0.0178061487571084,0.0133296362690603,0.00986050550921822,0.0142799119986461,0.0365552546962261,0.029091498843572,0.0354748876478442,0.0371541835357625,0.0123333984640982,0.0112300910932712,0.0509456384799082,GSE116256,AML329-D20,bin,Post_treatment,GSE116256:AML329,van Galen 2019 Cell
LMPP_GMP,54,0.0430591945148947,0.0585192529075239,0.0308667847627124,0.0213410459682728,0.0133534355232468,0.0143528597923006,0.0214767840366268,0.0485058155690524,0.0261902399004936,0.0370792809601313,0.0302582288932864,0.0207052967393463,0.0251258291912467,0.0668280999827981,GSE116256,AML329-D20,bin,Post_treatment,GSE116256:AML329,van Galen 2019 Cell
unassigned,51,0.0393508192436253,0.0551142355400965,0.0276647961893545,0.0207850828590913,0.0182462007101297,0.0126774318451264,0.0183290250719795,0.0404475688095889,0.0272629580592508,0.0338252457110032,0.0364291162972705,0.0261840476994038,0.0211274810265023,0.0613918136028974,GSE116256,AML329-D20,bin,Post_treatment,GSE116256:AML329,van Galen 2019 Cell
Erythroid,16,0.0274676947745708,0.051724406786338,0.0289495166016015,0.0179194614477257,0.0139196888017643,0.0132889786486383,0.0218129242586638,0.0332571900678814,0.023381229903537,0.0252345703822794,0.032342634915372,0.0167593608204897,0.0192949662882645,0.0605775500178635,GSE116256,AML329-D20,bin,Post_treatment,GSE116256:AML329,van Galen 2019 Cell
HSC_MPP,5,0.0340451487140791,0.0586682949675872,0.0281249251550786,0.0204969998999579,0.0218810748999428,0.0149711622932661,0.0220796713111826,0.0361025366202215,0.0310017863522687,0.0394473026080743,0.0327736200581028,0.0184572692841339,0.0190665065929111,0.0613161843515541,GSE116256,AML329-D20,bin,Post_treatment,GSE116256:AML329,van Galen 2019 Cell
LMPP_GMP,97,0.0602988089519516,0.0655676086706077,0.0342845911930274,0.020963919048831,0.0145715498273366,0.0124748528975723,0.0305261820311378,0.0761284405697175,0.0409212421225548,0.0794058997506473,0.0421631189050315,0.0294856494706187,0.0268710004082267,0.0711528049413819,GSE116256,AML371-D0,bin,Diagnosis,GSE116256:AML371,van Galen 2019 Cell
Mono_DC,306,0.0743578820784009,0.071451887635793,0.0363784539088603,0.0260121120750828,0.0163194494493052,0.0184426390140233,0.0399251658505489,0.0875911856942373,0.0640252821385789,0.115793443970419,0.0574652274702985,0.0548832294008089,0.036879299097587,0.0786598329935762,GSE116256,AML371-D0,bin,Diagnosis,GSE116256:AML371,van Galen 2019 Cell
HSC_MPP,19,0.0702489103346936,0.0784330529421265,0.0356629484760208,0.0199989322310823,0.027989140948426,0.00525129714397142,0.036532972302138,0.0757822342565954,0.0462449935127207,0.0969269099866494,0.0438910189931061,0.0218464374458477,0.026045578362422,0.0735778755570599,GSE116256,AML371-D0,bin,Diagnosis,GSE116256:AML371,van Galen 2019 Cell
Erythroid,19,0.0626078495616518,0.0631048390348055,0.0309239256261027,0.0134512556754306,0.0150266317595017,0.00661347421492886,0.0276417329497377,0.0606979936443466,0.0323504635114045,0.0687084673097535,0.0416508778577744,0.0245942649401093,0.017991234335554,0.0625641676538614,GSE116256,AML371-D0,bin,Diagnosis,GSE116256:AML371,van Galen 2019 Cell
unassigned,67,0.0496084940323848,0.0617655815051043,0.029364768140711,0.0151343295388517,0.0167155523534008,0.0069025788896699,0.0257474417835794,0.0560576805148961,0.032904582126879,0.0612811345203244,0.0372503954271839,0.0232734963947279,0.018646415053284,0.0613117424666592,GSE116256,AML371-D0,bin,Diagnosis,GSE116256:AML371,van Galen 2019 Cell
T_NK,4,0.0535056278689556,0.0597464971833021,0.0448181368205079,0.0159581707649034,0.00508555909499306,0.00976757954241629,0.0257011432654519,0.0515688638799571,0.0366952483029653,0.0730126831011076,0.0367089806744979,0,0.013344756318101,0.0528126116470168,GSE116256,AML371-D0,bin,Diagnosis,GSE116256:AML371,van Galen 2019 Cell
Stromal,2,0.119137898509715,0.105305547166012,0.0700528504937769,0.0901449214669429,0.113105448011108,0.110005347389328,0.171504108610218,0.103899607002501,0.0487629510539478,0.126359414076456,0.0922500631552357,0.193103836202048,0.105177575490479,0.0621391568417292,GSE116256,AML371-D0,bin,Diagnosis,GSE116256:AML371,van Galen 2019 Cell
Mono_DC,566,0.0715675132078331,0.0638354560437401,0.0398386063511034,0.0373425038628924,0.0259092020276099,0.0256751416444072,0.0408342549143624,0.0656090072552414,0.0468255794282916,0.0796302945145729,0.0651625761935558,0.0537157430850136,0.0428747354844197,0.0745649916615854,GSE116256,AML419A-D0,bin,Diagnosis,GSE116256:AML419A,van Galen 2019 Cell
B_Plasma,22,0.0422616087301996,0.0509437937740171,0.028124271963038,0.0160615705257752,0.0114961796351162,0.0128689785444684,0.0140141771411868,0.0421895806944039,0.0281824677644613,0.0424046737471175,0.0327479632436529,0.01387312204052,0.0102083860043224,0.0517928480950989,GSE116256,AML419A-D0,bin,Diagnosis,GSE116256:AML419A,van Galen 2019 Cell
unassigned,109,0.0406280737521684,0.0531428139335302,0.0283855887298765,0.0190096552483122,0.0146649236747904,0.011953482618707,0.0212803720857056,0.0423075574172952,0.0230257201949582,0.0325580892258375,0.033265101054171,0.0238983824628798,0.0201790573020267,0.0530342914081373,GSE116256,AML419A-D0,bin,Diagnosis,GSE116256:AML419A,van Galen 2019 Cell
HSC_MPP,62,0.0465323037041094,0.0645383677935294,0.0344553826407168,0.0221854825763493,0.0195650312357555,0.0135550774940211,0.0231322246424414,0.0511749299865159,0.0290372713757217,0.0390273888139773,0.0372044182180445,0.0278157309323956,0.0243319951912511,0.0620188661849278,GSE116256,AML419A-D0,bin,Diagnosis,GSE116256:AML419A,van Galen 2019 Cell
LMPP_GMP,75,0.0496122744136327,0.0644456116852477,0.0330873363723698,0.0224544129815884,0.017386098178551,0.0144572017875559,0.0247467667023937,0.053923258306538,0.0320056210551387,0.0444786947719424,0.0411703191444571,0.0311171110361121,0.0249235512734137,0.0656138620936048,GSE116256,AML419A-D0,bin,Diagnosis,GSE116256:AML419A,van Galen 2019 Cell
Erythroid,42,0.0391516425472283,0.0613371493770165,0.031312263846453,0.0205397919988248,0.0184809200981708,0.0114140388977103,0.022137880875823,0.0482555844774494,0.0281865121897276,0.0411582367852464,0.0337073213458681,0.0280317924597371,0.0228299886940071,0.0612906820463091,GSE116256,AML419A-D0,bin,Diagnosis,GSE116256:AML419A,van Galen 2019 Cell
T_NK,29,0.0567364214516021,0.0603543743078627,0.0379517088867728,0.0213122989781344,0.0184979735077328,0.0105514791590111,0.0269618459794754,0.0501772800630767,0.0311393231572853,0.0469166327875719,0.041663672237394,0.0343043125754031,0.0279246954642217,0.0625520814083848,GSE116256,AML419A-D0,bin,Diagnosis,GSE116256:AML419A,van Galen 2019 Cell
Megakaryocyte,3,0.0403026682596575,0.0694916812207004,0.0353095053715369,0.0272862918267147,0.0198780255384029,0.0195561666857645,0.0329974991068239,0.0569894009765392,0.032828986542813,0.0566708348219602,0.0237147909561702,0.0342214472319096,0.0288065218235576,0.0793848993688223,GSE116256,AML419A-D0,bin,Diagnosis,GSE116256:AML419A,van Galen 2019 Cell
B_Plasma,218,0.0592791908744932,0.0567863420457553,0.0305922092726623,0.0247947711978016,0.0212049461703261,0.0258313596000181,0.032822961018188,0.0584607379437611,0.034546274718035,0.0636852857016431,0.0538665634165476,0.0250484827655251,0.0168909785909485,0.0712074102480899,GSE116256,AML420B-D14,bin,Post_treatment,GSE116256:AML420B,van Galen 2019 Cell
T_NK,631,0.0479851652146686,0.0533749032456687,0.0332565441046406,0.0169299638377617,0.0169983093285429,0.00837291969212742,0.0208974395994947,0.042943962327501,0.0343143662922405,0.0412867992813825,0.038218144339039,0.0240070245952353,0.0107417826146925,0.0576533134711344,GSE116256,AML420B-D14,bin,Post_treatment,GSE116256:AML420B,van Galen 2019 Cell
unassigned,88,0.0514268319871037,0.0659063203701957,0.0400854883227408,0.021023569329077,0.0228544789972749,0.01048587455858,0.0313281529117542,0.0517624192081587,0.0333225137224333,0.0355378341290721,0.03985176102633,0.0381967881651479,0.0122335423594485,0.0616354664003378,GSE116256,AML420B-D14,bin,Post_treatment,GSE116256:AML420B,van Galen 2019 Cell
Stromal,1,0.111092246745897,0.0780599582419602,0.0852713178294574,0.0736600755201609,0.0952748509352283,0.0775638822046523,0.144855305466238,0.0859003215434083,0.0288817434798142,0.0837013219006788,0.083499115826702,0.193328833389583,0.069368671134548,0.0657395498392283,GSE116256,AML420B-D14,bin,Post_treatment,GSE116256:AML420B,van Galen 2019 Cell
Mono_DC,1254,0.0735589294788651,0.0671293851455051,0.0327679389612538,0.0343031432840839,0.0173539714976927,0.0230918339492456,0.0438787477072297,0.0854654644259484,0.0485700392541651,0.0961194602424083,0.0510162635559641,0.0546249227506666,0.043298322107399,0.0759374702630753,GSE116256,AML556-D0,bin,Diagnosis,GSE116256:AML556,van Galen 2019 Cell
HSC_MPP,3,0.061768219832736,0.0784239914674697,0.0327920548623253,0.0208207795994748,0.01754880339786,0.0120367187400533,0.0257282362748601,0.0639520066690485,0.0341884006192688,0.058048707871859,0.026091006694455,0.0124248446894414,0.0284848546250003,0.0681803024889842,GSE116256,AML556-D0,bin,Diagnosis,GSE116256:AML556,van Galen 2019 Cell
T_NK,28,0.0602887146180865,0.0573457069195911,0.039633165794759,0.013993099420919,0.00893863548850071,0.00581651361128845,0.0215304573061808,0.0520738911856275,0.0350792374827745,0.0755621905782677,0.0330571137606236,0.0198288816032657,0.0147990430310385,0.0554995406522738,GSE116256,AML556-D0,bin,Diagnosis,GSE116256:AML556,van Galen 2019 Cell
B_Plasma,102,0.063696022331463,0.0546518021983436,0.0284727299936492,0.025829328797726,0.0194362364728625,0.0264384215165765,0.042805168512564,0.0661389571905933,0.0382089016385404,0.0913484507772384,0.0515542147451377,0.0189313810047963,0.0210984530077348,0.0665688551233284,GSE116256,AML556-D0,bin,Diagnosis,GSE116256:AML556,van Galen 2019 Cell
LMPP_GMP,131,0.0623391908867356,0.0641313561566111,0.0300666484692572,0.0313569413178695,0.0149758734232305,0.0186171079720711,0.0349420867321753,0.0762934008601764,0.0349822592038051,0.0748575554519198,0.0393763553065343,0.0377902241870832,0.0374113820112071,0.0727083009471758,GSE116256,AML556-D0,bin,Diagnosis,GSE116256:AML556,van Galen 2019 Cell
Megakaryocyte,1,0.0792869269949066,0.0847701338095676,0.0227129387908254,0.030138267503298,0.0483214898309238,0,0.0534190782422294,0.0947338335119685,0.0452715255448375,0.103249374776706,0.065326196791714,0.101773727828402,0.0375514794158321,0.0927688460164344,GSE116256,AML556-D0,bin,Diagnosis,GSE116256:AML556,van Galen 2019 Cell
unassigned,32,0.0719247154624913,0.0636445571196582,0.0304830890395101,0.0328222097557344,0.0193009525851507,0.0250247078033688,0.046260997231154,0.0805407623258307,0.0468733252947481,0.102717376741693,0.0525676057060755,0.0426765173247834,0.0403014015318451,0.0732808034119329,GSE116256,AML556-D0,bin,Diagnosis,GSE116256:AML556,van Galen 2019 Cell
Stromal,2,0.0980066654090421,0.082663628922476,0.0559460797228144,0.085695955739509,0.119509107244957,0.0994366143386425,0.14602447302608,0.0664657020364416,0.0317899249732048,0.0554501607717042,0.0487893930781862,0.142685716428545,0.0614738943006651,0.0501402286530905,GSE116256,AML556-D0,bin,Diagnosis,GSE116256:AML556,van Galen 2019 Cell
Erythroid,1,0.0457712381311702,0.0624860478247738,0.0233995162024285,0.0224873725917188,0.016887200849465,0.0171994958175776,0.0319542693819221,0.0714523043944266,0.0293676312968918,0.071750625223294,0.0452073070607554,0.00736865789177632,0.02837003378772,0.0773919256877457,GSE116256,AML556-D0,bin,Diagnosis,GSE116256:AML556,van Galen 2019 Cell
T_NK,827,0.0507805900965048,0.0587371697613377,0.0308867306264274,0.0140131044671645,0.0112471741866462,0.00518354528217593,0.0197321227610656,0.048048132581467,0.0328788589637084,0.0630930203523196,0.0313875315986186,0.0167305496347559,0.009805430194604,0.0559054278756492,GSE116256,AML556-D15,bin,Post_treatment,GSE116256:AML556,van Galen 2019 Cell
