stratum,gene,n_samples_WT,n_samples_mut,n_cells_WT,n_cells_mut,n_pos_WT,n_pos_mut,mean_lognorm_WT,mean_lognorm_mut,pct_mut,pct_WT,log_or,se,z_cell,odds_ratio,p_cell_two_sided,n_pairs,median_delta_log2cpm,p_sample_higher,frac_pairs_mut_higher,category,fdr_sample
HSC_MPP,LTBP2,5,8,2202,2616,37,4,0.00733421763206633,0.00138448190723096,0.152905198776758,1.6802906448683,-2.30791987181848,0.499733380038442,-4.61830240685732,0.0994679425837321,3.86892144581285e-06,5,-0.00790189470520749,0.875,0.2,collagen_ecm_structural,1
HSC_MPP,MMP9,5,8,2202,2616,106,8,0.026563678667265,0.00145847669997612,0.305810397553517,4.81380563124432,-2.74658487750484,0.357627009218355,-7.68002641497323,0.064146555905621,1.5905578891205e-14,5,-0.0041298157977188,0.875,0.2,ecm_remodeling,0.9375
HSC_MPP,NECTIN3,5,8,2202,2616,15,5,0.00361197374252255,0.000624482670495694,0.191131498470948,0.681198910081744,-1.21325736133136,0.497166345803994,-2.44034490984971,0.297227523423073,0.0146732449097708,5,-0.00242806459812357,0.875,0.2,nectin_target,1
HSC_MPP,SELENOP,5,8,2202,2616,979,329,0.374200467476503,0.114700316904202,12.5764525993884,44.4595821980018,-1.71520979770898,0.0728719165432186,-23.537322456611,0.179925968697088,1.6928804157556e-122,5,-0.237365593092244,0.875,0.2,macrophage_marker,1
HSC_MPP,TNC,5,8,2202,2616,24,6,0.00508107844802223,0.00214334481849709,0.229357798165138,1.08991825613079,-1.5077761479422,0.442158998775469,-3.41003157714281,0.221401795730742,0.000649553584129505,5,-0.00815458982499302,0.875,0.2,collagen_ecm_structural,1
HSC_MPP,VSIG4,5,8,2202,2616,7,9,0.00178398725108035,0.00138979844608102,0.344036697247706,0.317892824704814,0.064406681191075,0.489321445931697,0.131624480648791,1.06652604666027,0.895281321234595,5,-0.00131013053843774,0.875,0.2,macrophage_marker,1
HSC_MPP,HGF,5,8,2202,2616,283,153,0.118407163806675,0.0477667461213117,5.84862385321101,12.8519527702089,-0.86302992368372,0.104732470470094,-8.24032814092889,0.421881873948717,1.71738987049043e-16,5,-0.0484139058151968,0.90625,0.4,profibrotic_cytokine_gf,0.992647058823529
HSC_MPP,MMP2,5,8,2202,2616,745,216,0.226562747750275,0.0519845451142744,8.25688073394495,33.8328792007266,-1.7354189965086,0.0840416890185407,-20.6495016553718,0.176326304700382,9.86319720579655e-95,5,-0.16382636749183,0.90625,0.4,ecm_remodeling,0.9375
HSC_MPP,TIMP2,5,8,2202,2616,1015,547,0.314176551954355,0.149144135018251,20.9097859327217,46.094459582198,-1.17323069460977,0.0643158951493056,-18.2416911384999,0.309365858428473,2.4088877131438e-74,5,-0.0440471144904249,0.90625,0.4,ecm_remodeling,0.9375
HSC_MPP,TNF,5,8,2202,2616,677,170,0.377926033151811,0.0520040677422916,6.49847094801223,30.7447774750227,-1.85201046260274,0.0916808996941208,-20.2006139641047,0.156921364431302,9.66876988690212e-91,5,-0.0256663698676167,0.90625,0.4,inflammatory_cytokine,0.90625
HSC_MPP,ADAMTS1,5,8,2202,2616,85,13,0.039659528031343,0.00670334860271745,0.496941896024465,3.86012715712988,-2.05244723657508,0.294323519029153,-6.97343944291375,0.128420244003518,3.09284602292734e-12,5,-0.0157030284747442,0.9375,0.2,ecm_remodeling,0.9375
HSC_MPP,CD226,5,8,2202,2616,76,11,0.0172147380447628,0.00204712349696623,0.420489296636086,3.45140781108084,-2.09809086511887,0.317620019750419,-6.6056631655886,0.122690437398013,3.95741764297463e-11,5,-0.0158446932082162,0.9375,0.2,nectin_target,1
HSC_MPP,COL6A1,5,8,2202,2616,591,45,0.187724781515067,0.0112673632080368,1.72018348623853,26.8392370572207,-3.03227332142102,0.157092510991647,-19.3024689864575,0.0482059259037676,5.12032385858219e-83,5,-0.184018333207396,0.9375,0.2,collagen_ecm_structural,1
HSC_MPP,SERPINE1,5,8,2202,2616,424,182,0.159647582279448,0.0569835391618341,6.95718654434251,19.2552225249773,-1.1581329169631,0.0938520015688046,-12.3399916635135,0.314072032359721,5.51615941245691e-35,5,-0.0290133878842282,0.9375,0.2,ecm_remodeling,0.9375
HSC_MPP,TGFBR1,5,8,2202,2616,788,423,0.230878346129291,0.120552643895814,16.1697247706422,35.7856494096276,-1.06030122217563,0.0692268871705432,-15.3163209485866,0.346351465873331,5.94908618882727e-53,5,-0.0482397794384049,0.9375,0.2,profibrotic_cytokine_gf,0.992647058823529
HSC_MPP,VWF,5,8,2202,2616,142,16,0.0319905085198651,0.00592017766585863,0.611620795107034,6.44868301544051,-2.38873668123643,0.261712561787461,-9.12732910075725,0.0917455145265587,7.02100274665361e-20,5,-0.0302253463742638,0.9375,0.2,megakaryocyte_fibrosis_axis,0.9375
HSC_MPP,COL6A2,5,8,2202,2616,543,44,0.203812442346468,0.00988440278948548,1.68195718654434,24.6594005449591,-2.94090235393725,0.159069653223212,-18.4881421084792,0.0528180466561707,2.57266505749312e-76,5,-0.0249579210056407,0.96875,0.2,collagen_ecm_structural,1
HSC_MPP,MYH11,5,8,2202,2616,318,67,0.0735924421242643,0.0150799194758063,2.5611620795107,14.441416893733,-1.85372960492175,0.137395089959304,-13.4919639811788,0.156651826026774,1.74392295890175e-41,5,-0.00790292653295282,0.96875,0.2,msc_niche,1
HSC_MPP,NDRG1,5,8,2202,2616,877,333,0.280693083428874,0.0893395705313873,12.7293577981651,39.827429609446,-1.51135369688032,0.0730099884812685,-20.7006428616006,0.220611135128324,3.41781040209039e-95,5,-0.0803438525249694,0.96875,0.2,hypoxia,0.96875
HSC_MPP,PVR,5,8,2202,2616,316,206,0.0750573917322362,0.0469017128863803,7.87461773700306,14.3505903723887,-0.672133763624455,0.094589145927478,-7.10582336941475,0.510617876699917,1.1960730300301e-12,5,-0.0303375785219805,0.96875,0.2,nectin_target,1
HSC_MPP,ZEB2,5,8,2202,2616,1714,1206,1.06785016087719,0.528300311137679,46.1009174311927,77.8383287920073,-1.4117579457971,0.0645612542202555,-21.8669535288268,0.243714469520921,5.36203277233e-106,5,-0.289085580648856,0.96875,0.2,emt,1
HSC_MPP,ASPN,5,8,2202,2616,20,2,0.00365373735654421,0.00135150500568958,0.0764525993883792,0.908265213442325,-2.28473602018464,0.670537963327941,-3.40731792253086,0.1018009319508,0.000656046629760244,5,-0.00746052116624438,1,0,collagen_ecm_structural,1
HSC_MPP,BGN,5,8,2202,2616,0,1,0,0.000608945967105576,0.0382262996941896,0,0.926750083667778,1.63324922539458,0.567427229879067,2.52628560504684,0.570423954078374,5,0,1,0,collagen_ecm_structural,1
HSC_MPP,C1QC,5,8,2202,2616,2,0,0.000383160114438085,0,0,0.0908265213442325,-1.78259085199522,1.54946333681073,-1.15045694186242,0.168201796292758,0.249955718916286,5,-0.000719282670070471,1,0,macrophage_marker,1
HSC_MPP,COL11A1,5,8,2202,2616,0,0,0,0,0,0,-0.172244468001928,2.00020904394024,-0.0861132332761686,0.841773361360596,0.931376404069431,5,0,1,0,collagen_ecm_structural,1
HSC_MPP,COL1A2,5,8,2202,2616,0,0,0,0,0,0,-0.172244468001928,2.00020904394024,-0.0861132332761686,0.841773361360596,0.931376404069431,5,0,1,0,collagen_ecm_structural,1
HSC_MPP,COL3A1,5,8,2202,2616,0,0,0,0,0,0,-0.172244468001928,2.00020904394024,-0.0861132332761686,0.841773361360596,0.931376404069431,5,0,1,0,collagen_ecm_structural,1
HSC_MPP,COL4A1,5,8,2202,2616,0,0,0,0,0,0,-0.172244468001928,2.00020904394024,-0.0861132332761686,0.841773361360596,0.931376404069431,5,0,1,0,collagen_ecm_structural,1
HSC_MPP,COL6A3,5,8,2202,2616,85,33,0.048776139861434,0.0170729273359569,1.26146788990826,3.86012715712988,-1.13587985831272,0.205927121868233,-5.51593130621979,0.321139439787133,3.46937764265613e-08,5,-0.00803792364838617,1,0,collagen_ecm_structural,1
HSC_MPP,FAP,5,8,2202,2616,99,2,0.022605559549675,0.000336372494123717,0.0764525993883792,4.49591280653951,-3.901337162888,0.64102116323287,-6.08612848788383,0.0202148628012889,1.15673623915854e-09,5,-0.039401700166632,1,0,msc_niche,1
HSC_MPP,GREM1,5,8,2202,2616,59,9,0.0160422899831253,0.00352542115881541,0.344036697247706,2.67938237965486,-2.03063641478198,0.350599367370804,-5.79189982574705,0.131251963872797,6.95946501484326e-09,5,-0.025513079840341,1,0,msc_niche,1
HSC_MPP,LUM,5,8,2202,2616,9,0,0.00588572214475498,0,0,0.408719346049046,-3.12077808437243,1.45124127568524,-2.15041987618418,0.0441228237802609,0.031522017528459,5,-0.0712107701250026,1,0,collagen_ecm_structural,1
HSC_MPP,LYVE1,5,8,2202,2616,3,1,0.000674941471759018,6.72625883903687e-05,0.0382262996941896,0.136239782016349,-1.02052308240909,0.976328805904125,-1.04526577136485,0.360406368626594,0.295900152738992,5,-0.000660270743169641,1,0,macrophage_marker,1
HSC_MPP,MGP,5,8,2202,2616,24,10,0.00504751362363617,0.00410690097440803,0.382262996941896,1.08991825613079,-1.02666961903787,0.369996093839336,-2.77481204837714,0.358197911813872,0.00552336180547757,5,-0.00556790368824816,1,0,collagen_ecm_structural,1
HSC_MPP,NECTIN4,5,8,2202,2616,9,5,0.00156268763099409,0.00271692784895323,0.191131498470948,0.408719346049046,-0.720970033638155,0.536581917152287,-1.34363460748815,0.486280318832694,0.179066572746287,5,-0.00293353637122675,1,0,nectin_target,1
HSC_MPP,POSTN,5,8,2202,2616,0,0,0,0,0,0,-0.172244468001928,2.00020904394024,-0.0861132332761686,0.841773361360596,0.931376404069431,5,0,1,0,collagen_ecm_structural,1
HSC_MPP,RGS5,5,8,2202,2616,32,24,0.00852220065955959,0.00796820425058437,0.91743119266055,1.45322434150772,-0.460232077149045,0.269131954061937,-1.71006106931148,0.63113715599733,0.0872545808064634,5,-0.00599174243561143,1,0,msc_niche,1
HSC_MPP,SFRP2,5,8,2202,2616,0,0,0,0,0,0,-0.172244468001928,2.00020904394024,-0.0861132332761686,0.841773361360596,0.931376404069431,5,0,1,0,msc_niche,1
HSC_MPP,TGFB2,5,8,2202,2616,18,3,0.00315878405839507,0.00039482159366487,0.114678899082569,0.817438692098093,-1.8443111133504,0.583616945508034,-3.16013975869899,0.158134219928748,0.00157693476926305,5,-0.00311308969770402,1,0,profibrotic_cytokine_gf,1
HSC_MPP,TWIST1,5,8,2202,2616,210,7,0.0507194608525368,0.000804025467387952,0.267584097859327,9.53678474114441,-3.60435113299927,0.372785493803875,-9.66870007794763,0.0272050915734078,4.09546883899184e-22,5,-0.117457453332336,1,0,emt,1
HSC_MPP,VCAM1,5,8,2202,2616,2,0,0.000389241100811619,0,0,0.0908265213442325,-1.78259085199522,1.54946333681073,-1.15045694186242,0.168201796292758,0.249955718916286,5,-0.000730698127866312,1,0,msc_niche,1
Mono_DC,ACTA2,5,6,14546,5407,700,125,0.0499495474036176,0.026257269400813,2.31181801368596,4.81231953801732,-0.755855584597119,0.0982710738832924,-7.69153683508923,0.469608652868801,1.45378064710909e-14,3,,,0.333333333333333,msc_niche,
Mono_DC,ADAMTS1,5,6,14546,5407,66,1,0.00820532770302732,0.000114266987881018,0.0184945441094877,0.453732985013062,-2.80653585620895,0.825807654109346,-3.39853456460859,0.0604139127991995,0.000677479017228369,3,,,0,ecm_remodeling,
Mono_DC,ADM,5,6,14546,5407,801,329,0.0722290125459822,0.0827746908550287,6.08470501202145,5.50666849993125,0.106786937315437,0.0674701535508103,1.58272853544076,1.11269715497875,0.113483351417931,3,,,0.666666666666667,hypoxia,
Mono_DC,ANGPT1,5,6,14546,5407,137,111,0.010898318835817,0.0217022163839456,2.05289439615314,0.941839681011962,0.791242160022269,0.128450534159752,6.15989777853483,2.20613509779185,7.27919160269819e-10,3,,,0.666666666666667,msc_niche,
Mono_DC,ASPN,5,6,14546,5407,10,0,0.000907157947089724,0,0,0.0687474219716761,-2.05564658870792,1.4475813676366,-1.42005598763963,0.128010038967043,0.155591382116901,3,,,0,collagen_ecm_structural,
Mono_DC,BGLAP,5,6,14546,5407,125,51,0.00832603457316193,0.010078179401617,0.943221749583873,0.859342774645951,0.0996854210156469,0.166257731255292,0.599583672067425,1.10482330920879,0.548783731569508,3,,,0.333333333333333,msc_niche,
Mono_DC,BGN,5,6,14546,5407,0,0,0,0,0,0,0.989563536007496,2.00006341734436,0.494766079628322,2.69006010171059,0.620765250799123,3,,,0,collagen_ecm_structural,
Mono_DC,BNIP3,5,6,14546,5407,328,170,0.0263545917589385,0.0243183116506352,3.14407249861291,2.25491544067098,0.342898107129719,0.095762750400373,3.58070445654601,1.40902518499145,0.000342669081643719,3,,,0.333333333333333,hypoxia,
Mono_DC,C1QA,5,6,14546,5407,238,241,0.0226338738155649,0.0704346799006768,4.45718513038654,1.63618864292589,1.03115845236319,0.0927205588069632,11.1211414774795,2.80431261629255,9.89971926325868e-29,3,,,0.666666666666667,macrophage_marker,
Mono_DC,C1QB,5,6,14546,5407,32,152,0.0035889682595999,0.0433990812831108,2.81117070464213,0.219991750309363,2.56179750919012,0.193870527135645,13.2139606109273,12.9590904766435,7.2886157417388e-40,3,,,0.666666666666667,macrophage_marker,
Mono_DC,C1QC,5,6,14546,5407,14,60,0.00115142263475433,0.0169544355648081,1.10967264656926,0.0962463907603465,2.42825307422921,0.292831448821369,8.29232339628411,11.3390562783125,1.11057487894359e-16,3,,,0.666666666666667,macrophage_marker,
Mono_DC,CA9,5,6,14546,5407,2,9,8.43151898033878e-05,0.00100603553747718,0.166450896985389,0.0137494843943352,2.32609284480932,0.71099729187006,3.27159170844554,10.2378623691766,0.00106943897293325,3,,,1,hypoxia,
Mono_DC,CALR,5,6,14546,5407,7647,2823,0.806393087060143,0.82584460814211,52.2100980210838,52.5711535817407,-0.0144846673566521,0.0318871779398116,-0.454247390094933,0.985619730772337,0.649650777418784,3,,,0.666666666666667,megakaryocyte_fibrosis_axis,
Mono_DC,CCL2,5,6,14546,5407,813,44,0.0787518844544256,0.00894952327340052,0.813759940817459,5.58916540629726,-1.96563538100618,0.154791558170042,-12.6985954805551,0.140066862512662,6.02004084742995e-37,3,,,0.333333333333333,inflammatory_cytokine,
Mono_DC,CCL3,5,6,14546,5407,1813,1170,0.187892291841572,0.418849593137705,21.6386166081006,12.4639076034649,0.662435171365435,0.0414762204678127,15.97144493625,1.9395096266692,2.02050464235106e-57,3,,,1,inflammatory_cytokine,
Mono_DC,CCL4,5,6,14546,5407,214,442,0.0238635676841964,0.183977406622494,8.17458849639356,1.47119483019387,1.78414641451904,0.0848118668239038,21.0365186068064,5.95449510714842,3.03886236320774e-98,3,,,1,inflammatory_cytokine,
Mono_DC,CCN1,2,3,485,3696,0,2,0,0.000545706502184404,0.0541125541125541,0,-0.419983306063222,1.54994529092361,-0.270966535736855,0.657057788604683,0.786416770317777,2,,,0.5,profibrotic_cytokine_gf,
Mono_DC,CCN2,2,3,485,3696,0,24,0,0.0061872190043826,0.649350649350649,0,1.86837167779397,1.42938740474478,1.30711357298379,6.47773995915589,0.191174142224439,2,,,0.5,profibrotic_cytokine_gf,
Mono_DC,CD163,5,6,14546,5407,3047,822,0.277110144939292,0.201882089411578,15.2025152579989,20.9473394747697,-0.390323973569634,0.0429997943954413,-9.07734511425977,0.676837561493415,1.11255391795216e-19,3,,,0.666666666666667,macrophage_marker,
Mono_DC,CD226,5,6,14546,5407,106,44,0.00730744629435043,0.00493390343139876,0.813759940817459,0.728722672899766,0.117764215871362,0.179212936396026,0.657118945984601,1.12497882794108,0.511104437588401,3,,,1,nectin_target,
Mono_DC,CD96,5,6,14546,5407,43,75,0.00262684653455853,0.0103337907728673,1.38709080821158,0.295613914478207,1.55194154640655,0.191023603346739,8.12434442245088,4.72062660652796,4.4978684728629e-16,3,,,0.666666666666667,nectin_target,
Mono_DC,CDH2,5,6,14546,5407,9,6,0.000535687820351967,0.000615531653501981,0.110967264656926,0.0618726797745085,0.610565203364977,0.509277167285419,1.19888587705483,1.84147191082399,0.23057232400651,3,,,0.333333333333333,emt,
Mono_DC,CDH5,5,6,14546,5407,8,11,0.000526481131118726,0.00150222445999974,0.203439985204365,0.0549979375773409,1.29333057968692,0.452612051032607,2.85748153796671,3.64490601206664,0.00427017474578272,3,,,1,msc_niche,
Mono_DC,COL11A1,5,6,14546,5407,2,0,0.000195440997110165,0,0,0.0137494843943352,-0.620011875997135,1.549275212108,-0.400194795057442,0.53793804900601,0.689013047963466,3,,,0,collagen_ecm_structural,
Mono_DC,COL1A1,5,6,14546,5407,2,21,0.000146392964277069,0.00511155576370427,0.388385426299242,0.0137494843943352,3.14507929518939,0.668405589240132,4.70534559527672,23.2215167548501,2.53436258663165e-06,3,,,0.666666666666667,collagen_ecm_structural,
Mono_DC,COL1A2,5,6,14546,5407,1,0,0.000144954037868518,0,0,0.00687474219716761,-0.109117500082613,1.63307083275408,-0.0668173712334282,0.896625057790106,0.946727094069458,3,,,0,collagen_ecm_structural,
Mono_DC,COL3A1,5,6,14546,5407,0,0,0,0,0,0,0.989563536007496,2.00006341734436,0.494766079628322,2.69006010171059,0.620765250799123,3,,,0,collagen_ecm_structural,
Mono_DC,COL4A1,5,6,14546,5407,2,3,0.000322452961779762,0.000589674920020726,0.0554836323284631,0.0137494843943352,1.32645321202913,0.828231894591721,1.60154809382584,3.76765658247756,0.109255576798052,3,,,0.666666666666667,collagen_ecm_structural,
Mono_DC,COL5A1,5,6,14546,5407,9,3,0.000771182671782364,0.000410101393594714,0.0554836323284631,0.0618726797745085,-0.00902925214046503,0.625484821734263,-0.0144356055122647,0.991011389144524,0.988482453254585,3,,,0.333333333333333,collagen_ecm_structural,
Mono_DC,COL5A2,5,6,14546,5407,1,2,6.85521405096931e-05,0.000491336442225381,0.0369890882189754,0.00687474219716761,1.50069033744588,1.0329183962029,1.45286437240593,4.48478401627972,0.146261414645284,3,,,0.333333333333333,collagen_ecm_structural,
Mono_DC,COL6A1,5,6,14546,5407,48,10,0.00526808218724279,0.00154956271058343,0.184945441094877,0.329987625464045,-0.54207922838726,0.340750488701406,-1.59083918104744,0.581537844458345,0.111645772733628,3,,,0.333333333333333,collagen_ecm_structural,
Mono_DC,COL6A2,5,6,14546,5407,4,6,0.000282959972983929,0.00117078916961063,0.110967264656926,0.0274989687886704,1.35812348415319,0.613451117690072,2.2139066096532,3.88888888888889,0.0268352039687551,3,,,0.333333333333333,collagen_ecm_structural,
Mono_DC,COL6A3,5,6,14546,5407,63,323,0.0076695430192524,0.0814388430033748,5.97373774736453,0.433108758421559,2.6749725822502,0.138220627482241,19.3529188152028,14.5119519490686,1.92618699426389e-83,3,,,0.333333333333333,collagen_ecm_structural,
Mono_DC,CSF3R,5,6,14546,5407,9756,2865,1.20196755820957,0.855734805193306,52.9868688736823,67.0699848755672,-0.591703933375048,0.0324582062480049,-18.2297175898751,0.553383552230339,2.99865517264217e-74,3,,,0.666666666666667,monocyte_marker,
Mono_DC,CTGF,3,3,14061,1711,1,0,0.000153116064067886,0,0,0.0071118697105469,1.00738697997166,1.63319382520437,0.616820223310364,2.73843606972441,0.537353311322685,1,,,0,other,
Mono_DC,CTSK,5,6,14546,5407,390,67,0.0311282065339142,0.0118021386729232,1.23913445533568,2.68114945689537,-0.780445770377349,0.13279127076408,-5.87723700425991,0.458201713023029,4.17170736705356e-09,3,,,0,ecm_remodeling,
Mono_DC,CXCL1,5,6,14546,5407,398,192,0.0414473554724787,0.0620316660599238,3.55095246902164,2.73614739447271,0.270362305766643,0.089255983132604,3.02906647014326,1.31043914439478,0.00245310703149211,3,,,0.333333333333333,inflammatory_cytokine,
Mono_DC,CXCL12,5,6,14546,5407,7,3,0.00059421524271604,0.000585135604008506,0.0554836323284631,0.0481231953801732,0.227497091697618,0.647534885698344,0.351327931084779,1.25545378850958,0.725342342858529,3,,,0.333333333333333,msc_niche,
Mono_DC,CXCL2,5,6,14546,5407,963,499,0.0979661011558185,0.162716823811094,9.22877751063436,6.62037673587241,0.360922534965885,0.0575954136750928,6.26651519514941,1.43465232118289,3.69217372983997e-10,3,,,0.333333333333333,inflammatory_cytokine,
Mono_DC,CXCL8,5,6,14546,5407,3197,1239,0.475016866074764,0.507538738050019,22.9147401516553,21.9785508043448,0.0539562492473361,0.0380463574141502,1.41817122359442,1.05543842491946,0.156140781143382,3,,,0.333333333333333,inflammatory_cytokine,
Mono_DC,CYR61,3,3,14061,1711,0,0,0,0,0,0,2.10607038733691,2.00016384302915,1.05294893449697,8.21589249196611,0.29236439685735,1,,,0,other,
Mono_DC,DCN,5,6,14546,5407,0,2,0,0.000354324985059512,0.0369890882189754,0,2.59937137353598,1.54927523113923,1.67779831581287,13.4552770326519,0.0933864782594004,3,,,0.333333333333333,collagen_ecm_structural,
Mono_DC,ELN,5,6,14546,5407,6,4,0.000324861400389681,0.000868141804016689,0.0739781764379508,0.0412484531830056,0.622166187523184,0.613451069548191,1.01420670434467,1.86295919311557,0.31048413019801,3,,,0.333333333333333,collagen_ecm_structural,
Mono_DC,EMCN,5,6,14546,5407,2,0,0.000182960485256903,0,0,0.0137494843943352,-0.620011875997135,1.549275212108,-0.400194795057442,0.53793804900601,0.689013047963466,3,,,0,msc_niche,
Mono_DC,EPAS1,5,6,14546,5407,49,34,0.00428200738790054,0.0071305072264719,0.628814499722582,0.336862367661213,0.631483409932057,0.222356927718417,2.83995383643608,1.8803979123138,0.00451200628068723,3,,,0.666666666666667,hypoxia,
Mono_DC,FAP,5,6,14546,5407,2,1,0.000184422983771498,0.000218201568938581,0.0184945441094877,0.0137494843943352,0.478785358112596,1.03291838192752,0.463526805689274,1.61411264218996,0.642986805434496,3,,,0.333333333333333,msc_niche,
Mono_DC,FBN1,5,6,14546,5407,55,29,0.00496787020166906,0.00782050596778093,0.536341779175143,0.378110820844218,0.359159988346999,0.228410276729566,1.572433576499,1.4321259067006,0.11585003248498,3,,,0.333333333333333,collagen_ecm_structural,
Mono_DC,FCN1,5,6,14546,5407,10734,2950,1.85334609035169,1.30425247860647,54.5589051229887,73.7934827443971,-0.852347637218051,0.0331857780234662,-25.6841239827297,0.426412693653207,1.75865884175972e-145,3,,,0.666666666666667,monocyte_marker,
Mono_DC,FGF2,5,6,14546,5407,2,0,0.000275596877117284,0,0,0.0137494843943352,-0.620011875997135,1.549275212108,-0.400194795057442,0.53793804900601,0.689013047963466,3,,,0,profibrotic_cytokine_gf,
Mono_DC,FN1,5,6,14546,5407,7,65,0.000623106692028946,0.0205451633590871,1.2021453671167,0.0481231953801732,3.16832249750641,0.385819213297146,8.21193550842235,23.7675807206364,2.17651174901281e-16,3,,,0.666666666666667,collagen_ecm_structural,
Mono_DC,GATA1,5,6,14546,5407,9,10,0.00073633889132679,0.0014892699019219,0.184945441094877,0.0618726797745085,1.09087909299494,0.448057263873534,2.43468677098123,2.97688988566832,0.0149046856359074,3,,,0.666666666666667,megakaryocyte_fibrosis_axis,
Mono_DC,GP9,5,6,14546,5407,24,11,0.00106407024676692,0.00152693981992612,0.203439985204365,0.164993812732023,0.23362249341981,0.357808625144495,0.652925829626006,1.26316754812738,0.513804096087792,3,,,0.666666666666667,megakaryocyte_fibrosis_axis,
Mono_DC,GREM1,5,6,14546,5407,2,1,0.000227700148376704,6.33020854596339e-05,0.0184945441094877,0.0137494843943352,0.478785358112596,1.03291838192752,0.463526805689274,1.61411264218996,0.642986805434496,3,,,0,msc_niche,
Mono_DC,HGF,5,6,14546,5407,3806,123,0.342507995227591,0.0207718252000394,2.27482892546699,26.1652688024199,-2.71898061921361,0.0929635020504064,-29.2478290860786,0.0659419401234601,4.78498100880034e-188,3,,,0.333333333333333,profibrotic_cytokine_gf,
Mono_DC,HIF1A,5,6,14546,5407,6206,2632,0.612961799179385,0.75600895535477,48.6776400961716,42.6646500756222,0.242629090516022,0.0319559193648181,7.59261806071349,1.27459577677026,3.13505613364631e-14,3,,,1,hypoxia,
Mono_DC,IFNG,5,6,14546,5407,4,9,0.000449153066639532,0.00244913032845385,0.166450896985389,0.0274989687886704,1.73816866142794,0.572485266818673,3.03618060092101,5.68691920595227,0.00239595805311495,3,,,0.666666666666667,inflammatory_cytokine,
Mono_DC,IGF1,5,6,14546,5407,3,0,0.000284090089683772,0,0,0.0206242265915028,-0.956552869494063,1.51194178898993,-0.632665143896246,0.384215045241398,0.526952336442579,3,,,0,profibrotic_cytokine_gf,
Mono_DC,IGF2,5,6,14546,5407,10,1,0.000834817864930022,0.000193639266934549,0.0184945441094877,0.0687474219716761,-0.956849354598191,0.873016905220132,-1.09602614666084,0.384101148088941,0.273067332279496,3,,,0.333333333333333,profibrotic_cytokine_gf,
Mono_DC,IL10,5,6,14546,5407,125,191,0.0101179294994075,0.0438970055129756,3.53245792491215,0.859342774645951,1.43947551976125,0.115978877106333,12.4115317864433,4.21848272585876,2.26281768198433e-35,3,,,0.666666666666667,inflammatory_cytokine,
Mono_DC,IL11,5,6,14546,5407,0,9,0,0.000806965119686382,0.166450896985389,0,3.93566825681395,1.45104001998342,2.71230855290877,51.1963508381958,0.00668163653466267,3,,,0.333333333333333,profibrotic_cytokine_gf,
Mono_DC,IL18,5,6,14546,5407,3695,1078,0.305185542529554,0.219186620752431,19.9371185500277,25.4021724185343,-0.312693419022546,0.0389992283572657,-8.01793861555442,0.731474134251136,1.07534519312513e-15,3,,,0.333333333333333,inflammatory_cytokine,
Mono_DC,IL1B,5,6,14546,5407,1289,833,0.135245020475007,0.287753978169062,15.4059552432033,8.86154269214904,0.627689903761144,0.0476370292328595,13.1765123449002,1.87327812424786,1.19802406979251e-39,3,,,1,inflammatory_cytokine,
Mono_DC,IL6,5,6,14546,5407,5,40,0.00040073274249604,0.0150330709954032,0.739781764379508,0.034373710985838,2.99319826157402,0.454713772623518,6.58259864068874,19.9493839183639,4.62295891340795e-11,3,,,1,inflammatory_cytokine,
Mono_DC,ITGA2B,5,6,14546,5407,49,44,0.00324518837364774,0.00646965196459969,0.813759940817459,0.336862367661213,0.887875993310662,0.207193998808802,4.28523991242618,2.42996290866152,1.82542091084562e-05,3,,,0.333333333333333,megakaryocyte_fibrosis_axis,
Mono_DC,JAK2,5,6,14546,5407,3564,932,0.298043294551993,0.182010634300812,17.2369151100425,24.5015811907054,-0.443224899500772,0.0408340909808601,-10.8542859374174,0.641962813735085,1.90288219157054e-27,3,,,0.666666666666667,megakaryocyte_fibrosis_axis,
Mono_DC,KITLG,5,6,14546,5407,11,5,0.00109512126507781,0.000786975832597616,0.0924727205474385,0.0756221641688437,0.252133180614301,0.518679670057823,0.486105770419329,1.28676739834618,0.626892175862192,3,,,0.333333333333333,msc_niche,
Mono_DC,LDHA,5,6,14546,5407,8360,3198,0.854640562217126,0.987264159403288,59.1455520621417,57.4728447683212,0.0687669690707043,0.0323494975821466,2.12575075999499,1.07118656046191,0.0335240179535828,3,,,1,hypoxia,
Mono_DC,LEPR,5,6,14546,5407,138,51,0.0114032628301286,0.00781010278847689,0.943221749583873,0.94871442320913,0.000219015536152658,0.163993246449733,0.00133551558307489,1.00021903952181,0.998934413052317,3,,,0.333333333333333,msc_niche,
Mono_DC,LOX,5,6,14546,5407,18,6,0.00123692780739383,0.000796732154669611,0.110967264656926,0.123745359549017,-0.0565330103913205,0.456239160846136,-0.123910911738648,0.945035287995577,0.901385813217019,3,,,0,ecm_remodeling,
Mono_DC,LOXL1,5,6,14546,5407,51,12,0.00394686812519508,0.00244181240377,0.221934529313852,0.350611852055548,-0.427580179751066,0.315708413397574,-1.35435155227431,0.652085115877759,0.175624246354958,3,,,0.333333333333333,ecm_remodeling,
Mono_DC,LOXL2,5,6,14546,5407,10,10,0.000768689211200854,0.00137154408709745,0.184945441094877,0.0687474219716761,0.990726844453752,0.436726749564597,2.26852796500667,2.69319129226494,0.0232970465314292,3,,,1,ecm_remodeling,
