sample,dataset,n_qc_cells,arms,n_types,evidence_tier,conflict_frac,n_called,n_malignant,malignant_frac,n_high,n_conflicting,n_low_single
548327,Petti2019,8705,infercnv,1,C_single,0,8705,942,0.1082,0,0,8705
