tier,hierarchy_bin,gene,logFC,P.Value,q_within_bin,q_pooled,hit_baseline,hit_pooled
primary,Mono_DC,SMC2,0.436983579744365,0.104151772962491,0.3071363379688,0.406528746451978,FALSE,FALSE
primary,Mono_DC,WNK1,-0.261790917839978,0.104195897835393,0.307184324305413,0.406528746451978,FALSE,FALSE
primary,Mono_DC,ZNF720,0.554893328064957,0.104387769075366,0.307667745893161,0.406823174180007,FALSE,FALSE
primary,Mono_DC,TOPBP1,0.280551888490796,0.104471920330756,0.307687645885236,0.406892732944609,FALSE,FALSE
primary,Mono_DC,TSPAN3,0.250771173096239,0.1044233182758,0.307687645885236,0.406823174180007,FALSE,FALSE
primary,Mono_DC,NAA35,0.212622388238848,0.104478215054874,0.307687645885236,0.406892732944609,FALSE,FALSE
primary,Mono_DC,CSAD,0.252208929467109,0.104782405853435,0.308300566554766,0.40749949976883,FALSE,FALSE
primary,Mono_DC,XPO7,0.24212484288413,0.104826106136583,0.308300566554766,0.407557399097853,FALSE,FALSE
primary,Mono_DC,IGKC,-0.815558490154928,0.10487344378495,0.30835756105151,0.407606128360103,FALSE,FALSE
primary,Mono_DC,TBPL1,-0.319657401647289,0.10491187471491,0.308388343878129,0.407642195898807,FALSE,FALSE
primary,Mono_DC,TPP1,0.300766460219267,0.104968065883622,0.308471302592718,0.407716308238561,FALSE,FALSE
primary,Mono_DC,NNT,0.282026525828186,0.105019224076359,0.308539430564241,0.407770826039859,FALSE,FALSE
primary,Mono_DC,TSTD2,0.258311527098641,0.105342009641656,0.309240623991968,0.408663007207759,FALSE,FALSE
primary,Mono_DC,C17orf49,-0.27202324768341,0.105371724828021,0.309245543674358,0.40870611277309,FALSE,FALSE
primary,Mono_DC,CBL,0.274785453132627,0.105500632115381,0.309501154174878,0.409061663773881,FALSE,FALSE
primary,Mono_DC,G3BP1,0.256215561879627,0.105595343581517,0.309572313758786,0.409104270074712,FALSE,FALSE
primary,Mono_DC,FHL1,0.876583416865176,0.105685178652768,0.309679584700839,0.409104270074712,FALSE,FALSE
primary,Mono_DC,CCDC9,-0.406564893486771,0.10576711447818,0.309679584700839,0.409104270074712,FALSE,FALSE
primary,Mono_DC,UQCR10,-0.31009841610447,0.105704844618989,0.309679584700839,0.409104270074712,FALSE,FALSE
primary,Mono_DC,PSMB1,-0.264759526731131,0.105772327098383,0.309679584700839,0.409104270074712,FALSE,FALSE
primary,Mono_DC,SMARCA4,0.234654136128452,0.105762953859693,0.309679584700839,0.409104270074712,FALSE,FALSE
primary,Mono_DC,MGME1,0.256451336489702,0.10604711163462,0.310319340466497,0.409662211271492,FALSE,FALSE
primary,Mono_DC,EXOSC3,-0.400416028012513,0.106346628925254,0.310948295444494,0.410314206332791,FALSE,FALSE
primary,Mono_DC,RAP2A,-0.330651984518235,0.106481575637377,0.311237698958032,0.410536943318078,FALSE,FALSE
primary,Mono_DC,MAPK13,0.583555637214881,0.106549833966228,0.311294865910869,0.410593457709887,FALSE,FALSE
primary,Mono_DC,MRPL55,-0.267224422177736,0.106900163806312,0.312040046251098,0.411078492442472,FALSE,FALSE
primary,Mono_DC,NAP1L4,0.210257100057154,0.106900242492778,0.312040046251098,0.411078492442472,FALSE,FALSE
primary,Mono_DC,RALB,-0.313833772860377,0.10717141081269,0.312629623415547,0.411832906094801,FALSE,FALSE
primary,Mono_DC,RPS13,-0.271919545326567,0.107261012113797,0.312792623639097,0.411889036030065,FALSE,FALSE
primary,Mono_DC,RPS28,-0.245806261037959,0.107328031290015,0.312905328336657,0.412051009416053,FALSE,FALSE
primary,Mono_DC,ZDHHC7,-0.2861412062998,0.107359460052687,0.312914240201134,0.412051009416053,FALSE,FALSE
primary,Mono_DC,ATN1,0.574192736553806,0.1075199621393,0.313299250312904,0.412450855288683,FALSE,FALSE
primary,Mono_DC,H3F3B,0.423435052823298,0.107610898492687,0.313481405038521,0.412727623775459,FALSE,FALSE
primary,Mono_DC,DDRGK1,-0.291670749159559,0.107686761979191,0.313619566376684,0.412946495709697,FALSE,FALSE
primary,Mono_DC,HYOU1,0.361632733730351,0.107934062308362,0.314038690282499,0.413245628241967,FALSE,FALSE
primary,Mono_DC,NHLRC2,0.299253910874654,0.107893018672139,0.314038690282499,0.413245628241967,FALSE,FALSE
primary,Mono_DC,CHID1,0.290743313746756,0.10790186239836,0.314038690282499,0.413245628241967,FALSE,FALSE
primary,Mono_DC,MADD,0.222010349115166,0.108271027173945,0.31473936707998,0.414102749997285,FALSE,FALSE
primary,Mono_DC,NUDT8,0.581197011988472,0.108322765151231,0.314806792319611,0.414156426663311,FALSE,FALSE
primary,Mono_DC,TIMM10B,0.201108984988317,0.108401740964723,0.314953319573216,0.414314169668405,FALSE,FALSE
primary,Mono_DC,STK4,-0.198882624763875,0.108640764456977,0.31548156692891,0.414794743544548,FALSE,FALSE
primary,Mono_DC,METTL8,0.369337901076811,0.108716654952847,0.315561867584166,0.414972322895265,FALSE,FALSE
primary,Mono_DC,FAM13B,0.237807480424452,0.10872564120227,0.315561867584166,0.414972322895265,FALSE,FALSE
primary,Mono_DC,SUCLG1,-0.249555174626025,0.108775605026742,0.315623822109956,0.415021060582234,FALSE,FALSE
primary,Mono_DC,METTL16,0.235586944946174,0.108871572138493,0.315819192297591,0.415242980609472,FALSE,FALSE
primary,Mono_DC,ATF2,0.21040074648908,0.10893474179352,0.315919344528197,0.415267628398724,FALSE,FALSE
primary,Mono_DC,RORA,-0.624116277808476,0.109058283156917,0.316111381061139,0.415275184755128,FALSE,FALSE
primary,Mono_DC,UGCG,-0.547389293535129,0.109138183367212,0.31619782177677,0.415278190240199,FALSE,FALSE
primary,Mono_DC,MIAT,0.519687985690183,0.109145444510306,0.31619782177677,0.415278190240199,FALSE,FALSE
primary,Mono_DC,RPAP2,0.313708443262032,0.109462283947327,0.316949207050424,0.416123363218346,FALSE,FALSE
primary,Mono_DC,FLII,-0.234064860695276,0.10949265147599,0.316953924705694,0.416166792435299,FALSE,FALSE
primary,Mono_DC,NUDT2,-0.340407044682149,0.109794157669471,0.317743312762162,0.416735979585455,FALSE,FALSE
primary,Mono_DC,RCL1,0.454087252010424,0.109882486216379,0.317915514291828,0.416927174384739,FALSE,FALSE
primary,Mono_DC,ZBTB48,-0.260998326336772,0.109989102956146,0.318140523604337,0.417244364496718,FALSE,FALSE
primary,Mono_DC,NFYB,-0.225804793870285,0.110023059926692,0.318155303600283,0.417244364496718,FALSE,FALSE
primary,Mono_DC,CEBPB,-0.732959725663003,0.110127453561992,0.318313348894772,0.417310352679182,FALSE,FALSE
primary,Mono_DC,ARHGAP15,0.345232517081707,0.110135437427006,0.318313348894772,0.417310352679182,FALSE,FALSE
primary,Mono_DC,IRF7,-0.597608430657912,0.110224321312848,0.318403362954271,0.417431152374068,FALSE,FALSE
primary,Mono_DC,PTGER4,0.635877286483631,0.110368339047206,0.318567949220296,0.417544694425362,FALSE,FALSE
primary,Mono_DC,PHF12,0.25606798738587,0.110342740620956,0.318567949220296,0.417519750034753,FALSE,FALSE
primary,Mono_DC,THOC2,0.194401629665232,0.110479916821316,0.31864095256859,0.417645220007504,FALSE,FALSE
primary,Mono_DC,CLN8,0.409532215708173,0.110599375220224,0.318849873819755,0.417771264479556,FALSE,FALSE
primary,Mono_DC,ZFP91,0.314515113428878,0.110670403915746,0.318849873819755,0.417909656650781,FALSE,FALSE
primary,Mono_DC,SDHD,-0.282097687895746,0.110724866845739,0.318849873819755,0.417909656650781,FALSE,FALSE
primary,Mono_DC,TATDN2,0.242486482851761,0.110834591998269,0.319079800352103,0.41794115200995,FALSE,FALSE
primary,Mono_DC,EPM2AIP1,0.231143630869684,0.111017012723006,0.319438203319081,0.418198345766757,FALSE,FALSE
primary,Mono_DC,MS4A1,-0.74488900015772,0.111082081447178,0.319542064757674,0.41822635752939,FALSE,FALSE
primary,Mono_DC,NAE1,0.341601773000787,0.111258253261229,0.31988704549725,0.418604652491171,FALSE,FALSE
primary,Mono_DC,PLIN3,0.244076028863509,0.11164682687567,0.320831905578885,0.419205117011039,FALSE,FALSE
primary,Mono_DC,TSSC4,-0.203799429294476,0.111638413907144,0.320831905578885,0.419205117011039,FALSE,FALSE
primary,Mono_DC,ADARB1,0.517850781663648,0.111811136205758,0.320955988700665,0.419320391141054,FALSE,FALSE
primary,Mono_DC,SEC11C,-0.441473588631736,0.111761112536315,0.320955988700665,0.419307019962464,FALSE,FALSE
primary,Mono_DC,MRPL52,-0.294905052302953,0.111966407267794,0.320955988700665,0.419544601955683,FALSE,FALSE
primary,Mono_DC,ACSF3,0.293794597356288,0.111956173762906,0.320955988700665,0.419544601955683,FALSE,FALSE
primary,Mono_DC,WWOX,0.285466889508617,0.111940934554655,0.320955988700665,0.419544601955683,FALSE,FALSE
primary,Mono_DC,GNPTG,-0.182327952633793,0.111769398192917,0.320955988700665,0.419307019962464,FALSE,FALSE
primary,Mono_DC,EHBP1L1,-0.322982485637993,0.112079358903715,0.320987600454186,0.41975305757854,FALSE,FALSE
primary,Mono_DC,NAT10,0.281285855031959,0.112166768148629,0.321071187622952,0.419883779848768,FALSE,FALSE
primary,Mono_DC,ARID1B,0.200156869995586,0.112232950086922,0.321177272057256,0.419968916430772,FALSE,FALSE
primary,Mono_DC,CBX6,-0.454702258809344,0.112283968369713,0.321239918845541,0.419968916430772,FALSE,FALSE
primary,Mono_DC,THYN1,-0.315893394084988,0.112324172820036,0.321271603224111,0.420025489818445,FALSE,FALSE
primary,Mono_DC,CKAP5,0.394710495271994,0.112500726906916,0.321526436137956,0.420399467497538,FALSE,FALSE
primary,Mono_DC,NGLY1,0.228420252033516,0.112499234074021,0.321526436137956,0.420399467497538,FALSE,FALSE
primary,Mono_DC,RFX1,-0.325634187854473,0.112597745712401,0.321720346492765,0.420690455026487,FALSE,FALSE
primary,Mono_DC,MRPL13,-0.282162928770433,0.112780577474938,0.322075864570454,0.420872516824684,FALSE,FALSE
primary,Mono_DC,EIF2B4,0.241766770396739,0.112760766849985,0.322075864570454,0.420872516824684,FALSE,FALSE
primary,Mono_DC,CAPN2,-0.486787201936607,0.112979584791201,0.322560662868796,0.421247275009271,FALSE,FALSE
primary,Mono_DC,TOR2A,-0.268992259843641,0.113081560981227,0.322651626017771,0.421345861062694,FALSE,FALSE
primary,Mono_DC,TOMM7,-0.215277957537106,0.113099209917917,0.322651626017771,0.421345861062694,FALSE,FALSE
primary,Mono_DC,SCYL1,-0.203842501497387,0.113077873999612,0.322651626017771,0.421345861062694,FALSE,FALSE
primary,Mono_DC,RAD51D,0.482056662810262,0.113215430194732,0.322899658551254,0.421456008448391,FALSE,FALSE
primary,Mono_DC,PPHLN1,0.175516398407869,0.113333150789964,0.323151840760731,0.421732953936598,FALSE,FALSE
primary,Mono_DC,YTHDC1,0.287873216376674,0.11339092104736,0.323232574378953,0.421788883252532,FALSE,FALSE
primary,Mono_DC,NOL11,0.229184281280048,0.113477352855343,0.323271705291096,0.422038930908926,FALSE,FALSE
primary,Mono_DC,IMPACT,-0.26263512332888,0.113605330833073,0.323426224511605,0.42230042522365,FALSE,FALSE
primary,Mono_DC,R3HDM2,-0.260816307527961,0.113960433900428,0.324172109753554,0.423203952791508,FALSE,FALSE
primary,Mono_DC,CCDC124,-0.239733014606314,0.113963975816585,0.324172109753554,0.423203952791508,FALSE,FALSE
primary,Mono_DC,RPS6KA5,0.421630698772547,0.114129838727308,0.324500642259211,0.423533518074362,FALSE,FALSE
primary,Mono_DC,MAGEH1,-0.454071662915023,0.114310971463746,0.324745185230782,0.424074863387465,FALSE,FALSE
primary,Mono_DC,CHD4,0.252637933582621,0.114333625374116,0.324745185230782,0.424074863387465,FALSE,FALSE
primary,Mono_DC,SMIM7,-0.228124750140506,0.114320260919764,0.324745185230782,0.424074863387465,FALSE,FALSE
primary,Mono_DC,PGAM5,0.303624185316721,0.114439253249821,0.324961514956816,0.424251764199345,FALSE,FALSE
primary,Mono_DC,EPG5,0.247083855292135,0.114528323503265,0.325047061224269,0.424416106167747,FALSE,FALSE
primary,Mono_DC,FAM8A1,-0.214423869981574,0.114560858918237,0.325055753282539,0.424416106167747,FALSE,FALSE
primary,Mono_DC,ERN1,-0.382218424128753,0.114836977919772,0.325504248130858,0.425128455432362,FALSE,FALSE
primary,Mono_DC,LTV1,0.195032779645124,0.114885625992886,0.325558470985494,0.425128455432362,FALSE,FALSE
primary,Mono_DC,ADAM17,0.337500284684658,0.115056529174884,0.325708023683213,0.425233282700165,FALSE,FALSE
primary,Mono_DC,SEPHS2,0.332869851251185,0.115047978417822,0.325708023683213,0.425233282700165,FALSE,FALSE
primary,Mono_DC,PSMB5,0.33632700400092,0.115224470428185,0.325809394076215,0.425252263491177,FALSE,FALSE
primary,Mono_DC,IKZF1,0.301611277264983,0.115234131175882,0.325809394076215,0.425252263491177,FALSE,FALSE
primary,Mono_DC,MOB3A,-0.283835364523725,0.115269585246658,0.325809394076215,0.425252263491177,FALSE,FALSE
primary,Mono_DC,SUB1,-0.245323846159039,0.115340013328972,0.325841446466504,0.425365914524792,FALSE,FALSE
primary,Mono_DC,EGFL7,0.908771737089813,0.115470144851842,0.326041539406685,0.425481043962485,FALSE,FALSE
primary,Mono_DC,H2AFY,0.210915307580332,0.115477026948654,0.326041539406685,0.425481043962485,FALSE,FALSE
primary,Mono_DC,ZFP14,-0.355921093735626,0.11553330799232,0.326053442642605,0.425481043962485,FALSE,FALSE
primary,Mono_DC,DDX24,0.274673021246417,0.115728736916804,0.326364051918141,0.425481043962485,FALSE,FALSE
primary,Mono_DC,ATXN7,-0.204955482039342,0.115732143172713,0.326364051918141,0.425481043962485,FALSE,FALSE
primary,Mono_DC,RIF1,0.242997771459742,0.11578404440983,0.326426949334361,0.425503457952419,FALSE,FALSE
primary,Mono_DC,SLC46A3,-0.456206740696845,0.116036293882983,0.326817373401959,0.425749083952946,FALSE,FALSE
primary,Mono_DC,EPS8,0.437114995286883,0.116084002669125,0.326817373401959,0.425749083952946,FALSE,FALSE
primary,Mono_DC,KCTD9,0.34908867726863,0.116129956148543,0.326817373401959,0.425749083952946,FALSE,FALSE
primary,Mono_DC,HPS4,0.263156454878668,0.116078524173454,0.326817373401959,0.425749083952946,FALSE,FALSE
primary,Mono_DC,TSC2,0.2378032169816,0.116026276861486,0.326817373401959,0.425749083952946,FALSE,FALSE
primary,Mono_DC,CKS2,0.528779285672236,0.116228019941238,0.326926506486078,0.425781785907796,FALSE,FALSE
primary,Mono_DC,SLC25A32,-0.272630981990192,0.116204779116382,0.326926506486078,0.425767643830521,FALSE,FALSE
primary,Mono_DC,DGCR6L,-0.222325849991879,0.116620319327003,0.327779179882139,0.42672081867004,FALSE,FALSE
primary,Mono_DC,NKIRAS2,0.207790080684511,0.116702310965112,0.32792606054375,0.426878632965792,FALSE,FALSE
primary,Mono_DC,CNST,0.407983410297069,0.11704720677317,0.328727691240462,0.42771292175645,FALSE,FALSE
primary,Mono_DC,TMEM38B,0.455882901090751,0.117097256303126,0.328784531508956,0.427824650544383,FALSE,FALSE
primary,Mono_DC,DPH3,-0.287842624125078,0.117145571685096,0.328836474959257,0.427930007374437,FALSE,FALSE
primary,Mono_DC,TAF12,-0.269328204258566,0.11723309750688,0.328998430636991,0.427965091247696,FALSE,FALSE
primary,Mono_DC,GEN1,0.390560064675873,0.117506399775388,0.329681527123571,0.428393311759958,FALSE,FALSE
primary,Mono_DC,PTS,-0.48550573985699,0.117577850272847,0.329711092038061,0.42847237861356,FALSE,FALSE
primary,Mono_DC,DPYSL2,-0.45557178552969,0.117606622184943,0.329711092038061,0.428474275751411,FALSE,FALSE
primary,Mono_DC,CCDC115,-0.334660888517779,0.117882576385959,0.330232901945834,0.429194948727733,FALSE,FALSE
primary,Mono_DC,GADD45B,-0.708016884159417,0.117975053711154,0.330240321670131,0.429318196948872,FALSE,FALSE
primary,Mono_DC,PGRMC2,0.191880925713398,0.117952099624892,0.330240321670131,0.429305778107895,FALSE,FALSE
primary,Mono_DC,RNF38,0.231403909223622,0.118508293586538,0.331368886754959,0.430474322388007,FALSE,FALSE
primary,Mono_DC,GGCT,0.317385196902155,0.118566758511917,0.331391986727808,0.430615493097752,FALSE,FALSE
primary,Mono_DC,DNTTIP2,-0.348059964512809,0.118686435941827,0.331553675923237,0.430907670005948,FALSE,FALSE
primary,Mono_DC,BOD1L1,-0.211608238121845,0.118714794289678,0.331553675923237,0.43093941106245,FALSE,FALSE
primary,Mono_DC,SIN3A,0.2262702028106,0.11875890224866,0.331592894405182,0.431016726509258,FALSE,FALSE
primary,Mono_DC,TIMP1,-0.569375760079383,0.118985491941805,0.331855259532208,0.431280691712509,FALSE,FALSE
primary,Mono_DC,CEP250,0.345046426210347,0.119183850123046,0.331855259532208,0.431430219698995,FALSE,FALSE
primary,Mono_DC,UBE2H,0.312880903329888,0.119160897847636,0.331855259532208,0.431418220964851,FALSE,FALSE
primary,Mono_DC,NUP62,0.242296235321455,0.119075452079401,0.331855259532208,0.431322111579944,FALSE,FALSE
primary,Mono_DC,SDF2,-0.237480158715567,0.119059819441791,0.331855259532208,0.431322111579944,FALSE,FALSE
primary,Mono_DC,PSMD8,-0.235275094028509,0.119128221945895,0.331855259532208,0.431417748508558,FALSE,FALSE
primary,Mono_DC,DCTN2,-0.208775900473671,0.119141129782941,0.331855259532208,0.431417748508558,FALSE,FALSE
primary,Mono_DC,NLRC3,0.725195168212459,0.119416202050083,0.33216678244902,0.431725914794799,FALSE,FALSE
primary,Mono_DC,ZFP36L2,0.423542471087216,0.119329668285252,0.33216678244902,0.431725914794799,FALSE,FALSE
primary,Mono_DC,PCGF5,-0.351226977569184,0.11935753875178,0.33216678244902,0.431725914794799,FALSE,FALSE
primary,Mono_DC,ACTR10,-0.186698629990207,0.119400895767879,0.33216678244902,0.431725914794799,FALSE,FALSE
primary,Mono_DC,VGLL4,0.261698424402363,0.119518816554717,0.332284604936217,0.4317889953775,FALSE,FALSE
primary,Mono_DC,DDX56,0.229055345805528,0.119555829496658,0.33230374080611,0.431851696516292,FALSE,FALSE
primary,Mono_DC,ARHGAP27,-0.297426967685706,0.119752761457699,0.33248615445971,0.432079305588616,FALSE,FALSE
primary,Mono_DC,TMEM222,0.222956952539282,0.119756515623337,0.33248615445971,0.432079305588616,FALSE,FALSE
primary,Mono_DC,FXN,0.294522348366514,0.119811961287222,0.332512863874376,0.432137412168606,FALSE,FALSE
primary,Mono_DC,ATP6V1H,0.305146763737412,0.119897746797625,0.332583563740193,0.432237616445227,FALSE,FALSE
primary,Mono_DC,BAD,-0.214682490921438,0.119871398844484,0.332583563740193,0.432237616445227,FALSE,FALSE
primary,Mono_DC,SLC25A29,0.389625137042817,0.120037489521785,0.332720148764957,0.432481933594005,FALSE,FALSE
primary,Mono_DC,CCND3,-0.349105601872156,0.120005495012207,0.332720148764957,0.432481933594005,FALSE,FALSE
primary,Mono_DC,BLCAP,-0.187809535597498,0.120014048155421,0.332720148764957,0.432481933594005,FALSE,FALSE
primary,Mono_DC,NUP98,0.280026003713739,0.120410736676841,0.333587042152443,0.433159239242428,FALSE,FALSE
primary,Mono_DC,CD36,-0.92018121296739,0.120574677321274,0.333957337060857,0.433424368666513,FALSE,FALSE
primary,Mono_DC,MRPL1,0.392236779022449,0.121001444407294,0.334803043243363,0.434465772294085,FALSE,FALSE
primary,Mono_DC,CCDC191,0.479504467987657,0.12132343268048,0.335357428329077,0.435065837691766,FALSE,FALSE
primary,Mono_DC,ADSS,-0.333687137855456,0.121309396279373,0.335357428329077,0.435065837691766,FALSE,FALSE
primary,Mono_DC,LRBA,0.283205066800493,0.121430895458608,0.335570369835377,0.43526110985971,FALSE,FALSE
primary,Mono_DC,SFMBT1,0.891645292056824,0.121766055631654,0.336316363951511,0.435996672554136,FALSE,FALSE
primary,Mono_DC,NUFIP2,0.253471018370651,0.121792325471242,0.336316363951511,0.435996672554136,FALSE,FALSE
primary,Mono_DC,RPL35,0.22138092567722,0.121895359462122,0.336516625659009,0.436212213296476,FALSE,FALSE
primary,Mono_DC,SSR2,-0.214013286534565,0.122011921939125,0.336754125892545,0.436223752199372,FALSE,FALSE
primary,Mono_DC,MRPL42,0.308223588279616,0.122060298048796,0.336803359314529,0.436223752199372,FALSE,FALSE
primary,Mono_DC,B3GALT6,-0.369465622809267,0.122195580488668,0.336863297082914,0.436223752199372,FALSE,FALSE
primary,Mono_DC,HEXB,-0.275843563760183,0.122193898520777,0.336863297082914,0.436223752199372,FALSE,FALSE
primary,Mono_DC,BORCS7,-0.266913394168638,0.122204193637568,0.336863297082914,0.436223752199372,FALSE,FALSE
primary,Mono_DC,ANAPC1,0.205162689715468,0.122165711295667,0.336863297082914,0.436223752199372,FALSE,FALSE
primary,Mono_DC,C1GALT1C1,-0.392941465843032,0.122287342465026,0.337008270876254,0.436223752199372,FALSE,FALSE
primary,Mono_DC,RAB13,0.68349811790049,0.122832258210929,0.338309818732504,0.437356644205093,FALSE,FALSE
primary,Mono_DC,ANAPC7,0.312217226076784,0.122851647839666,0.338309818732504,0.437356644205093,FALSE,FALSE
primary,Mono_DC,TRMT61B,0.250921375030297,0.123043526293301,0.338584703006042,0.437614251115029,FALSE,FALSE
primary,Mono_DC,NFKBIA,-0.647800026515466,0.123363582348741,0.339094248920527,0.438088994153407,FALSE,FALSE
primary,Mono_DC,DDAH2,0.338938748086204,0.12339691139694,0.339094248920527,0.438088994153407,FALSE,FALSE
primary,Mono_DC,PPP6C,-0.272711907005541,0.123428349799559,0.339094248920527,0.438088994153407,FALSE,FALSE
primary,Mono_DC,PSMA2,-0.207818387070487,0.123407603631308,0.339094248920527,0.438088994153407,FALSE,FALSE
primary,Mono_DC,MMS22L,0.392830084241133,0.123482407712129,0.339115407036122,0.438088994153407,FALSE,FALSE
primary,Mono_DC,BAALC,1.43887578329918,0.123661787907938,0.339149745178736,0.438088994153407,FALSE,FALSE
primary,Mono_DC,ECHDC1,-0.383288831165171,0.123679415641389,0.339149745178736,0.438088994153407,FALSE,FALSE
primary,Mono_DC,RPS29,0.271984969627226,0.123657825091202,0.339149745178736,0.438088994153407,FALSE,FALSE
primary,Mono_DC,RAB8A,-0.271874694343076,0.123623882607632,0.339149745178736,0.438088994153407,FALSE,FALSE
primary,Mono_DC,MALSU1,-0.261192829439663,0.123584180199318,0.339149745178736,0.438088994153407,FALSE,FALSE
primary,Mono_DC,GOLGA7,-0.235705432309608,0.123603586337115,0.339149745178736,0.438088994153407,FALSE,FALSE
primary,Mono_DC,MAD1L1,-0.389531255947693,0.123809060177005,0.339401249541659,0.438317001438076,FALSE,FALSE
primary,Mono_DC,PDHB,-0.26955434683495,0.123894227097173,0.339401249541659,0.438439477303123,FALSE,FALSE
primary,Mono_DC,ACD,0.262486494823395,0.123882038196873,0.339401249541659,0.438439477303123,FALSE,FALSE
primary,Mono_DC,TSR3,-0.236225373994527,0.123973102110319,0.339532988123841,0.43853750691672,FALSE,FALSE
primary,Mono_DC,E2F3,0.282180266805926,0.124088998862173,0.339766029903404,0.438775344600529,FALSE,FALSE
primary,Mono_DC,CENPK,0.509692634340796,0.124432845895142,0.340453946260858,0.439118241236885,FALSE,FALSE
primary,Mono_DC,ADCY7,-0.320987060987199,0.124500358732939,0.340455323276457,0.439121987059974,FALSE,FALSE
primary,Mono_DC,SETD2,0.239811635337705,0.124511816227965,0.340455323276457,0.439121987059974,FALSE,FALSE
primary,Mono_DC,RPP14,0.232490941574801,0.124790620190217,0.340925377775057,0.439769832364273,FALSE,FALSE
primary,Mono_DC,MRPL9,0.19933786643211,0.124754101685622,0.340925377775057,0.439769832364273,FALSE,FALSE
primary,Mono_DC,BCCIP,0.165060557643292,0.124778500502215,0.340925377775057,0.439769832364273,FALSE,FALSE
primary,Mono_DC,MRPS28,-0.409024363397491,0.124953154120856,0.341115924950227,0.440060250542013,FALSE,FALSE
primary,Mono_DC,USPL1,0.372747785635147,0.124940454837356,0.341115924950227,0.440060250542013,FALSE,FALSE
primary,Mono_DC,RRAS,-0.709788064616361,0.125036348556646,0.341258571697907,0.440071057584259,FALSE,FALSE
primary,Mono_DC,C14orf119,-0.526332987359748,0.12511345728323,0.341384542398997,0.440162668781652,FALSE,FALSE
primary,Mono_DC,NSMCE4A,-0.246816965199393,0.125329271858058,0.34174926782159,0.440523173500316,FALSE,FALSE
primary,Mono_DC,JPX,0.241027862395332,0.125618932388218,0.342255732536971,0.441119666735722,FALSE,FALSE
primary,Mono_DC,KLF10,-0.474629616232228,0.125978167047799,0.342980302238996,0.441828600235167,FALSE,FALSE
primary,Mono_DC,RNF41,-0.173793335757251,0.126030445819134,0.343037953341369,0.441863922585906,FALSE,FALSE
primary,Mono_DC,YOD1,0.402924237475177,0.126208663571481,0.34343828041694,0.441995910744192,FALSE,FALSE
primary,Mono_DC,BTN3A2,-0.463217441112562,0.12628612909676,0.343564311250164,0.442132266155653,FALSE,FALSE
primary,Mono_DC,ATOX1,-0.233302473361895,0.126448660238288,0.343836852506923,0.442630754744257,FALSE,FALSE
primary,Mono_DC,POLE,0.371328400933198,0.126604738314943,0.344176401004563,0.443035918451894,FALSE,FALSE
primary,Mono_DC,RWDD3,-0.388322321184113,0.126780371098193,0.344437737916909,0.443158569668752,FALSE,FALSE
primary,Mono_DC,YPEL3,-0.323622521586406,0.12679456124242,0.344437737916909,0.443158569668752,FALSE,FALSE
primary,Mono_DC,SERF2,-0.262686606825108,0.126886061115648,0.34451658494448,0.443224838805138,FALSE,FALSE
primary,Mono_DC,PUM1,0.142584528206265,0.127064609275364,0.344758452590659,0.443514839715676,FALSE,FALSE
primary,Mono_DC,IP6K1,0.289632887920994,0.127133426344719,0.344848637273956,0.443614079314983,FALSE,FALSE
primary,Mono_DC,CAMTA1,-0.266182600859012,0.127429599178918,0.345312297136189,0.443942414266042,FALSE,FALSE
primary,Mono_DC,SLC25A39,0.20585895800012,0.127592480010763,0.345583856099879,0.444228081356015,FALSE,FALSE
primary,Mono_DC,ZNHIT1,-0.201034298708284,0.127636631179489,0.345618562553054,0.444311384944098,FALSE,FALSE
primary,Mono_DC,FGD3,-0.325221419768426,0.127770866128409,0.345812241111712,0.444371571503922,FALSE,FALSE
primary,Mono_DC,C7orf26,-0.279334883188028,0.127744016475818,0.345812241111712,0.444371571503922,FALSE,FALSE
primary,Mono_DC,HYI,0.362718141026739,0.127876420185161,0.345843314914697,0.444371571503922,FALSE,FALSE
primary,Mono_DC,LMF1,-0.351077042594053,0.127822340723059,0.345843314914697,0.444371571503922,FALSE,FALSE
primary,Mono_DC,AUH,0.273849723011773,0.127871893737566,0.345843314914697,0.444371571503922,FALSE,FALSE
primary,Mono_DC,ZNF121,0.241495821292644,0.12815218025142,0.346419214704145,0.445048252915499,FALSE,FALSE
primary,Mono_DC,SRP14,-0.186339182776735,0.128404017934057,0.347014926193264,0.445641053711421,FALSE,FALSE
primary,Mono_DC,PHF23,0.290102482440515,0.128488696397482,0.347158704695695,0.445779957226955,FALSE,FALSE
primary,Mono_DC,EXOG,0.309890533077284,0.128766561187491,0.347824247694547,0.446194413679493,FALSE,FALSE
primary,Mono_DC,RABGGTB,0.264717988469077,0.12889928756474,0.348097512867657,0.446488124181885,FALSE,FALSE
primary,Mono_DC,SYNGR1,0.373330329444266,0.129050610862471,0.348329227416059,0.446746479647507,FALSE,FALSE
primary,Mono_DC,SP3,-0.261314760184035,0.129023485817493,0.348329227416059,0.446746479647507,FALSE,FALSE
primary,Mono_DC,HADH,0.330704572255955,0.129251617813107,0.348544428985931,0.447099479095599,FALSE,FALSE
primary,Mono_DC,MRPS15,-0.248697074781889,0.129322874921585,0.348643849305834,0.447205137596775,FALSE,FALSE
primary,Mono_DC,SMIM14,-0.560398070772662,0.12951369401663,0.349072954865448,0.447583190789892,FALSE,FALSE
