gene	Adipo_MSC	AML_blast	B	DC	Endothelial	Erythroid_MEP	HSC_MPP	LMPP_GMP	Macrophage	Megakaryocyte	Monocyte	MSC_fibroblast	Osteolineage	Pericyte	Plasma	T_NK
AAK1	0.801544263731914	1.47670960897705	0.23196606096179	0.695338290224969	1.40175410032172	0.51447868800391	0.54241868953754	0.761096126481476	1.08483542436273	0.426717740634217	1.37858676637694	1.04219994827979	0.923068575712795	1.05152594898451	0.231642824385968	2.04592923734937
AAMDC	1.10239373148872	0.180491786372069	0.0845901244600918	0.165509510633003	0.562174535984719	0.306967725804024	0.341047140058817	0.274829950353413	0.201361516278097	0.440012927922494	0.123011703338911	1.02444174482957	0.984561165759165	0.873470462726231	0.0788057288041594	0.11790239177297
AAMP	0.536973140957034	0.384075534469456	0.249601495462515	0.369875828175036	0.383706839419852	0.407772933435472	0.399758964279211	0.39413867718046	0.385429365915393	0.516429291896289	0.315937097840746	0.524388014715076	0.57490609719663	0.603024146089158	0.171211109136834	0.318342810880627
AANAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAR2	0.142645560284351	0.133105175427267	0.0888251231085751	0.13490349857654	0.104939329299633	0.11665263870475	0.117969560978898	0.129831027133755	0.130593076551423	0.138270838423651	0.117974282430685	0.141727091318375	0.105627661939817	0.106445044886294	0.0333635377796365	0.118896144198705
AARD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AARS	0.270967543921263	0.102728841364912	0.0790331548611799	0.0902642956939389	0.262935224052069	0.122425967697201	0.125025852190088	0.109634160260689	0.0947151224980896	0.245527956160811	0.0637462098718887	0.292740156335965	0.210490992669256	0.237028385680071	0.246245716895774	0.0797439845036205
AARS2	0.0783991306045786	0.0744756079830714	0.0516198758145304	0.0410032057602505	0.0374774243903453	0.051201341284576	0.0517076020291317	0.0582973836559799	0.0336509244329205	0.0582363337085418	0.0392973740329659	0.0569764168474478	0.0588895215344305	0.021075589309444	0.0136273864578025	0.0555698251427358
AARSD1	0.0977529237593304	0.220949197691313	0.198534471068003	0.176792235271886	0.0729195482216433	0.22577782190997	0.205059620581196	0.213766817803496	0.144266877500526	0.0704695343732954	0.0962992112629435	0.0934894289419351	0.0894905858022563	0.0950019901974615	0.0351499884702273	0.246545030966934
AASDH	0.282977548306546	0.160104780388227	0.156946050591227	0.137508258669544	0.217405746279271	0.169846556032859	0.159012078768051	0.167086757993287	0.10804048172572	0.202677512135613	0.109900932712995	0.304910531728907	0.332762214890832	0.190558200887625	0.0449603605397761	0.165137164786267
AASDHPPT	0.49252250683338	0.335058324274367	0.306284991447691	0.29814926229215	0.333418867942199	0.39952608394284	0.365349005444601	0.347409439289014	0.285810007954174	0.658969125873323	0.244652959728703	0.393489375912096	0.351817552171542	0.281120441964573	0.136130177158782	0.353335607163263
AASS	1.0399101442712	0.0122413360164114	0.0560612523444128	0	0.451663886975414	0.0127980068067607	0.0480961132878174	0.0078519134080892	0	0.0489831980834455	0.00121478841080412	0.648462482522347	0.731249409187407	0.661447831760278	0.00637788372426426	0.0250328383561908
AATBC	0	0.0292486982567023	0	0.00748588192390402	0	0	0.00194820228476407	0.00353310181010425	0.0318148192818614	0	0.0532052393719717	0	0	0	0	0
AATF	0.514194971750991	0.532604188175269	0.50926272975212	0.552427064647528	0.583921332861108	0.589356242443549	0.492727285824988	0.516332912380752	0.47558825420821	0.475975616725561	0.508567956339493	0.443929272165445	0.456907908323225	0.461483669352789	0.14297302700875	0.605275074470959
AATK	0.00147163840720426	0.0579493352198124	0	0.0170872335237013	0.0462682240546876	0.00848716377288041	0.0184722515316257	0.0170393987670105	0.0013765898966325	0.0319790726469925	0.0583049245542471	0.0161694575194219	0	0.0127480876718792	0	0.00584530369359873
ABALON	0	0.00225018528889122	0	0	0	0	0	0.00142522054087111	0	0	0	0.00259011017319021	0.000545910951496891	0	0	0.00391157426318299
ABAT	0.116300871342037	0.0826110422607828	0.0609418672519794	0.0517541693086541	0.0361259751180048	0.0484068053734427	0.0504730021827657	0.0417795358674616	0.0337063210339551	0.0345601518871456	0.0802410249134477	0.0997773075272903	0.129308943457806	0.0849409708709271	0.00568635685696555	0.0690250104295093
ABCA1	3.17417817405996	0.297312332451553	0.332669602677006	0.0824697400579932	0.69192037527125	0.168769013616019	0.106530537514588	0.117397792505643	0.294044997045402	0.0480804923696972	0.3899405012251	1.68452667065566	1.80028574088919	0.45257740998087	0.00644966796586156	0.0521185627849781
ABCA10	1.96418881225189	0.00207769048940381	0	0	0.112698183897439	0	0.00151726859460035	0.00150681446431151	0	0	0.00155324294338381	1.5472277973629	1.08338247196318	0.0570632404155315	0.0197061977220066	0.00546961928767645
ABCA12	0	0	0	0	0	0	0	0	0	0	0	0.00194453187595272	0.00422697086158233	0	0	0
ABCA13	0	0.00131956137351173	0	0	0	0	0.00126106670423986	0.00282823667842232	0	0	0.00290551954895132	0.00793194749864692	0.0142327211025176	0	0	0
ABCA2	0.105660542123816	0.117497862019436	0.0244987165773559	0.09750986054898	0.0754008101912049	0.0720499907657463	0.127172348069839	0.118737918291536	0.044600407548229	0.0398455732764948	0.0368417015634358	0.122038585008023	0.120568336009279	0.0452542378109674	0.00443140733104814	0.15323399047362
ABCA3	0.00495790901116812	0.00812904060305668	0	0.00064718973606172	0.124618820165376	0	0.0116264632898992	0.00681198392016112	0	0.028782279270701	0.00480634660669002	0.0109491195052965	0.0333591081612759	0.0703515843525411	0.0228129343441162	0.0194899836515099
ABCA4	0	0	0	0	0.041053663834363	0	0	0	0	0	0	0.00096072231147886	0	0	0	0
ABCA5	0.689978134120599	0.118030278076099	0.110567839487295	0.0725778457674795	0.428938033865652	0.0624553714491052	0.103591261496369	0.0717612692516906	0.0312099239838044	0.106450813729245	0.0572721887162028	0.520850912329209	0.848266951859612	0.456663946627966	0.268777615298204	0.174388095259864
ABCA6	3.36897515302699	0.00764813630057547	0	0.019189308820794	0.0290939878015936	0	0	0.0001315109175195	0.0196765668044872	0	0.00463582281625026	2.4559980736008	1.94648624249042	0.0148200493180281	0.0190342541709221	0
ABCA7	0.0812460531150202	0.236849763538473	0.177291747945848	0.240688347763295	0.0394731730882972	0.101464120584832	0.0556756039446277	0.0772722397737388	0.234652487105648	0.248849940360387	0.235560014454124	0.0582554905834966	0.048709487450983	0.0776096200873303	0.0624872142194941	0.163619050504544
ABCA8	5.06077612702018	0	0	0	0.00823462896016325	0	0	0	0	0	0	3.71063226106146	1.31868400110156	0.0278266887594267	0	0
ABCA9	1.91948648722596	0.00141224110175702	0	0	0.0140617087133967	0	0	0	0	0	0.000305576630148074	1.37623923199452	0.661671404720121	0	0.00476325591996089	0
ABCA9-AS1	0.26959703165103	0	0	0	0	0	0	0	0	0	0	0.110732499953731	0.156188154348232	0	0	0
ABCB1	0	0.0802258753368835	0.106613939421522	0.0148504633932566	4.12622881976602	0.0654275764168556	0.156372490090354	0.0402746870856452	0	0.158271446991551	0	0.00425881741530688	0.0126328622891209	0	0.00621055843332607	0.240644033746975
ABCB10	0.149932654638852	0.138957495202584	0.0637712198811876	0.13237832617252	0.119206262456503	0.116600270558411	0.083732237105277	0.121598064076814	0.11242728883127	0.122624942880977	0.143656191083331	0.127307376357502	0.125708087695155	0.139723183635329	0.0373966369902123	0.0775125360296537
ABCB11	0.000756613537882666	0	0	0	0	0	0	0	0	0	0	0.00260021917563334	0	0	0	0
ABCB4	0	0.000853613261571886	0.278175203234818	0.0133049450926341	0.0670872535641522	0	0	0	0	0	0.00149683585042508	0.00561474940351751	0.0343167820227795	0.0172295563065258	0	0
ABCB5	0	0	0	0	0	0	0	0	0	0	0	0.00389149720030861	0.00323345299687903	0	0	0
ABCB6	0.0083662878530642	0.00562744975652126	0	0	0	0.0031641728430552	0.00169195940709116	0.000663478154091741	0	0.0103021901408908	0.00138207841685442	0.0045182112566235	0.0060034802369703	0	0	0.00433696221336108
ABCB7	0.421650643070353	0.260011883512226	0.24941979917797	0.259938004356877	0.371069419139004	0.343357382040693	0.341112609929448	0.334343976124264	0.21488027579181	0.276411729171481	0.206983219156396	0.321309645267733	0.364169332274936	0.343795320341881	0.0451533720892507	0.196751404736571
ABCB8	0.0941485400324717	0.112696586519771	0.100368332307483	0.146776001649904	0.0745350134514565	0.0689658849160895	0.0710824188218435	0.0769571098232435	0.0639981498995445	0.065941621773004	0.0827438751398531	0.151762934468449	0.137107120204272	0.0995879083608061	0.0756404686974592	0.11529106001747
ABCB9	0.0524105468969021	0.0247651887405118	0.0163035122348318	0.0114392513660233	0.285125543231749	0.0338908974456145	0.0263198169277577	0.0239256149127696	0	0.0508264103065395	0.0139924394368276	0.0577103557548113	0.0395706662233349	0.0997897124988977	0.4038542145679	0.0174342655004316
ABCC1	0.335821679481291	0.215870871039517	0.14695181356738	0.141444051381536	0.584182359477016	0.423198863367475	0.40911143209784	0.33275810229547	0.218193199786964	0.334104097043308	0.135090905555703	0.235560213799452	0.268333204237476	0.126779723903931	0.056893996432025	0.205215453836839
ABCC10	0.0852053396255926	0.0635476456835494	0.0530265006765611	0.0491173790474122	0.0941887262704093	0.0409555332110727	0.0356927641002415	0.0410197773700143	0.0424901854432118	0.0278861557210147	0.0506635613833906	0.100710583030106	0.0659316072809743	0.0764938044722933	0.0270112004007969	0.0880974734880349
ABCC11	0.00187922448307447	0	0	0	0.00235085163069318	0	0	0	0	0	0	0.00436730236313282	0.00309513296659552	0	0	0
ABCC12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC2	0.00399382194785711	0.00600902728731805	0	0	0.0086725575115939	0	0.000891998679357097	0.00354330400675829	0	0	0.00370410970605892	0.00907346451319083	0.0211669160672961	0	0	0.00129094336601365
ABCC3	0.0608099986005143	0.0365140801352641	0	0	0.0470316451741138	0	0	8.72073297397403e-05	0.0288464519217491	0.0426409416184939	0.0550687307927726	0.0946406863193796	0.203685941978644	0.0406999304658083	0	0
ABCC4	0.251332834168902	0.0853302420350496	0.0468191421130991	0.074449817401597	0.863850845945235	0.437726969770077	0.123808485319708	0.126450341826637	0.114113089520925	0.942546184311092	0.0525403518391058	0.174172767005691	0.051939662744015	0.00839913781750058	0.0448417019143958	0.0555241768378063
ABCC5	0.292283173530149	0.118147911071973	0.0646620429918189	0.0634122999107797	0.180296211528926	0.24405545001587	0.0950580440042641	0.106909729545082	0.0856650062499772	0.312305454163807	0.0974084010404504	0.366586829452739	0.318865262347667	0.233415078665485	0.0240628112119064	0.106214810802856
ABCC5-AS1	0	0	0	0	0	0	0	0	0	0	0	0.00068568370409498	0.00544200852225969	0	0	0
ABCC6	0.0038112739234771	0.0157890408278163	0	0.00392587001266137	0.00942615670739179	0.0156171863061294	0.0175512890960209	0.0171232984255182	0	0.00799961358899352	0.0213010209542425	0.00921767685448376	0.0347102087519738	0	0	0
ABCC8	0.0782002130966044	0	0	0	0	0	0	0	0	0	0	0.0843240369982854	0.0909926854365404	0.111814108583489	0	0
ABCC9	0.214693561924839	0	0	0	0.0802738701377915	0	0	0	0	0	0	0.534140865398919	0.051339907201512	0.774318962510732	0	0
ABCD1	0.0195460943734468	0.10461598443216	0.0359530919327184	0.102850899299467	0.0325820003455371	0.030103589800446	0.034417067251691	0.0426167625197615	0.0986090572024882	0.0368074074456421	0.149659252037903	0.0298660503627525	0.0190421010607945	0.0137558652956052	0.0051669781617092	0.0345165242561195
ABCD2	0.0234924114924974	0	0	0	0.00694368426221256	0	0	0	0	0	0	0.00628505507518982	0.00810336226424311	0.0761266175529458	0.0367787007444959	0.0613136133333135
ABCD3	0.445005959649331	0.188248573684795	0.129523959816599	0.131167723945218	0.377219363043123	0.149626734730662	0.143131971297037	0.165062944583958	0.108287915818204	0.12328713929362	0.172823061273913	0.395300175643011	0.350164916780011	0.336154540717984	0.0595860619799503	0.197636240613217
ABCD4	0.331495765527135	0.22972657508939	0.207568535388555	0.188188081491854	0.500343207533049	0.250167129093761	0.270836820203579	0.25952085702313	0.248602656375499	0.150136141727282	0.135074642426099	0.315260403336332	0.275656366261983	0.134396835401855	0.0788229179432655	0.232556057086836
ABCE1	0.43714477509694	0.540229260843372	0.576980344866335	0.709904565111299	0.452537706562746	0.860999812363021	0.84344635228597	0.874659994686314	0.53477159209103	0.774081118194879	0.388055847602956	0.478117093795116	0.412089150409088	0.384308852077337	0.176215184091173	0.593690247599559
ABCF1	0.641631182605435	0.989699743852936	0.824763597100898	0.666085921300665	0.697523701925403	0.827695932014778	0.73850453154311	0.730220478784776	0.521373801638192	0.864717569896028	0.685223295983913	0.756372477027527	0.701244398801302	0.712286254076059	0.396150840162493	0.947626798404204
ABCF2	0.00664895457551598	0.126534819263721	0.094232098288572	0.126629023655813	0.0162623388482224	0.133910494008025	0.108587241899256	0.126374415905145	0.0849972083225621	0.0903959800924331	0.116016779538609	0.0139004297862624	0.00310822474362132	0	0.029809839546533	0.132485776525636
ABCF3	0.109626389147846	0.16077816855843	0.104492886745282	0.129743177705284	0.0995968716829069	0.0982004514237821	0.0959426377579939	0.11972038782896	0.172016721193986	0.0679779398047337	0.143974615558483	0.117326392956518	0.0931476635692316	0.0522005238005785	0.0581248300268737	0.177932417849366
ABCG1	0.015875833717504	0.139058757594732	0.504362392959059	0.102842543772654	1.21896893182387	0.0676862985699864	0.157076919334661	0.113114308190956	0.0827689762694589	0.0307366871700694	0.0799634451189127	0.0206598002827447	0.0207905084499891	0.0168378598684973	0	0.200185213680912
ABCG2	0.0863816683822623	0	0	0	0.524285354653113	0	0.00154627049518296	0.000953102658335759	0	0	0	0.0979535815679109	0.0863009320878149	0.0167459288590389	0.123610253275893	0.00651344290223975
ABCG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCG5	0.0174481801248891	0	0	0	0	0	0	0	0	0	0	0.00824973839332123	0.0184590313207639	0	0	0
ABCG8	0.000966177949512087	0	0	0	0.00231368133395198	0	0	0	0	0	0	0.0020757524613068	0.00149048400213316	0	0	0
ABHD1	0	0.00753928710313481	0	0.00159733987028458	0.00512981504862852	0.00680190297096787	0.0131037259733407	0.00787555052355794	0	0.00887338224463487	0.00654935670969863	0.00932386470133307	0.0109516208675762	0.00383666233772248	0.0110938655184449	0.00983614091096509
ABHD10	0.0881371282446108	0.129306690577811	0.13167318224077	0.150987724763241	0.110299035275214	0.179822159894146	0.142145789342254	0.165719687716873	0.122218145685317	0.16680123151205	0.086787388048601	0.109768890936081	0.126576788184719	0.115090853300206	0.0680335670458262	0.138660532318722
ABHD11	0.0819276247574292	0.0882394063068022	0.0590943268929838	0.0776964420595567	0.054926492835047	0.067639836005944	0.0404327080231054	0.0486090610595834	0.0877975332299154	0.351460626145591	0.100941076883052	0.0899740717316801	0.0696673446573191	0.0652786127447745	0.0946071243225276	0.0665673798286267
ABHD12	0.2879501315859	0.229852551784209	0.0973006690278526	0.298053918666306	0.319760764370381	0.160403024605234	0.157566291316998	0.155978558875011	0.284934085924755	0.223862277629597	0.201831878651293	0.294128005729575	0.27425477390774	0.33163755209405	0.147268796041561	0.1751465558865
ABHD12B	0.00124305941559965	0	0	0.00517572848152393	0	0	0	0.00201012627053781	0	0	0	0.00821083004795387	0.00907074446249946	0	0	0
ABHD13	0.266603995988957	0.311673733287685	0.275358900247033	0.231834016719496	0.156967918668376	0.168780205788611	0.176042008639455	0.186322335772102	0.25051783939524	0.143421942255309	0.299686496281787	0.251674871484322	0.153630240349719	0.109288516330299	0.0485310856215448	0.284395719515289
ABHD14A	0.247648762664974	0.175992387715489	0.110552510573167	0.167322067616706	0.112352145166696	0.224896414792665	0.20407543377038	0.278188672555	0.174368091778628	0.356579307710723	0.0896871308651203	0.222361989066208	0.241799883276745	0.0884314709342346	0.305709005468049	0.291954379797352
ABHD14B	0.275543467196705	0.354730886905277	0.375555516377636	0.433794653454687	0.188243274036523	0.651616040051258	0.617722313924826	0.625064400286721	0.491732545249111	0.791049346281053	0.348102399041919	0.338130104092404	0.29778082935508	0.351917020399368	0.107256406758302	0.452648309763181
ABHD15	0.065262542862014	0.108673325654088	0.151637117743094	0.208770802627807	0.02551609776979	0.0345069866527744	0.0460489679688986	0.0702887376995874	0.147233219701216	0.0422330412716529	0.0694056243052721	0.0389047882522178	0.0388963052078382	0	0.014978936140312	0.107093056616728
ABHD15-AS1	0.215891509457394	0	0	0	0.0899864735019807	0	0	0	0	0	0	0.107242039348029	0.160178312361704	0.101432215489391	0	0
ABHD16A	0.0221013832575001	0.308699996566883	0.111303795351079	0.196875890701672	0.00654429884692384	0.195727498038432	0.177452306396563	0.183439125394834	0.287673589292614	0.0504921479578671	0.218825584633734	0.0225550027488394	0.0202079164004936	0.0116967204752251	0.0150182876341184	0.189677010074182
ABHD16B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD17A	0.290907690557266	0.886937298937465	0.3806661635362	0.639930508298307	0.685880615354292	0.43829276370179	0.456469684808288	0.389886107312472	0.640555755992436	0.929929170750847	0.597986024746128	0.420393372855658	0.445411028059319	0.396041070225912	0.204832951274776	1.6355343363037
ABHD17B	0.411935342557606	0.22649294355545	0.307610751852918	0.178991169733923	0.533857346189808	0.256975781651824	0.309695202085785	0.314628623415075	0.140358914385084	0.193280187665025	0.136640891912098	0.368672172545378	0.493127938267255	0.590451457843148	0.0347356129970484	0.188804090973707
ABHD17C	0.196228514100877	0.0506306549762114	0.0075216591322506	0.0687332647608689	0.0811006069098166	0.0137360912202644	0.0409966260386206	0.0752395211688498	0.0875021452843289	0.0109452728415872	0.0597306121404847	0.197157006704108	0.0424139056567479	0.00732732086829971	0.00279219634319734	0.0267221567244336
ABHD18	0.360170825220093	0.199413135103693	0.151873597073971	0.163646156295428	0.442589685940742	0.169132827517289	0.189202838957517	0.180347263792302	0.229729303755865	0.200003240229207	0.143172044170185	0.254915986807711	0.346872387995805	0.205619572707042	0.0500636333469784	0.19145267016205
ABHD2	0.308516273759276	0.678675815325887	0.138294805068127	0.391534385253955	0.426724728712813	0.641774506304615	0.535352017931775	0.507086012441003	0.705162408778849	0.486511489057592	0.632257791659379	0.368240632359305	0.270199292318366	0.811300807294281	0.215773560528329	0.297276712667607
ABHD3	0.605710956208521	0.299097134210662	0.225720648294593	0.196889493076107	0.552150495075447	0.175463361283742	0.198063598811859	0.195402301647893	0.211987857318835	0.180445014590914	0.21622485991228	0.519226695669873	0.396963553271017	0.303521971518536	0.206495152058204	0.290171487560894
ABHD4	0.070525416805113	0.0553373186928685	0.0165838317123437	0.0156602562499897	0.0542091232762669	0.0654318770507059	0.0600565200067823	0.0432704572941218	0.0156890635287226	0.269983528937263	0.02854884356089	0.0845266089507079	0.0745824260835628	0.0480214484440511	0.0239818677705699	0.0411706705268575
ABHD5	2.39014069537819	0.624762121078549	0.140785172569337	0.25836208251627	0.823062647404272	0.269835718107224	0.218278184882341	0.248651657535964	0.301375809136901	0.320050105465652	0.661145860754561	1.84016129769449	0.911487852031179	0.591367402181015	0.224821651169139	0.20593403517978
ABHD6	0.0348870963978913	0.0322931127632298	0.0273335809507504	0.0502395895248187	0.309595903969452	0.0155124103036081	0.016426437207308	0.0160006990386003	0.0433168828807912	0.00750888775622653	0.0429236105343391	0.0545682084050598	0.0388876956404843	0.0675969399150231	0.00436365507743371	0.0282843628398382
ABHD8	0.089395927129672	0.0758509860768494	0.0460615554139849	0.0597104522373353	0.0627469652528135	0.0629879727627669	0.0753121881668278	0.0550473001743816	0.0828800485493215	0.0849167666865628	0.0782954397803139	0.109518542688179	0.224457971190565	0.115383453350985	0.049957657716215	0.0424455577923156
ABI1	1.00875678722851	1.28550951758386	0.923029271757447	0.876779036297781	1.29933448420563	0.744935843875205	0.808494505264492	0.743325962307817	0.843181573359141	0.844628392427612	0.811556790301556	0.955602712385494	1.13930730292711	0.59420672667622	0.452105460770637	0.973089231365858
ABI2	1.19293653378664	0.251680133870936	0.180279012836253	0.29955906297978	0.843636348727885	0.342716170623654	0.452004075484872	0.359952421743172	0.239681498717124	0.552192195443202	0.117715637754206	1.26417165724438	1.36853351562909	0.962526159593131	0.135699888570865	0.249929752582472
ABI3	0	0.110700483161006	0.0261837590417952	0.159179855252178	0.1819469972969	0	0.00492029821920244	0.00343115828132661	0.176942942742937	0	0.124071892213766	0.00233523988450108	0.0127626911148915	0	0.000286465222364736	0.309818654719642
ABI3BP	0.309251613520253	0	0	0	0.249861051476376	0	0.00550024526785151	0.000111265569062316	0	0	0	0.803469547575082	0.620660855527678	0.471729930599768	0.0113236695126522	0
ABL1	1.3361037925472	0.189915374151945	0.0997725239029512	0.170456453718557	1.07059317003397	0.172422283250968	0.147712617619046	0.158182854778656	0.174339009089952	0.121918964488523	0.142647511415091	1.26880831570617	0.940613380633697	0.891865243375659	0.0349248679443098	0.145713802454545
ABL2	0.782951978115586	0.295457649604815	0.151718428527044	0.174307787363923	1.7490639009203	0.186307921927044	0.216450251481319	0.232200635237244	0.240217660635845	0.116767880979998	0.219532480994013	0.784903154618033	0.905402401524455	0.594976586736246	0.147553084304164	0.155459086663953
ABLIM1	0.0529863430085282	0.164415904012063	0.529710311739544	0.0349938761615799	3.74801896439934	0.184065424890704	0.282394504675254	0.139570551304843	0	0.211248582146308	0.0131480269972386	0.100498788888592	1.66996491380987	0.0496228560404638	0.0446648803625455	0.944015499356374
ABLIM2	0.00298184090654575	0	0	0	0.262656519867255	0	0	0	0	0	0	0.007799396069962	0.00844367964100601	0.0850526243902948	0	0.00224433987773469
ABLIM3	0	0	0	0	1.05789734491209	0	0	0	0	0	0	0.0118422324809266	0.00929119680981508	0	0	0
ABO	0.152881817987776	0.0184766934837252	0	0.00304523641363352	0.220289082439104	0.199674591368764	0.118276280848892	0.0576398398649844	0	0.439031481172004	0.0049385548259958	0.156978642155414	0.0652980830558377	0.11326145114534	0	0.0043345814891736
ABR	0.447613515110054	0.284447170059648	0.179163256617878	0.311003953413863	1.01255885205178	0.0585346190202469	0.116561842297058	0.138811654419181	0.313773067356797	0.0541922780854228	0.375215206054448	0.435488158429624	0.506074624531552	0.608018350610576	0.0326875992076733	0.188629508844006
ABRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABRACL	0.0555015535828137	0.9778077831359	0.551041469381378	1.32493363867045	0.172822102835993	1.39181051778844	1.30951670092641	1.56074660182214	1.64065805907563	3.29883146592253	1.37517067104252	0.082751466225048	0.0955177153490566	0.0159482256124574	0.244135823136851	1.20037040924613
ABRAXAS1	0.169593811126093	0.189161739447784	0.239817131286571	0.173701629989187	0.242659932119374	0.33272550422452	0.382748097258473	0.290747277259205	0.206317935926298	0.402250859131806	0.16666253014962	0.222875271451548	0.285418755941043	0.190040683597015	0.037659595320079	0.229651167923111
ABRAXAS2	0.157898218193656	0.187560219171052	0.18284857406257	0.199252360736287	0.16251831411209	0.195031475326041	0.191894327830713	0.196759887637918	0.16548167629831	0.122920271819834	0.171758423876645	0.159023256942774	0.157445440464261	0.101944613813463	0.0468322300919785	0.169419508384488
ABT1	0.105947739772013	0.311695970093962	0.369504439612045	0.295378790577049	0.153309366523069	0.331875537038959	0.324347829809732	0.293276127521484	0.314376229621263	0.37661769300858	0.262800411715015	0.162948755593054	0.12208803847344	0.10206362312866	0.0684485987183188	0.51931209677553
ABTB1	0.0741487629842472	0.433879535545868	0.308248722314458	0.210360104074102	0.125883337761474	0.235253397948621	0.236225502609956	0.197953527582549	0.249950999703109	0.245733216922621	0.411363162990561	0.17707852597011	0.212646786094235	0.312947909499549	0.0676102011549874	0.334431009633397
ABTB2	0.294555706588113	0.0163349573285075	0	0.0177826667649415	0.119629645000392	0.0058823135202748	0.00845606852889449	0.0139620191800996	0.0142419030489164	0.0125129703843901	0.0145243219936371	0.253341353057177	0.433816339928922	0.166585830591118	0.0048057943705719	0.00551278497205029
AC000067.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC000099.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC000124.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002066.1	0.20045243086415	0	0	0	0.288291616966414	0	0	0	0	0	0	0.118083945596301	0.0491653365847027	1.48058594936277	0	0
AC002306.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00778614789048102
AC002386.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
