gene	Adipo_MSC	AML_blast	B	DC	Endothelial	Erythroid_MEP	HSC_MPP	LMPP_GMP	Macrophage	Megakaryocyte	Monocyte	MSC_fibroblast	Osteolineage	Pericyte	Plasma	T_NK
DAOA-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAP	0.507402023949164	0.529230364684031	0.370750476201632	0.540982710979272	0.672595589361502	0.343365940043774	0.420786866613656	0.453710167685115	0.515623527804347	0.606693400618852	0.626356882973344	0.621132280657007	1.37080550923247	0.239113729518837	0.446801903381109	0.306886341378498
DAP3	0.435415156901968	0.544552051376292	0.513243543477821	0.590006614558131	0.407155306244596	0.716520425682467	0.602307473920842	0.636784933318914	0.675373222291181	0.682160744194881	0.522804020568612	0.372017186159681	0.286539058418589	0.317294064996094	0.197037198639914	0.624738461867392
DAPK1	0.117798617201525	0.303787911031155	0.0229449565692325	0.24184821904485	0.704727387782326	0.435712954085977	0.507334848331068	0.22843869255345	0.308423587010704	0.292432847759986	0.270607846845854	0.162203108149547	0.0525891309791602	0.0115461251199592	0.154472286586622	0.0313542874636071
DAPK2	1.10314723495128	0.0210414649816984	0.0125955046687106	0.035000841033448	0.146760019663743	0.00427766362490232	0.00829200225753663	0.00594139621314094	0	0.0422972176495677	0.00768457875266676	1.19687561695546	4.00176135191673	0.00938150724691827	0	0.0316402596457505
DAPK3	0.325072115939251	0.182424759327442	0.109185684756355	0.117219804469709	0.296513379680933	0.135456913713748	0.127294374482385	0.116327402571757	0.105390950971059	0.105011667371335	0.128882336318017	0.368645721882651	0.243201859392707	0.468620657913017	0.0552924222735768	0.132143255806172
DAPL1	0.0159510866007902	0.0236087225357561	0.0140906531644511	0.0329039289388486	0.00533011998030317	0.0197153312386491	0.0121212376629459	0.0270484094880296	0.0304965141602827	0.0142180275356769	0.0270649868368265	0.0190475323420681	0.0247951491711644	0.0273644769678689	0.0262811653320503	0.0248606809265868
DAPP1	0	0.432694160533849	0.78130149505646	0.800906327623812	0.0772796970309536	0.0658169755799472	0.186631192898628	0.225327452227787	0.491744021927509	0.260690562811365	0.579071726879807	0.0155664650097997	0.00882003939100499	0.00672319361771227	0.298218872139825	0.112594862574199
DARS	0.729282810611339	0.658212348754595	0.680517127849744	0.768171376868798	0.637112216884284	1.14171384040865	1.21117326182047	1.27336948041714	0.905495237099966	1.21480598683576	0.632413313447334	0.742409538895679	0.697531248595009	0.540173657717265	0.325683929527809	0.657420862705363
DARS-AS1	0	0.0167770720084275	0.00258577210413873	0.00902806166839418	0	0	0.00700026457040873	0.0102668194585168	0	0.00788491905144128	0.0199624881891798	0.0113509242314908	0.00706862557087464	0	0.00703566208340791	0.0104094033861061
DARS2	0.110743345062941	0.0590409873453409	0.0442885350900871	0.0516146608702842	0.158871401412901	0.0581517236939423	0.0644232916173235	0.0634797900252011	0.0625120000470686	0.0923770790324394	0.0434446012609375	0.104035406905374	0.169773707557633	0.137046912714862	0.0245638653272037	0.0415544767634769
DAW1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAXX	0.125127023302448	0.287770881363378	0.23265077748449	0.27661972408177	0.18656669380069	0.281805289216923	0.266001652338045	0.272453964728687	0.195507103428616	0.274640704593666	0.218925681651042	0.15023583025131	0.126183914881554	0.138193126505625	0.066302224431718	0.315233928429793
DAZ1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAZ3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAZ4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAZAP1	0.339254339672216	0.815592156306139	0.6018636644922	0.803753618368513	0.45884412078714	0.823382624513231	0.684767377354788	0.838518360732518	0.807684938945264	0.817603451476898	0.739043351370213	0.395111820857508	0.339283834610724	0.348614470484316	0.225031298519343	0.668931440401414
DAZAP2	0.765414546897763	3.72652974766963	2.61235850908106	2.31347078868387	1.13779349014619	1.68602881720227	1.75767702483317	1.7519707906438	2.66130785038756	1.43021532972544	3.86132356987952	1.02640149735902	0.923906036750146	0.986666773926877	0.400460265511902	2.32401001795692
DAZL	0	0	0	0	0	0	0	0	0	0	0	0.00402403898968363	0.00299224860586018	0	0	0
DBET	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DBF4	0.0810407904618632	0.451327109695915	0.73679674265279	0.413632161288947	0.145040244340614	0.406179006611935	0.409738552914263	0.359170365324391	0.277342537380577	0.496640487042556	0.295369463960387	0.1700443672644	0.169595139966088	0.0984834243141493	0.165694052152657	0.72395469066996
DBF4B	0.0698163860866868	0.0271376442716604	0.0242393132428276	0.0443756809231605	0.0605499077252834	0.0490224964644376	0.0582539746702003	0.0554813062945887	0.039437596254896	0.0480814391552586	0.0258523690939904	0.0449701289050439	0.0417209006358319	0.0206623818711196	0.00091156340736098	0.0166296931823897
DBH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DBH-AS1	0	0	0	0	0	0	0	0	0	0	0	0.00683657270936313	0	0	0	0
DBI	1.75336672068597	2.72193934872756	1.7927687428905	5.17573731831215	1.02477683941796	1.57369533133382	1.92332071144649	2.2026770050073	5.4164611568846	1.32876012600075	3.38762181520862	1.85249191052025	4.29571720196361	2.69546737604297	0.756144458959051	2.10279754877344
DBN1	0.305063703829262	0.0664878881548892	0.0490051742699525	0.0348596345100962	0.293709096349861	0.202939512999592	0.124407500474291	0.0822532887129439	0.0489805766276361	0.214356541206733	0.0171301811411542	0.304118175954571	0.0979843011394102	0.111417255639929	0.034077407390084	0.0827145227441047
DBNDD1	0	0	0.0207471291845349	0	0	0	0	0	0	0	0	0	0	0	0.00178366469409291	0.00214651532870813
DBNDD2	0	0.0621485596583566	0.00866755207861836	0.0409536328990251	0	0.00316686736937366	0.0464073952203143	0.0242126516851448	0.121965122976546	0	0.03666961072055	0.00224648871974288	0.00591307787201069	0.0167111350342075	0	0.0629164086060898
DBNL	0.342415836231556	0.872401395683049	0.965376907352309	1.08388306472957	0.260186431872258	0.475354399389265	0.488645562524541	0.49763628392749	0.909413262811473	0.751854183360613	1.1243712369158	0.385297604879793	0.289752140222096	0.359284909283145	0.143448089090896	0.664458238561592
DBP	0.339075899590817	0.0954065687439393	0.0816051048467019	0.102469741256477	0.0734602800956927	0.0585206517033712	0.056546305723906	0.066766219575927	0.152247609749284	0.0479047957205542	0.105191474033755	0.326347575748377	0.258591990702119	0.24251933282743	0.0372002801749644	0.109499787924933
DBR1	0.0971426108119197	0.0987041665159702	0.06131980268615	0.0946931163400306	0.0623438843037638	0.110300564034795	0.0896245506855891	0.0976998636046948	0.0669052741805774	0.127555909846199	0.074133435565816	0.110208154031716	0.123840574262874	0.0802518222238393	0.0188137873024357	0.119314406036782
DBT	0.297420806134074	0.127310540312726	0.0942873288455764	0.0855372477190106	0.138372605875354	0.125953349636709	0.121079064160808	0.114008484057227	0.0663586714044904	0.119478904642215	0.0677275220030037	0.242588112362364	0.238860417039488	0.145072163948619	0.0274704732254913	0.1080884918856
DBX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DBX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCAF1	0.36035317851794	0.232764946608503	0.164931234618925	0.166614198249803	0.454835111314959	0.181963927138562	0.169557141989229	0.190153761663905	0.09051452502708	0.161638932214396	0.156403241656418	0.36044047895768	0.263372228004476	0.370562971814142	0.101599598619883	0.179409487449449
DCAF10	0.767866011030895	0.288173132607155	0.208988021831839	0.234689267323122	0.625103535826313	0.284847799931668	0.275162396466592	0.271843161503467	0.203289210944528	0.245524064985364	0.223735771692593	0.588137873859677	0.606747956275846	0.442378854130797	0.101616506262887	0.228553907165946
DCAF11	0.125455159844635	0.404899439439926	0.266189774278784	0.308687935978903	0.130884640609577	0.378946542179732	0.333410820363512	0.298596805913979	0.335087984230272	0.31706660696203	0.313903460116873	0.162424956772552	0.135161276870119	0.169751037713083	0.0687660593693575	0.358555174447924
DCAF12	0.130235167238423	0.209247461601516	0.0241942854036076	0.168083149729747	0.21338387270721	0.154881691196397	0.125397935304209	0.158315318711445	0.151392270130793	0.180582217817089	0.184431328439292	0.134513878449117	0.140261077959938	0.0612134359883272	0.059827866824005	0.107565783371372
DCAF12L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCAF12L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCAF13	0.291011646160821	0.392728762792571	0.356485641285978	0.325476145219644	0.404574317959736	0.544742273698193	0.464368793100533	0.454544399447779	0.369688464777719	0.756712856415342	0.226193191283536	0.292087263145174	0.298824825725805	0.194319501694862	0.10567079315632	0.331001213405157
DCAF15	0.103138957727441	0.230822971649786	0.194336776067528	0.162276217792109	0.118977457667989	0.168209826560549	0.179024296228154	0.160480288304011	0.187139844136346	0.209081063586714	0.164574588665997	0.161333675646986	0.179134588235809	0.0617843454622686	0.0426133153043324	0.214312506243053
DCAF16	0.318431050805985	0.409250708095712	0.340714328948446	0.278683203459217	0.243195012180987	0.424920453837376	0.477409771068679	0.425440928600408	0.225451720990998	0.322763701533512	0.246617914511747	0.348584379980984	0.334819022208811	0.209108136110981	0.113369099108534	0.376989030954803
DCAF17	0.147034538583369	0.115591699984229	0.0979000254241666	0.0862236432514463	0.146021752696747	0.12841711119202	0.111356898698781	0.116838170661031	0.0853311406134347	0.142291324582283	0.0680311911095436	0.154844611308879	0.184839280637469	0.0892248993018032	0.0294922346646887	0.122510524642292
DCAF4	0.0354948124997998	0.0462870244143968	0.111784765551053	0.055149744536564	0.0548197069887029	0.0669394655447768	0.0543151713212399	0.0640469638911823	0.0594270485414788	0.070661491789082	0.0225332797872584	0.0626265782887987	0.0778499554236296	0.0566502644593204	0.0404685577849536	0.0693030135711625
DCAF4L1	0	0.00608394988350402	0	0.00129724795597174	0.00390867730026201	0	0.00110941909726549	0.00151448595476143	0	0	0.00188500762366057	0.00211285610893112	0.00107325753028789	0	0	0.00107882215504771
DCAF4L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCAF5	1.24606046533143	0.449230180285054	0.344188198296069	0.302745395945647	0.835499380124014	0.323824407622778	0.278206636741514	0.251655365800322	0.295805324160295	0.275417243006175	0.292057068076027	0.827430725547237	0.841719336921475	0.69234308604584	0.154920815612943	0.53598586006859
DCAF6	0.901129583944968	0.266009399048442	0.191912419606682	0.302265414981841	0.711524844485621	0.318365786253159	0.275536584400379	0.266194283571416	0.315703179874151	0.33794928674375	0.190085838904655	0.843718071458175	0.929113442459317	0.676728014497053	0.081669281193905	0.179873392770279
DCAF7	0.348354678758571	0.634776106393592	0.421393539846045	0.6833498278937	0.513359554383408	0.840473114741991	0.773516351235082	0.7592454381745	0.736789182955831	0.837227257103652	0.603215705919881	0.35195145154101	0.402053837171705	0.428964362390141	0.131124946863606	0.538173112021048
DCAF8	0.213363270901481	0.546667401150287	0.411062087335124	0.296018685705141	0.243195399076043	0.415712675131992	0.412262797550841	0.396756534665185	0.344399129397997	0.137822931799548	0.286929693209998	0.228181786055633	0.1975364727958	0.173932825312891	0.176478511350798	0.416800122316349
DCAF8L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCAF8L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCAKD	0.223633827535617	0.0744047161064004	0.0603721701774138	0.0934129013139094	0.141840643082622	0.108313323087757	0.108936760131888	0.104570699907703	0.0661390510158823	0.13788749602412	0.0469736603622463	0.173298697709618	0.204465580037335	0.131717967354054	0.0517255302661723	0.0723648372727725
DCANP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCBLD1	0.381284501427619	0.0323002320560155	0	0.0320369819727113	0.281448883678976	0.00598968386365299	0.0106666247759583	0.00904220143508103	0.0169448049739108	0.0195212488327144	0.0260572540134716	0.270893032175857	0.123123565613175	0.179955963958043	0.0490416995099857	0.0486342657075369
DCBLD2	0.720882852789705	0.0238183598848587	0.0126578702403326	0.0120043220917197	0.256055947030262	0.0512160496395862	0.0357290329375102	0.0302736836767759	0	0.138132269537121	0.00694658913187184	0.609662586023204	0.530311720307863	0.505401984257814	0.00843513046609837	0.00669234639665651
DCC	0.0131036988279047	0	0	0	0.131034219506466	0	0	0	0	0	0	0.0259263516737778	0.0274423233512998	0.00383666233772248	0.00609849819017234	0
DCD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCDC1	0.201585892786428	0	0	0	0.0179693311980018	0	0	0	0	0	0	0.148343249506593	0.157683859094175	0.0214537172162582	0	0
DCDC2	0	0	0	0	0	0	0	0	0	0	0	0	0.00318004672137415	0	0	0
DCDC2B	0.0151279843964567	0	0	0	0.00814728707886643	0	0	0.0010461083860681	0	0	0	0.00578081525825521	0.0168655153408842	0.0135869888792215	0	0
DCDC2C	0	0	0	0	0	0	0	0	0	0	0	0.000650355975407252	0.000647452657319017	0	0	0
DCHS1	0.0874081385526315	0.00803273873909957	0	0.00655249116384109	0.217078850232784	0	0.0143684667325222	0.00359494717817672	0	0.00155482896763139	0.00340685229031224	0.0832283863065262	0.101577209621127	0	0	0.00911105755606375
DCHS2	0.00307295757353062	0	0	0	0	0	0	0	0	0	0	0.00399425663546291	0.0649071515325961	0	0	0
DCK	0.0321692348778888	0.360049723714226	0.564184355244538	0.676444596721412	0.114942061484864	0.343942185045427	0.380234466275713	0.34840016269315	0.386340458871843	0.46341865796839	0.241303219939813	0.0541393438501861	0.066413062173614	0.0754131719627221	0.0146671464309295	0.393961165561399
DCLK1	3.10060201071807	0	0	0	0.268301034167504	0	0	0	0	0	0	2.48602413965146	0.444715000841541	0.14120758623336	0	0
DCLK2	0.310514147943549	0	0.0240868624305062	0.00597112467725862	0.914967307865526	0	0.00450993086801918	0.00181814769875081	0	0.0135223057700256	0	0.372196141301745	0.449820861050594	0.711734315500421	0	0
DCLK3	0	0	0	0	0	0	0	0	0	0	0	7.99372217302366e-05	0	0	0	0
DCLRE1A	0.00621113336319939	0.0244069399842003	0.00644773531959819	0.0205485287488008	0.0120969330749184	0.0276063735094106	0.018470856577358	0.0220264999943349	0	0.0670479635630211	0.0130825940101854	0.0161700786397024	0.0159150658008359	0.0257986433443552	0.00986872728484256	0.0229573118836152
DCLRE1B	0.021507630522609	0.0411783708201643	0.00798173537582376	0.0304955053548349	0.00571800859208922	0.0315494462566306	0.0307351763677748	0.0323867776210553	0.0424593529937734	0.0627093137573706	0.0401422856386971	0.0199133626560915	0.0193416088678872	0.0265266683821783	0.0013012518196691	0.0219488722722684
DCLRE1C	0.151284150108817	0.423868036409431	0.345779921408019	0.336882232680441	0.143445668170436	0.30519826007007	0.314449659319703	0.286654152448462	0.346635430412191	0.202518805518319	0.276965389495686	0.134153338274252	0.185088152024788	0.255141880557227	0.0371701736157942	0.236709066959319
DCN	13.2755667115246	0	0	0	0.333893307957874	0	0	0	0	0	0	18.2311972993109	14.9467968987824	0.0864942444464427	0	0
DCP1A	0.685086558190754	0.57923531719783	0.567859864676977	0.417940491541252	0.585610453286957	0.48563343832037	0.549439908293048	0.460615940418792	0.274238428667001	0.326339639721422	0.414587437635581	0.611075991093747	0.549842072339409	0.563605147559704	0.188223138166375	0.49417742479696
DCP1B	0.140180283066748	0.0396574744387746	0.0352950690978057	0.0365713076502784	0.148768891908039	0.0610489783385347	0.0665362589781856	0.0602287826077372	0.0269010652720796	0.030219930260015	0.0286607361031147	0.155830994810489	0.194199414415348	0.0593787425241594	0.0157219359128382	0.0849246450307735
DCP2	0.800264717949037	0.959396810327837	0.6132322163225	0.81722061777535	0.6254412195238	0.579490240812753	0.514629470508323	0.578859716432705	0.697873154046114	0.579831037536607	1.07844070070773	0.752462309064036	0.560711021837362	0.313124523887122	0.0916091552504093	0.722949120076171
DCPS	0.121575002407457	0.19508362132706	0.137381306376338	0.349531133453272	0.0888271447981264	0.227540770535542	0.161526235235899	0.202443252516891	0.251534618545089	0.330585084808086	0.179327586497207	0.140356867828408	0.112966513545176	0.0831311912480475	0.180831953340566	0.193362414626839
DCST1	0	0	0	0	0.00495948825254531	0	0	0	0	0	0	0.00232041101491887	0	0	0	0
DCST1-AS1	0	0	0	0	0.00225668258152642	0	0	0.000980220528396453	0	0.00353399196546871	0	0.00151514519201507	0	0	0	0
DCST2	0	0	0	0	0.0127768404745459	0	0	0	0	0	0	0.00671348800056763	0.00661312113589878	0	0	0
DCSTAMP	0	0	0	0	0	0	0	0	0	0	0.000529080150929113	0	0	0	0	0
DCT	0.0176092483112534	0	0	0	0	0	0	0	0	0	0	0.0109748753220962	0.00363719370363863	0	0	0
DCTD	0.389018732243811	0.221443822931333	0.201944670977651	0.249478705562056	0.226850530252297	0.338357620651839	0.327231581567713	0.299137754110066	0.226107707691369	0.483446998177175	0.198364295522412	0.420496646031507	0.318578310080251	0.183324863074301	0.131510676947331	0.248203026166538
DCTN1	0.254858749411622	0.411423823705593	0.262506441650082	0.356882940048304	0.254018898801052	0.353855357486691	0.318213639692213	0.328583741815772	0.375785682292965	0.35664515050925	0.324587240260288	0.316426109057622	0.308703523510402	0.364235105911149	0.0848260092496361	0.324976797025081
DCTN1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0.000781976437711747	0	0	0
DCTN2	0.478861134915867	0.554937728435362	0.413196339349513	0.541000377611367	0.473441195596574	0.744824122843724	0.680997367710129	0.583988361304536	0.62277955221447	0.880756051275627	0.47985271590504	0.528326771487235	0.411081390564956	0.725385421675353	0.198251816202006	0.472946743607268
DCTN3	0.60915055010378	0.889986169602119	0.677777763454595	1.0416270440558	0.47477675845663	0.847464953282422	0.794647912419474	0.74932443344241	0.799907253368439	1.3774274491994	0.913657301489305	0.72382409415245	0.723631528902956	0.944716127884975	0.341298774533072	0.982844826556947
DCTN4	0.765944037077453	0.658883707364456	0.313498101599349	0.498454756406939	0.418240263248156	0.47210525325665	0.480480374461659	0.518114991162038	0.423315400812247	0.532556179341987	0.577731400114141	0.703911218206499	0.641586165795155	0.628828335410383	0.157620223880219	0.36432498148853
DCTN5	0.245545785094339	0.318835675596088	0.202149115694282	0.275093221685995	0.202457260747528	0.26882918298488	0.263700747702554	0.283070606709493	0.298572208159296	0.22985961696456	0.265016796344307	0.214613478840478	0.176972989643731	0.188001150526465	0.0730634867598471	0.236563398137865
DCTN6	0.36767945004762	0.324913487940474	0.232299933597271	0.30673699723593	0.325489272755125	0.373021486133192	0.341556466000653	0.308157634466067	0.330336449983641	0.397115250249712	0.289167551633448	0.438089151575697	0.40110605804773	0.50101258787929	0.133317944207177	0.332862582250584
DCTPP1	0.121748790581402	0.216766728780299	0.265587074761589	0.415877309205603	0.2118793375746	0.64389349372824	0.47762483102109	0.582596439584828	0.494769461960615	1.01444278159194	0.199845222151989	0.185256864421686	0.164339913895859	0.210123892958025	0.0715191135580512	0.209372532292414
DCUN1D1	0.394510895431575	0.525697989311098	0.303199656526954	0.513101116149968	0.298046779388992	0.502986919950391	0.474281719783373	0.446139660411738	0.533616133294635	0.431501881438702	0.42182207458265	0.391371556045009	0.358162775297478	0.265440348241605	0.137075089762118	0.416174915985347
DCUN1D2	0.153066028901801	0.0694560295417815	0.0418191518827574	0.0477060085413067	0.195298170701834	0.0613496478936264	0.0489095582938834	0.0650928319299082	0.0580404416724861	0.0401103149627989	0.0547275133270542	0.138871030811294	0.141937500079781	0.103511485792154	0.0288366886047193	0.0405765076495145
DCUN1D2-AS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCUN1D3	0.23167486760206	0.0777489059608975	0.00986821926730878	0.0210342165307906	0.176853701679929	0.0291669483153862	0.0714698263472172	0.0619159996789622	0.0590092729589705	0.0271116256404052	0.0641544935983949	0.222753103520294	0.0647944149253053	0.481408057068292	0.00833649553587801	0.0272140978837319
DCUN1D4	0.830674950117825	0.134599906459008	0.111348033850385	0.0625763020228437	0.422863903809985	0.165459538108535	0.153897587321666	0.126801024957619	0.0915669500902652	0.150721684439441	0.082383414827185	0.702608171993797	0.681530583526936	0.508896959974685	0.0764511999809315	0.116675042572568
DCUN1D5	0.395916161064051	0.382598425400468	0.303358416079945	0.349449214850094	0.238819643380961	0.490317739247445	0.40112023828488	0.47856269745425	0.367586375298933	0.568758081249842	0.275156944992387	0.345892346147521	0.342488248776666	0.275636562192283	0.125277993626282	0.352775320806395
DCX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCXR	0.747749761981946	0.606427596483156	0.511312640124265	0.83214544059157	0.254256175005325	0.653841070325839	0.553097462904607	0.626602221838562	0.712394238723721	1.36174365932133	0.602630894458522	0.655475185374269	0.5465244610444	0.487063021977227	0.348000346562182	0.67341420569909
DDA1	0.278240687414897	0.50408425813962	0.402814162308953	0.473395241578561	0.151851813387527	0.474194802333731	0.412577168618379	0.381340047200542	0.431152083882864	0.483374443758044	0.453613896309351	0.283039808343426	0.182628646818011	0.232645089798089	0.159460165322903	0.555898496388169
DDAH1	0.121191935448969	0	0	0	0.283473799581003	0.00201651082297826	0.00508775584022966	0.00603387594832382	0	0.0291075195632894	0	0.170639342560755	0.642151928078143	0.172674741097958	0	0
DDAH2	0.595051584443333	0.8729647713324	0.72399487719923	1.1152323136839	0.674071674347887	1.97501802291624	1.88496006143707	1.17206013223088	1.10038212528434	2.1288024998141	0.577449282125622	0.980399043488748	1.12689448109315	0.990060112980883	0.217565247056714	0.346892209230003
DDB1	0.484054852260226	0.712916702540931	0.484910316506297	0.730897123437271	0.450212759183801	0.689042987167718	0.708471207269856	0.712807927872922	0.503999893827385	0.639157219430511	0.438448522373613	0.458295276925033	0.398821158477509	0.416594073019109	0.292796691385477	0.597346468084573
DDB2	0.103233059893539	0.253124518387864	0.189435651753889	0.265808890698962	0.344786155293246	0.161629625821867	0.213879691685986	0.191417510907824	0.279880410672865	0.201142312196958	0.213948613083725	0.231400308945008	0.279059158148789	0.257586950168282	0.0518168202312778	0.279053184220918
DDC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDC-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDHD1	1.43978314067625	0.595347260515145	0.705970857151714	0.695757474091533	0.380279331536849	0.351813378996475	0.503321625970847	0.411881241147769	0.490137120262309	0.260602560017104	0.345029858018657	1.04835122895443	0.744707864404858	0.346736340548312	0.210853947647698	0.757443886773314
DDHD2	0.364667326937532	0.204144541078261	0.252014783624929	0.140584178899948	0.316661031037846	0.264615223190661	0.243294046684657	0.204878316460776	0.114866297249488	0.30901513482664	0.0854281543824123	0.353813271818004	0.31208494945302	0.156662162930434	0.121108866388879	0.256282575387268
DDI1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDI2	0.344259701908648	0.249412752491778	0.251922929542456	0.280604572628059	0.274306040518418	0.156288408610944	0.12702681623323	0.149840915106727	0.149860231348354	0.139641040651778	0.215987822508756	0.258115863912683	0.261011871704335	0.137553231634055	0.0443672357290653	0.165525151998492
DDIAS	0	0.0219721186819212	0.0190371547173723	0.0181115901956483	0.0270025947830336	0.0177011029387145	0.0202986776538199	0.0185232272552014	0	0.037250037220135	0.025839186406811	0.00196086211853504	0.0040101277236337	0	0.0036080287416982	0.0060124883774868
DDIT3	0.390998563435008	0.86917783954885	0.641883342481391	0.40201387517752	0.254470944138197	0.458280497563728	0.588012751913163	0.394746193382042	0.671634101245288	0.348353197580855	0.594474228378817	0.443286248633755	0.406967276671986	0.654491077689828	0.239894475928985	0.514646225839553
DDIT4	2.38628220446072	1.40271990224802	0.707310808953973	1.97216265827798	1.41526205602195	0.683735954845158	0.999962018412611	0.577697532301245	2.92001925699287	0.238934594165438	0.776755948897479	1.78977646766262	4.95722629329219	2.91422291431771	0.875681063312143	2.81645997097959
DDIT4L	0	0	0	0	0.0141392557715309	0	0	0	0	0	0	0.00868001132133093	0	0.0252471426932398	0	0
DDN	0	0.000448337302255737	0	0	0	0	0.000772904154794322	0.000682436229459343	0	0	0	0	0	0	0	0
DDN-AS1	0.038123947656056	0.0584639299212715	0.0334936579130817	0.037664533820934	0.0243336658323165	0.027938706837096	0.0352108554489104	0.0230618727163145	0.0273681608959502	0.0216257591707091	0.0637050744167882	0.0416894880922786	0.035994602149245	0.0294862266839479	0.0213912584726955	0.0586488871427707
DDO	0.0348483768081861	0.00458076920479455	0	0	0.0242256613771989	0	0.0221399758274836	0.0188023255366557	0	0.0236591502465689	0.00663250624435562	0.0430797883777218	0.0494526037906689	0.029704030364755	0	0
DDOST	0.589637061097312	0.854689702518155	0.532220620245568	1.24835353480394	0.537009731237961	0.996353475649693	0.963007522046383	1.16168095857664	1.16743464963867	1.46812088938208	0.758425314050212	0.596309938233412	0.399666577421994	0.309267180089088	1.53916659762064	0.767551904177717
DDR1	0.0441425139184028	0	0.0233155221435319	0.00181448873613864	0.0152735751199118	0	0	0.000531567077597401	0	0	0.0009256016795267	0.0492534468303319	0.0340597797800717	0.0205084219781395	0.0139759534146132	0.00352853930131248
DDR2	4.82008621189385	0.0017947610397169	0	0	0.122255501326165	0	0.00121108646145007	0.00206674065857705	0	0	0	3.07511199816715	2.17492483940044	1.06627469721449	0.0231200793216906	0.00547950661809258
DDRGK1	0.330350035218795	0.432052487180244	0.297431070929021	0.443702832689246	0.401702830903153	0.390950650542346	0.414941896960449	0.407262776876866	0.413323383324596	0.526609604139427	0.413759903803197	0.435048222261879	0.478293115362673	0.386427593863494	0.314280221046273	0.402306507082681
DDT	0.837883481601557	1.39931589162154	1.26016670151538	2.28309124470256	0.715086819898219	1.81804853763676	1.69205183646213	1.93558078841003	2.01361722124128	2.45756925324837	1.84129123102	1.02895234266086	0.754451732729839	1.07301992409942	0.671418792064274	1.27457679466477
DDTL	0.00674547187405428	0.00437964060132629	0	0.00301645877726542	0.0071507077826089	0.00171664710422017	0.00583229329656448	0.00615855503376176	0	0	0.00338154972452705	0.00721757964339786	0.00951489971923901	0	0.00293708676641404	0.00665694206262118
DDX1	0.72505711881981	0.419029664042936	0.387807966435986	0.45293079477598	0.476727759311681	0.795420235492915	0.621676487662157	0.617341033494712	0.370141011227693	0.811268129297179	0.300867816914111	0.744021507609032	0.663801053099232	0.648099030395359	0.193455534592237	0.430589917306976
DDX10	0.738724286466686	0.226204878199123	0.25822540835177	0.244003985420475	0.880402549806802	0.332322549932278	0.300409538367875	0.330945039931684	0.18461992446029	0.318402115887987	0.147346146353889	0.603835619628985	0.699646590099113	0.407451390260431	0.108914178639671	0.249623156780051
DDX11	0.0627739608130752	0.140727152482199	0.165449857885148	0.131926108678227	0.14567918957967	0.146986275289034	0.151602566404728	0.162420869485472	0.124700356916748	0.163405133461426	0.0894808903765135	0.113688403874893	0.0738534533952448	0.0200981455209428	0.0595644851516649	0.123172774083821
DDX11-AS1	0.0238963344727081	0	0	0	0.0111648272547794	0.00437340481689397	0.00929563847098974	0.00814497756884501	0	0.0217499354255978	0	0.0238813731009442	0.0515887636267006	0	0	0
DDX17	4.74438721859557	4.40602124650358	3.72123107555872	3.33178881662511	3.72734112780846	3.4427123290742	3.58540820188538	3.44260291129948	3.13483024337615	3.44931840854292	2.98460263596825	4.85480990435087	3.77614168944792	3.78480763481281	1.26686662609957	3.09781282441241
DDX18	0.877599139035262	1.04421597247851	1.04832105776508	0.958330466461699	1.01794157435891	1.20513842517299	1.04673328025873	0.987756443129249	0.97461254937987	1.39626805748236	0.852466714021053	1.02640931853351	1.04077334508936	1.1691384446692	0.641969900831483	1.47503776789521
DDX19A	0.137799325204939	0.261468282370954	0.242067454743078	0.195857759362569	0.113621313674924	0.212115541642564	0.212906221897382	0.215352946679205	0.143360950301659	0.207557070734999	0.171488271041183	0.180164892860503	0.122880389258533	0.134304396892742	0.0404622263530396	0.24506696904636
