subclone,n_cells,n_cells_labelled,n_malignant,frac_malignant,is_reference,clone_frac_of_malignant,n_arm_events,n_arm_events_loss,n_arm_events_gain,arms_hit,tp53_state,tp53_direction,tp53_loss,arm17p_frac_loss,dataset,sample
observation.observation_s14,334,334,321,0.961077844311377,FALSE,0.142035398230088,5,1,4,10q:g;1q:g;3q:g;6p:l;8p:g,3,neutral,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s9,331,331,1,0.00302114803625378,FALSE,0.000442477876106195,0,0,0,"",4,gain,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s21,319,319,3,0.00940438871473354,FALSE,0.00132743362831858,3,2,1,14q:l;17p:g;5p:l,4,gain,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s11,313,313,1,0.00319488817891374,FALSE,0.000442477876106195,0,0,0,"",3,neutral,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s13,311,311,54,0.173633440514469,FALSE,0.0238938053097345,8,3,5,11p:g;11q:g;14q:l;17p:g;18p:l;19p:g;19q:g;5p:l,4,gain,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s39,272,272,255,0.9375,FALSE,0.11283185840708,1,0,1,1q:g,3,neutral,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s6,268,268,2,0.00746268656716418,FALSE,0.000884955752212389,1,1,0,5p:l,4,gain,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s5,254,254,96,0.377952755905512,FALSE,0.0424778761061947,5,1,4,11q:g;17p:g;19q:g;22q:g;5p:l,4,gain,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s12,238,238,72,0.302521008403361,FALSE,0.031858407079646,4,1,3,11q:g;17p:g;19q:g;5p:l,4,gain,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s16,232,232,47,0.202586206896552,FALSE,0.0207964601769912,1,1,0,5p:l,4,gain,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s31,219,219,1,0.0045662100456621,FALSE,0.000442477876106195,1,1,0,5p:l,4,gain,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s26,216,216,71,0.328703703703704,FALSE,0.0314159292035398,2,1,1,11p:g;12p:l,3,neutral,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s4,206,206,7,0.0339805825242718,FALSE,0.00309734513274336,2,1,1,11p:g;5p:l,3,neutral,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s30,205,205,43,0.209756097560976,FALSE,0.0190265486725664,2,1,1,20q:g;5p:l,3,neutral,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s1,202,202,194,0.96039603960396,FALSE,0.0858407079646018,2,0,2,10q:g;1q:g,3,neutral,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s36,185,185,26,0.140540540540541,FALSE,0.0115044247787611,2,2,0,12p:l;5p:l,3,neutral,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s28,184,184,18,0.0978260869565217,FALSE,0.0079646017699115,3,2,1,12p:l;17p:g;5p:l,4,gain,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s7,183,183,169,0.923497267759563,FALSE,0.0747787610619469,3,1,2,17p:g;1q:g;6p:l,4,gain,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s35,182,182,0,0,FALSE,0,1,1,0,5p:l,4,gain,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s25,179,179,12,0.0670391061452514,FALSE,0.00530973451327434,5,3,2,10p:l;14q:l;17p:g;22q:g;5p:l,4,gain,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s24,177,177,84,0.474576271186441,FALSE,0.0371681415929204,0,0,0,"",3,neutral,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s18,162,162,45,0.277777777777778,FALSE,0.0199115044247788,2,2,0,12p:l;5p:l,3,neutral,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s23,160,160,113,0.70625,FALSE,0.05,7,3,4,10p:l;12p:l;17p:g;19p:g;19q:g;22q:g;5p:l,4,gain,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s22,125,125,110,0.88,FALSE,0.0486725663716814,7,3,4,11q:g;17p:g;18q:l;19p:g;19q:g;2q:l;5p:l,4,gain,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s2,108,108,8,0.0740740740740741,FALSE,0.00353982300884956,0,0,0,"",3,neutral,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s15,107,107,61,0.570093457943925,FALSE,0.0269911504424779,0,0,0,"",3,neutral,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s38,105,105,38,0.361904761904762,FALSE,0.0168141592920354,6,2,4,10p:l;11p:g;12p:l;17p:g;19p:g;22q:g,4,gain,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s3,99,99,24,0.242424242424242,FALSE,0.0106194690265487,1,1,0,12p:l,3,neutral,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s17,88,88,14,0.159090909090909,FALSE,0.00619469026548673,1,1,0,5p:l,3,neutral,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s34,86,86,85,0.988372093023256,FALSE,0.0376106194690266,1,0,1,1q:g,3,neutral,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s37,86,86,2,0.0232558139534884,FALSE,0.000884955752212389,0,0,0,"",4,gain,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s10,75,75,11,0.146666666666667,FALSE,0.00486725663716814,0,0,0,"",3,neutral,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s29,75,75,14,0.186666666666667,FALSE,0.00619469026548673,3,2,1,12p:l;17p:g;5p:l,4,gain,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s46,70,70,51,0.728571428571429,FALSE,0.0225663716814159,2,0,2,19p:g;22q:g,3,neutral,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s32,67,67,18,0.26865671641791,FALSE,0.0079646017699115,2,2,0,12p:l;5p:l,4,gain,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s33,66,66,31,0.46969696969697,FALSE,0.013716814159292,2,1,1,12p:l;17p:g,4,gain,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s47,54,54,18,0.333333333333333,FALSE,0.0079646017699115,1,1,0,5p:l,3,neutral,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s44,51,51,7,0.137254901960784,FALSE,0.00309734513274336,2,1,1,17p:g;5p:l,4,gain,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
observation.observation_s51,49,49,8,0.163265306122449,FALSE,0.00353982300884956,1,0,1,22q:g,3,neutral,FALSE,0,GSE207356,GSM6284914_TS173_06_Sample_F
