subclone,n_cells,n_cells_labelled,n_malignant,frac_malignant,is_reference,clone_frac_of_malignant,n_arm_events,n_arm_events_loss,n_arm_events_gain,arms_hit,tp53_state,tp53_direction,tp53_loss,arm17p_frac_loss,dataset,sample
observation.observation_s9,117,117,41,0.35042735042735,FALSE,0.0661290322580645,13,4,9,13q:g;16q:l;18q:g;19p:l;19q:l;22q:l;3q:g;4p:g;4q:g;5p:g;6q:g;8q:g;9p:g,3,neutral,FALSE,0,GSE116256,BM5-34p
observation.observation_s2,86,86,71,0.825581395348837,FALSE,0.114516129032258,18,6,12,10p:g;13q:g;15q:g;16p:l;16q:l;17p:l;18q:g;19p:l;19q:l;1q:g;22q:l;3q:g;4p:g;4q:g;5p:g;6q:g;8q:g;9p:g,2,loss,TRUE,0.547619047619048,GSE116256,BM5-34p
observation.observation_s12,61,61,56,0.918032786885246,FALSE,0.0903225806451613,14,4,10,10p:g;13q:g;17p:l;18q:g;19p:l;19q:l;1q:g;22q:l;3q:g;4p:g;4q:g;5p:g;6q:g;9p:g,2,loss,TRUE,0.630952380952381,GSE116256,BM5-34p
observation.observation_s4,57,57,51,0.894736842105263,FALSE,0.082258064516129,18,6,12,10p:g;11q:l;13q:g;17p:l;18q:g;19p:l;19q:l;1q:g;20p:l;21q:g;22q:l;2q:g;3q:g;4q:g;5p:g;6q:g;8q:g;9p:g,2,loss,TRUE,0.523809523809524,GSE116256,BM5-34p
observation.observation_s1,53,53,12,0.226415094339623,FALSE,0.0193548387096774,6,2,4,18q:g;19p:l;19q:l;4p:g;4q:g;9p:g,3,neutral,FALSE,0,GSE116256,BM5-34p
observation.observation_s10,41,41,26,0.634146341463415,FALSE,0.0419354838709678,12,5,7,13q:g;15q:g;16p:l;17p:l;18p:g;18q:g;19p:l;19q:l;22q:l;5q:g;6q:g;9p:g,2,loss,TRUE,0.55952380952381,GSE116256,BM5-34p
observation.observation_s7,40,40,30,0.75,FALSE,0.0483870967741936,13,4,9,10p:g;12p:g;13q:g;17p:l;18q:g;19p:l;19q:l;22q:l;3q:g;4p:g;4q:g;6q:g;9p:g,2,loss,TRUE,0.607142857142857,GSE116256,BM5-34p
observation.observation_s16,40,40,22,0.55,FALSE,0.0354838709677419,14,4,10,10p:g;13q:g;16q:l;18q:g;19p:l;19q:l;22q:l;4p:g;4q:g;5p:g;5q:g;6q:g;8q:g;9p:g,3,neutral,FALSE,0,GSE116256,BM5-34p
observation.observation_s19,40,40,35,0.875,FALSE,0.0564516129032258,18,7,11,10p:g;11q:l;12p:g;13q:g;16p:l;16q:l;18q:g;19p:l;19q:l;1q:g;20p:l;22q:l;2q:g;3q:g;4p:g;4q:g;5q:g;6q:g,3,neutral,FALSE,0,GSE116256,BM5-34p
observation.observation_s13,39,39,14,0.358974358974359,FALSE,0.0225806451612903,9,2,7,10p:g;14q:g;18q:g;19p:l;19q:l;3q:g;4p:g;4q:g;9p:g,3,neutral,FALSE,0,GSE116256,BM5-34p
observation.observation_s25,35,35,18,0.514285714285714,FALSE,0.0290322580645161,10,4,6,12p:l;13q:g;18q:g;19p:l;19q:l;22q:l;4p:g;4q:g;8q:g;9p:g,3,neutral,FALSE,0,GSE116256,BM5-34p
observation.observation_s8,33,33,12,0.363636363636364,FALSE,0.0193548387096774,11,4,7,10p:g;13q:g;17p:l;18q:g;19p:l;19q:l;22q:l;4p:g;4q:g;6q:g;9p:g,2,loss,TRUE,0.583333333333333,GSE116256,BM5-34p
observation.observation_s3,32,32,19,0.59375,FALSE,0.0306451612903226,14,3,11,10p:g;13q:g;18q:g;19p:l;19q:l;22q:l;3q:g;4p:g;4q:g;5p:g;5q:g;6q:g;8q:g;9p:g,3,neutral,FALSE,0,GSE116256,BM5-34p
observation.observation_s5,30,30,24,0.8,FALSE,0.0387096774193548,17,6,11,10p:g;13q:g;16q:l;17p:l;18q:g;19p:l;19q:l;1q:g;20p:l;22q:l;3q:g;4p:g;4q:g;5p:g;6q:g;8q:g;9p:g,2,loss,TRUE,0.75,GSE116256,BM5-34p
observation.observation_s6,27,27,21,0.777777777777778,FALSE,0.0338709677419355,13,5,8,10p:g;13q:g;16p:l;16q:l;18p:g;18q:g;19p:l;19q:l;22q:l;4p:g;4q:g;5q:g;6q:g,3,neutral,FALSE,0,GSE116256,BM5-34p
observation.observation_s22,25,25,15,0.6,FALSE,0.0241935483870968,9,2,7,10p:g;10q:g;18q:g;19p:l;19q:l;3q:g;4p:g;4q:g;9p:g,3,neutral,FALSE,0,GSE116256,BM5-34p
observation.observation_s17,23,23,17,0.739130434782609,FALSE,0.0274193548387097,14,4,10,12p:g;15q:g;16p:l;16q:l;18q:g;19p:l;19q:l;3q:g;4p:g;4q:g;5q:g;6q:g;8q:g;9p:g,3,neutral,FALSE,0,GSE116256,BM5-34p
observation.observation_s15,22,22,14,0.636363636363636,FALSE,0.0225806451612903,13,6,7,13q:g;16p:l;16q:l;18q:g;19p:l;19q:l;20p:l;22q:l;2p:g;3q:g;4p:g;8q:g;9p:g,3,neutral,FALSE,0,GSE116256,BM5-34p
observation.observation_s18,22,22,16,0.727272727272727,FALSE,0.0258064516129032,16,6,10,13q:g;16p:l;17p:l;18q:g;19p:l;19q:l;1p:g;1q:g;20p:l;22q:l;3q:g;4p:g;5p:g;5q:g;6q:g;9p:g,2,loss,TRUE,0.714285714285714,GSE116256,BM5-34p
