subclone,n_cells,n_cells_labelled,n_malignant,frac_malignant,is_reference,clone_frac_of_malignant,n_arm_events,n_arm_events_loss,n_arm_events_gain,arms_hit,tp53_state,tp53_direction,tp53_loss,arm17p_frac_loss,dataset,sample
observation.observation_s2,150,150,3,0.02,FALSE,0.0104895104895105,4,1,3,10p:g;12p:l;22q:g;7p:g,,,FALSE,0,GSE185381,GSM5613782_2020-10-06-count4_0.95
observation.observation_s8,143,143,5,0.034965034965035,FALSE,0.0174825174825175,1,0,1,12q:g,,,FALSE,0,GSE185381,GSM5613782_2020-10-06-count4_0.95
observation.observation_s6,141,141,12,0.0851063829787234,FALSE,0.041958041958042,2,0,2,14q:g;20p:g,,,FALSE,0,GSE185381,GSM5613782_2020-10-06-count4_0.95
observation.observation_s17,141,141,1,0.00709219858156028,FALSE,0.0034965034965035,4,1,3,10p:g;12p:l;22q:g;7p:g,,,FALSE,0,GSE185381,GSM5613782_2020-10-06-count4_0.95
observation.observation_s12,110,110,30,0.272727272727273,FALSE,0.104895104895105,11,1,10,10p:g;11p:g;11q:g;12p:l;16q:g;17p:g;19p:g;19q:g;20p:g;22q:g;7p:g,,,FALSE,0,GSE185381,GSM5613782_2020-10-06-count4_0.95
observation.observation_s15,77,77,70,0.909090909090909,FALSE,0.244755244755245,11,4,7,10p:g;10q:g;19p:l;19q:l;1q:g;21q:g;3q:g;6p:l;7p:g;7q:g;8q:l,,,FALSE,0,GSE185381,GSM5613782_2020-10-06-count4_0.95
observation.observation_s11,75,75,8,0.106666666666667,FALSE,0.027972027972028,8,1,7,10p:g;12p:l;15q:g;16q:g;20p:g;21q:g;22q:g;7p:g,,,FALSE,0,GSE185381,GSM5613782_2020-10-06-count4_0.95
observation.observation_s1,66,66,17,0.257575757575758,FALSE,0.0594405594405594,8,0,8,12q:g;16q:g;17p:g;19p:g;19q:g;20p:g;22q:g;7p:g,,,FALSE,0,GSE185381,GSM5613782_2020-10-06-count4_0.95
observation.observation_s5,65,65,4,0.0615384615384615,FALSE,0.013986013986014,5,1,4,10p:g;12p:l;20p:g;22q:g;7p:g,,,FALSE,0,GSE185381,GSM5613782_2020-10-06-count4_0.95
observation.observation_s3,63,63,19,0.301587301587302,FALSE,0.0664335664335664,9,0,9,10p:g;12q:g;16q:g;19q:g;20p:g;20q:g;22q:g;6p:g;7p:g,,,FALSE,0,GSE185381,GSM5613782_2020-10-06-count4_0.95
observation.observation_s18,61,61,28,0.459016393442623,FALSE,0.0979020979020979,5,1,4,10p:g;19q:l;3q:g;6q:g;7p:g,,,FALSE,0,GSE185381,GSM5613782_2020-10-06-count4_0.95
observation.observation_s4,50,50,7,0.14,FALSE,0.0244755244755245,9,1,8,10p:g;12q:g;17p:g;17q:l;19q:g;1p:g;20p:g;22q:g;7p:g,,,FALSE,0,GSE185381,GSM5613782_2020-10-06-count4_0.95
observation.observation_s16,49,49,19,0.387755102040816,FALSE,0.0664335664335664,6,0,6,10p:g;16q:g;20p:g;20q:g;21q:g;7p:g,,,FALSE,0,GSE185381,GSM5613782_2020-10-06-count4_0.95
observation.observation_s9,44,44,2,0.0454545454545455,FALSE,0.00699300699300699,3,0,3,16q:g;22q:g;7p:g,,,FALSE,0,GSE185381,GSM5613782_2020-10-06-count4_0.95
observation.observation_s13,28,28,9,0.321428571428571,FALSE,0.0314685314685315,5,0,5,10p:g;12q:g;15q:g;1q:g;20p:g,,,FALSE,0,GSE185381,GSM5613782_2020-10-06-count4_0.95
observation.observation_s10,24,24,9,0.375,FALSE,0.0314685314685315,7,2,5,10p:g;11q:g;12p:l;12q:l;15q:g;16q:g;20p:g,,,FALSE,0,GSE185381,GSM5613782_2020-10-06-count4_0.95
observation.observation_s23,21,21,6,0.285714285714286,FALSE,0.020979020979021,9,1,8,10p:g;12p:l;16q:g;1p:g;20p:g;20q:g;22q:g;7p:g;7q:g,,,FALSE,0,GSE185381,GSM5613782_2020-10-06-count4_0.95
observation.observation_s25,21,21,5,0.238095238095238,FALSE,0.0174825174825175,2,0,2,10p:g;1p:g,,,FALSE,0,GSE185381,GSM5613782_2020-10-06-count4_0.95
observation.observation_s30,20,20,0,0,FALSE,0,5,0,5,10p:g;12q:g;17p:g;22q:g;7p:g,,,FALSE,0,GSE185381,GSM5613782_2020-10-06-count4_0.95
observation.observation_s19,18,18,7,0.388888888888889,FALSE,0.0244755244755245,6,0,6,10p:g;12q:g;20p:g;20q:g;22q:g;7p:g,,,FALSE,0,GSE185381,GSM5613782_2020-10-06-count4_0.95
