sample,dataset,timepoint,engine,sender_bin,receiver_bin,ligand,receptor,prob,pval,n_sender,n_receiver
AML328-D171,GSE116256,Post_treatment,cellchat,HSC_MPP,HSC_MPP,MIF,CD74_CD44,0.0830341047814952,0,23,23
AML328-D171,GSE116256,Post_treatment,cellchat,Erythroid,HSC_MPP,MIF,CD74_CD44,0.114524680815556,0,14,23
AML328-D171,GSE116256,Post_treatment,cellchat,T_NK,HSC_MPP,MIF,CD74_CD44,0.0361996396374306,0,762,23
AML328-D171,GSE116256,Post_treatment,cellchat,HSC_MPP,Erythroid,MIF,CD74_CD44,0.0537112342710667,0,23,14
AML328-D171,GSE116256,Post_treatment,cellchat,Erythroid,Erythroid,MIF,CD74_CD44,0.0749906113159745,0.01,14,14
AML328-D171,GSE116256,Post_treatment,cellchat,T_NK,Erythroid,MIF,CD74_CD44,0.0230011390779437,0.07,762,14
AML328-D171,GSE116256,Post_treatment,cellchat,Erythroid,HSC_MPP,LGALS9,PTPRC,0.0277981097133613,0.01,14,23
AML328-D171,GSE116256,Post_treatment,cellchat,Erythroid,Erythroid,LGALS9,PTPRC,0.025652397823545,0.01,14,14
AML328-D171,GSE116256,Post_treatment,cellchat,Erythroid,T_NK,LGALS9,PTPRC,0.0476521949724269,0.01,14,762
AML328-D171,GSE116256,Post_treatment,cellchat,HSC_MPP,HSC_MPP,CD99,CD99,0.0168819566302212,0.08,23,23
AML328-D171,GSE116256,Post_treatment,cellchat,Erythroid,Erythroid,F11R,F11R,0.00987685545894732,0,14,14
AML328-D171,GSE116256,Post_treatment,cellchat,HSC_MPP,HSC_MPP,PECAM1,PECAM1,0.0143747921471947,0,23,23
AML328-D171,GSE116256,Post_treatment,cellchat,HSC_MPP,HSC_MPP,SELL,CD34,0.0366798125003274,0,23,23
AML328-D171,GSE116256,Post_treatment,cellchat,T_NK,HSC_MPP,SELL,CD34,0.0574158031426793,0,762,23
AML328-D171,GSE116256,Post_treatment,cellchat,HSC_MPP,Erythroid,SELL,CD34,0.0125479623841403,0,23,14
AML328-D171,GSE116256,Post_treatment,cellchat,T_NK,Erythroid,SELL,CD34,0.0199237870417233,0,762,14
