sample_id	pipeline_sample_id	join_rule
GSE147989__007SCRBL	007SCRBL	exact
GSE147989__007C1D1BL	007C1D1BL	exact
GSE147989__009SCRBL	009SCRBL	exact
GSE147989__009C1D1BL	009C1D1BL	exact
