sample_id	pipeline_sample_id	join_rule
GSE207356__TS173_04_Sample_D_screening_pretreatment	GSM6284912_TS173_04_Sample_D	gsm_prefix
GSE207356__TS173_05_Sample_E_treatment_timepoint2_Cycle2_Day3	GSM6284913_TS173_05_Sample_E	gsm_prefix
GSE207356__TS173_06_Sample_F_treatment_timepoint4_Cycle4_Day1	GSM6284914_TS173_06_Sample_F	gsm_prefix
