sample_id	pipeline_sample_id	join_rule
GSE201966__AML01M4_P	GSM6085177_AML01M4_P	gsm_prefix
GSE201966__AML01M4_CR	GSM6085176_AML01M4_CR	gsm_prefix
GSE201966__AML01M4_RE	GSM6085178_AML01M4_RE	gsm_prefix
GSE201966__AML02M5_P	GSM6085179_AML02M5_P	gsm_prefix
GSE201966__AML02M5_RE	GSM6085180_AML02M5_RE	gsm_prefix
GSE201966__AML03M5_P	GSM6085181_AML03M5_P	gsm_prefix
GSE201966__AML03M5_RE	GSM6085182_AML03M5_RE	gsm_prefix
