subclone,n_cells,n_cells_labelled,n_malignant,frac_malignant,is_reference,clone_frac_of_malignant,n_arm_events,n_arm_events_loss,n_arm_events_gain,arms_hit,tp53_state,tp53_direction,tp53_loss,arm17p_frac_loss,dataset,sample
observation.observation_s17,304,304,28,0.0921052631578947,FALSE,0.0141342756183746,10,4,6,11p:g;11q:g;14q:l;17p:g;18p:l;19p:g;19q:g;22q:g;5p:l;6q:l,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s23,250,250,0,0,FALSE,0,0,0,0,"",,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s16,245,245,60,0.244897959183673,FALSE,0.0302877334679455,3,1,2,17p:g;19q:g;5p:l,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s2,233,233,169,0.725321888412017,FALSE,0.0853104492680465,4,0,4,10q:g;1q:g;7q:g;8p:g,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s9,231,231,3,0.012987012987013,FALSE,0.00151438667339727,3,1,2,17p:g;19q:g;5p:l,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s18,219,219,104,0.474885844748858,FALSE,0.0524987380111055,8,2,6,17p:g;19p:g;19q:g;1p:g;20p:g;22q:g;5p:l;6q:l,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s31,203,203,0,0,FALSE,0,2,1,1,17p:g;5p:l,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s15,197,197,171,0.868020304568528,FALSE,0.0863200403836446,4,0,4,10q:g;1q:g;7q:g;8p:g,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s20,195,195,160,0.82051282051282,FALSE,0.0807672892478546,4,0,4,10q:g;16q:g;17p:g;1q:g,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s5,194,194,155,0.798969072164949,FALSE,0.0782433114588592,3,1,2,17p:g;1q:g;5p:l,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s22,194,194,0,0,FALSE,0,1,0,1,17p:g,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s36,183,183,114,0.622950819672131,FALSE,0.0575466935890964,8,3,5,17p:g;18q:l;19p:g;19q:g;20p:g;22q:g;5p:l;6q:l,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s11,180,180,2,0.0111111111111111,FALSE,0.00100959111559818,6,2,4,11q:g;17p:g;19p:g;19q:g;5p:l;6q:l,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s12,170,170,157,0.923529411764706,FALSE,0.0792529025744573,5,1,4,10q:g;17p:g;1q:g;5p:l;7q:g,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s32,168,168,103,0.613095238095238,FALSE,0.0519939424533064,2,1,1,17p:g;5p:l,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s4,161,161,137,0.850931677018634,FALSE,0.0691569914184755,4,1,3,17p:g;1q:g;5p:l;8p:g,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s1,159,159,0,0,FALSE,0,2,1,1,17p:g;5p:l,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s7,158,158,143,0.905063291139241,FALSE,0.0721857647652701,5,2,3,16q:g;17p:g;1q:g;5p:l;6q:l,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s10,154,154,1,0.00649350649350649,FALSE,0.000504795557799091,7,3,4,11q:g;17p:g;18p:l;19p:g;19q:g;5p:l;6q:l,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s30,144,144,1,0.00694444444444444,FALSE,0.000504795557799091,7,2,5,11p:g;11q:g;17p:g;19q:g;1p:g;5p:l;6q:l,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s6,132,132,81,0.613636363636364,FALSE,0.0408884401817264,7,2,5,16q:g;17p:g;19p:g;20p:g;22q:g;5p:l;6q:l,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s28,123,123,0,0,FALSE,0,3,1,2,17p:g;19q:g;5p:l,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s24,114,114,0,0,FALSE,0,3,1,2,17p:g;19q:g;5p:l,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s13,106,106,84,0.792452830188679,FALSE,0.0424028268551237,4,0,4,10q:g;11p:g;17p:g;1q:g,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s33,106,106,0,0,FALSE,0,2,1,1,17p:g;5p:l,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s21,101,101,15,0.148514851485149,FALSE,0.00757193336698637,0,0,0,"",,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s8,93,93,68,0.731182795698925,FALSE,0.0343260979303382,4,1,3,17p:g;1q:g;5p:l;8p:g,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s27,90,90,1,0.0111111111111111,FALSE,0.000504795557799091,2,0,2,17p:g;19q:g,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s37,73,73,42,0.575342465753425,FALSE,0.0212014134275618,3,1,2,17p:g;1q:g;5p:l,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s44,71,71,9,0.126760563380282,FALSE,0.00454316002019182,1,0,1,17p:g,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s41,67,67,0,0,FALSE,0,3,1,2,17p:g;19q:g;5p:l,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s42,62,62,0,0,FALSE,0,2,0,2,17p:g;19q:g,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s34,61,61,5,0.0819672131147541,FALSE,0.00252397778899546,5,1,4,11q:g;17p:g;19p:g;19q:g;5p:l,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s25,60,60,42,0.7,FALSE,0.0212014134275618,3,0,3,10q:g;16q:g;8p:g,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s14,53,53,1,0.0188679245283019,FALSE,0.000504795557799091,3,1,2,17p:g;19q:g;5p:l,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s19,53,53,5,0.0943396226415094,FALSE,0.00252397778899546,7,3,4,17p:g;18p:l;19p:g;19q:g;5p:l;6q:l;8q:g,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s35,53,53,1,0.0188679245283019,FALSE,0.000504795557799091,7,2,5,11q:g;17p:g;18p:l;19p:g;19q:g;22q:g;5p:l,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s39,53,53,16,0.30188679245283,FALSE,0.00807672892478546,6,2,4,17p:g;18p:l;19p:g;19q:g;20p:g;6q:l,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s29,49,49,27,0.551020408163265,FALSE,0.0136294800605755,7,2,5,15q:g;17p:g;19p:g;1p:g;22q:g;5p:l;6q:l,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s40,49,49,2,0.0408163265306122,FALSE,0.00100959111559818,2,1,1,17p:g;5p:l,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s38,42,42,33,0.785714285714286,FALSE,0.01665825340737,2,0,2,1q:g;8p:g,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s26,39,39,2,0.0512820512820513,FALSE,0.00100959111559818,3,1,2,17p:g;5p:l;8q:g,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s3,32,32,0,0,FALSE,0,2,1,1,17p:g;5p:l,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s45,24,24,24,1,FALSE,0.0121150933871782,5,1,4,10q:g;16q:g;1q:g;5p:l;8p:g,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s43,23,23,9,0.391304347826087,FALSE,0.00454316002019182,6,3,3,17p:g;18q:l;5p:l;6q:l;8p:g;8q:g,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s46,22,22,0,0,FALSE,0,3,1,2,17p:g;19q:g;5p:l,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s48,3,3,1,0.333333333333333,FALSE,0.000504795557799091,7,1,6,10p:g;10q:g;17p:g;20p:g;5p:l;6p:g;7q:g,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s51,2,2,1,0.5,FALSE,0.000504795557799091,10,6,4,10p:l;12p:l;16q:g;20q:l;22q:g;2p:l;2q:l;5q:g;7p:g;9p:l,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s47,1,1,0,0,FALSE,0,9,4,5,11p:g;13q:l;18p:l;19q:g;4p:l;5p:l;7p:g;7q:g;9p:g,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s49,1,1,1,1,FALSE,0.000504795557799091,14,5,9,12p:l;17p:g;18p:l;19q:g;1q:g;20p:g;20q:g;21q:g;4p:g;5p:l;5q:l;6q:l;8p:g;9q:g,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s50,1,1,1,1,FALSE,0.000504795557799091,16,5,11,10p:g;11p:l;11q:g;14q:l;16q:g;17p:g;19p:g;19q:g;1q:g;22q:g;3p:g;4p:l;5p:l;6q:l;8p:g;9p:g,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s52,1,1,1,1,FALSE,0.000504795557799091,13,5,8,10p:g;10q:g;12q:g;13q:g;16q:l;18q:l;1q:g;20q:l;22q:g;2q:l;5p:l;9p:g;9q:g,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
observation.observation_s53,1,1,1,1,FALSE,0.000504795557799091,12,3,9,11p:g;11q:g;12p:l;17p:g;17q:g;18p:g;19p:g;21q:g;4p:g;6q:l;8p:l;9q:g,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
reference_normal.reference_normal_s1,75,75,0,0,TRUE,0,0,0,0,"",,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
reference_normal.reference_normal_s6,62,62,0,0,TRUE,0,0,0,0,"",,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
reference_normal.reference_normal_s2,51,51,0,0,TRUE,0,0,0,0,"",,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
reference_normal.reference_normal_s7,45,45,0,0,TRUE,0,0,0,0,"",,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
reference_normal.reference_normal_s8,30,30,0,0,TRUE,0,2,0,2,20p:g;20q:g,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
reference_normal.reference_normal_s3,25,25,0,0,TRUE,0,1,0,1,10q:g,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
reference_normal.reference_normal_s10,23,23,0,0,TRUE,0,0,0,0,"",,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
reference_normal.reference_normal_s13,23,23,0,0,TRUE,0,0,0,0,"",,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
reference_normal.reference_normal_s5,20,20,0,0,TRUE,0,0,0,0,"",,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
reference_normal.reference_normal_s9,11,11,0,0,TRUE,0,0,0,0,"",,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
reference_normal.reference_normal_s4,8,8,0,0,TRUE,0,1,0,1,10q:g,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
reference_normal.reference_normal_s14,4,4,0,0,TRUE,0,1,0,1,9p:g,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
reference_normal.reference_normal_s15,4,4,0,0,TRUE,0,0,0,0,"",,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
reference_normal.reference_normal_s12,3,3,0,0,TRUE,0,2,0,2,5p:g;9p:g,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
reference_normal.reference_normal_s11,1,1,0,0,TRUE,0,13,4,9,10p:g;11p:l;16p:g;17p:g;18p:g;19p:l;19q:l;1p:g;20p:g;21q:g;2q:g;3q:g;8q:l,,,FALSE,0,GSE207356,GSM6284913_TS173_05_Sample_E
reference_normal.reference_normal_s16,1,1,0,0,TRUE,0,8,1,7,12p:g;15q:g;17p:l;18p:g;1q:g;5p:g;6q:g;8p:g,,,FALSE,0.989795918367347,GSE207356,GSM6284913_TS173_05_Sample_E
