subclone,n_cells,n_cells_labelled,n_malignant,frac_malignant,is_reference,clone_frac_of_malignant,n_arm_events,n_arm_events_loss,n_arm_events_gain,arms_hit,tp53_state,tp53_direction,tp53_loss,arm17p_frac_loss,dataset,sample
observation.observation_s9,181,181,3,0.0165745856353591,FALSE,0.0119521912350598,3,1,2,12q:g;5p:l;7p:g,3,neutral,FALSE,0,GSE116256,BM4
observation.observation_s2,133,133,23,0.172932330827068,FALSE,0.0916334661354582,9,2,7,12q:g;17p:g;19p:g;1p:g;20p:g;5p:l;6p:g;6q:l;7p:g,4,gain,FALSE,0,GSE116256,BM4
observation.observation_s6,130,130,4,0.0307692307692308,FALSE,0.0159362549800797,1,1,0,5p:l,3,neutral,FALSE,0,GSE116256,BM4
observation.observation_s27,126,126,33,0.261904761904762,FALSE,0.131474103585657,5,1,4,12q:g;17p:g;1q:g;20p:g;5p:l,4,gain,FALSE,0,GSE116256,BM4
observation.observation_s1,122,122,16,0.131147540983607,FALSE,0.0637450199203187,7,3,4,12q:g;19q:l;2p:g;5p:l;6q:l;7p:g;9q:g,3,neutral,FALSE,0,GSE116256,BM4
observation.observation_s19,122,122,3,0.0245901639344262,FALSE,0.0119521912350598,6,1,5,12q:g;17p:g;19p:g;20p:g;5p:l;7p:g,4,gain,FALSE,0,GSE116256,BM4
observation.observation_s3,111,111,5,0.0450450450450451,FALSE,0.0199203187250996,5,1,4,12q:g;2p:g;4q:g;5p:l;7p:g,3,neutral,FALSE,0,GSE116256,BM4
observation.observation_s15,106,106,4,0.0377358490566038,FALSE,0.0159362549800797,6,2,4,14q:l;17p:g;19p:g;19q:g;5p:l;7p:g,3,neutral,FALSE,0,GSE116256,BM4
observation.observation_s25,104,104,3,0.0288461538461538,FALSE,0.0119521912350598,7,1,6,11p:g;12q:g;17p:g;19p:g;22q:g;5p:l;7p:g,3,neutral,FALSE,0,GSE116256,BM4
observation.observation_s7,95,95,2,0.0210526315789474,FALSE,0.00796812749003984,6,2,4,11p:g;14q:l;19p:g;4q:g;5p:l;7p:g,3,neutral,FALSE,0,GSE116256,BM4
observation.observation_s13,94,94,3,0.0319148936170213,FALSE,0.0119521912350598,1,1,0,5p:l,3,neutral,FALSE,0,GSE116256,BM4
observation.observation_s24,94,94,12,0.127659574468085,FALSE,0.0478087649402391,7,1,6,12q:g;15q:g;17p:g;1p:g;5p:l;7p:g;9q:g,3,neutral,FALSE,0,GSE116256,BM4
observation.observation_s18,86,86,27,0.313953488372093,FALSE,0.107569721115538,5,1,4,10q:g;12q:g;1q:g;5p:l;7p:g,3,neutral,FALSE,0,GSE116256,BM4
observation.observation_s31,65,65,6,0.0923076923076923,FALSE,0.0239043824701195,4,2,2,11q:l;12q:g;5p:l;7p:g,3,neutral,FALSE,0,GSE116256,BM4
observation.observation_s10,60,60,12,0.2,FALSE,0.0478087649402391,1,1,0,19q:l,3,neutral,FALSE,0,GSE116256,BM4
observation.observation_s17,51,51,6,0.117647058823529,FALSE,0.0239043824701195,9,2,7,12q:g;17p:g;1p:g;20p:g;22q:g;5p:l;6p:g;6q:l;7p:g,3,neutral,FALSE,0,GSE116256,BM4
