[vocab] 115 AML, 23 healthy, 0 excluded (of 138 rows in the index)
[0] subsets=panels -> 141 sets over 141 distinct feature columns
[1] SPLIT=discovery: 77 of 138 samples | AML=57 healthy=20 (controls are shared between arms)
[1] healthy=20 (barycenter 16) | AML=57 | alphas=[0.0]
   0.0                    only_pg_Trail_normal       0.06440   0.12003      0.04615   0.03587     0.04919  0.06955
   0.0                     only_pg_VEGF_normal       0.07601   0.12079      0.02249   0.38944     0.02329  0.42295
   0.0                      only_pg_WNT_normal       0.09698   0.17663      0.04745   0.20316     0.04055  0.30225
   0.0              only_pg_Androgen_malignant       0.09076   0.12214      0.03407   0.21664     0.01546  0.54530
   0.0                  only_pg_EGFR_malignant       0.07798   0.14914      0.07235   0.01290     0.07080  0.02927
   0.0              only_pg_Estrogen_malignant       0.08520   0.18318      0.05991   0.09984     0.05959  0.14554
   0.0               only_pg_Hypoxia_malignant       0.09222   0.14448      0.00826   0.75381     0.02364  0.45459
   0.0              only_pg_JAK_STAT_malignant       0.11259   0.22827      0.05151   0.13520     0.04529  0.26203
   0.0                  only_pg_MAPK_malignant       0.13973   0.18310      0.04990   0.20377     0.03556  0.41709
   0.0                  only_pg_NFkB_malignant       0.14671   0.17283      0.01803   0.59030     0.00320  0.93995
   0.0                   only_pg_p53_malignant       0.05634   0.14473      0.06496   0.02293     0.06547  0.02597
   0.0                  only_pg_PI3K_malignant       0.07884   0.12538      0.03950   0.06380     0.03535  0.16580
   0.0                  only_pg_TGFb_malignant       0.12742   0.16399     -0.01511   0.67552    -0.04896  0.19431
   0.0                  only_pg_TNFa_malignant       0.09597   0.14815      0.01026   0.74144    -0.00497  0.89666
   0.0                 only_pg_Trail_malignant       0.10886   0.15089      0.03108   0.25134     0.01518  0.67584
   0.0                  only_pg_VEGF_malignant       0.06940   0.10932      0.02377   0.14353     0.02528  0.11099
   0.0                   only_pg_WNT_malignant       0.12911   0.16865      0.00178   0.96129    -0.01122  0.76840
   0.0                   only_cs_antiapoptotic       0.08448   0.13451      0.01940   0.41909     0.00829  0.79040
   0.0               only_cs_apoptotic_priming       0.16138   0.13060     -0.04511   0.11867    -0.06220  0.06941
   0.0                    only_cs_cytotoxicity       0.16567   0.23001     -0.00013   0.99476     0.02301  0.27637
   0.0                      only_cs_exhaustion       0.11720   0.24923      0.07183   0.02720     0.09538  0.00358
   0.0                    only_cs_interferon_I       0.09137   0.16158      0.02872   0.34249     0.04437  0.23227
   0.0                   only_cs_interferon_II       0.12019   0.18258      0.03276   0.31686     0.06642  0.07455
   0.0                           only_cs_mhc_i       0.08331   0.15318      0.04157   0.20544     0.05590  0.11784
   0.0                          only_cs_mhc_ii       0.05918   0.13606      0.02743   0.23411     0.02267  0.36537
   0.0                    only_cs_naive_memory       0.10262   0.19679      0.04887   0.01955     0.04125  0.09287
   0.0                only_cs_retention_ligand       0.05149   0.10636      0.05449   0.02137     0.05279  0.05150
   0.0              only_cs_retention_receptor       0.11110   0.13439      0.03316   0.30951     0.05894  0.12486
   0.0                            only_cs_sasp       0.11862   0.14515     -0.00740   0.78493    -0.01117  0.73110
   0.0                      only_cs_senescence       0.08040   0.09525     -0.00792   0.69433    -0.01519  0.57393
   0.0            only_cs_antiapoptotic_normal       0.08338   0.12927      0.02263   0.36188     0.00999  0.75113
   0.0        only_cs_apoptotic_priming_normal       0.15203   0.13876     -0.03430   0.24289    -0.05674  0.09373
   0.0             only_cs_cytotoxicity_normal       0.16921   0.22834     -0.00650   0.75709     0.01755  0.41298
   0.0               only_cs_exhaustion_normal       0.11854   0.24425      0.07473   0.02220     0.10182  0.00278
   0.0             only_cs_interferon_I_normal       0.09298   0.15797      0.03227   0.28476     0.04783  0.19753
   0.0            only_cs_interferon_II_normal       0.12155   0.18387      0.03308   0.30088     0.06532  0.07351
   0.0                    only_cs_mhc_i_normal       0.07885   0.15439      0.05091   0.11917     0.05492  0.10997
   0.0                   only_cs_mhc_ii_normal       0.05830   0.12483      0.02810   0.15933     0.02422  0.31160
   0.0             only_cs_naive_memory_normal       0.09890   0.20490      0.05267   0.00749     0.04707  0.04894
   0.0         only_cs_retention_ligand_normal       0.05621   0.11333      0.05690   0.02204     0.05114  0.06786
   0.0       only_cs_retention_receptor_normal       0.10058   0.15311      0.05780   0.07797     0.07221  0.04764
   0.0                     only_cs_sasp_normal       0.11802   0.14672     -0.00564   0.84152    -0.01121  0.73266
   0.0               only_cs_senescence_normal       0.08094   0.10991     -0.00378   0.87825    -0.01433  0.59539
   0.0         only_cs_antiapoptotic_malignant       0.09606   0.12952     -0.01235   0.61531    -0.01688  0.55580
   0.0     only_cs_apoptotic_priming_malignant       0.12057   0.12566     -0.00780   0.79053     0.00314  0.91254
   0.0          only_cs_cytotoxicity_malignant       0.13707   0.23375      0.04051   0.04264     0.06313  0.00346
   0.0            only_cs_exhaustion_malignant       0.11102   0.21333      0.04991   0.07777     0.05486  0.06067
   0.0          only_cs_interferon_I_malignant       0.10384   0.16236      0.01117   0.68020     0.02954  0.36879
   0.0         only_cs_interferon_II_malignant       0.11081   0.19703      0.05382   0.09374     0.07834  0.03138
   0.0                 only_cs_mhc_i_malignant       0.12519   0.18243      0.01270   0.73603     0.02137  0.63508
   0.0                only_cs_mhc_ii_malignant       0.05893   0.14548      0.04577   0.03633     0.04492  0.05054
   0.0          only_cs_naive_memory_malignant       0.09856   0.14796      0.06459   0.01329     0.08413  0.00518
   0.0      only_cs_retention_ligand_malignant       0.06273   0.11442      0.04233   0.06178     0.04033  0.09859
   0.0    only_cs_retention_receptor_malignant       0.14375   0.13378     -0.00645   0.84152     0.01683  0.66544
   0.0                  only_cs_sasp_malignant       0.10697   0.14874     -0.02250   0.46508    -0.01597  0.62866
   0.0            only_cs_senescence_malignant       0.06254   0.09835     -0.00065   0.97973    -0.00614  0.78462
   0.0                      only_mt_glycolysis       0.08221   0.14104      0.02915   0.27057     0.01121  0.55447
   0.0                          only_mt_oxphos       0.10840   0.14531      0.00461   0.87178    -0.00911  0.75969
   0.0            only_mt_fatty_acid_oxidation       0.06915   0.13912      0.04265   0.07570     0.05121  0.08034
   0.0                       only_mt_expr_BCL2       0.08490   0.11968      0.00007   0.99735     0.00767  0.73386
   0.0                       only_mt_expr_MCL1       0.09343   0.16812     -0.00315   0.91469     0.00806  0.80995
   0.0                     only_mt_expr_BCL2L1       0.13221   0.11159     -0.01417   0.63150    -0.00282  0.93709
   0.0               only_mt_glycolysis_normal       0.07973   0.11545      0.02218   0.26344     0.00851  0.63013
   0.0                   only_mt_oxphos_normal       0.10039   0.11632      0.00987   0.66906    -0.00855  0.75353
   0.0     only_mt_fatty_acid_oxidation_normal       0.06094   0.13787      0.04292   0.08951     0.05243  0.09965
   0.0                only_mt_expr_BCL2_normal       0.08015   0.12602      0.00332   0.87470     0.00647  0.76618
   0.0                only_mt_expr_MCL1_normal       0.09739   0.15778     -0.00893   0.75919     0.00296  0.93135
   0.0              only_mt_expr_BCL2L1_normal       0.15592   0.15439     -0.01479   0.70865    -0.01223  0.74359
   0.0            only_mt_glycolysis_malignant       0.10955   0.14455     -0.01480   0.60810    -0.02670  0.28489
   0.0                only_mt_oxphos_malignant       0.18044   0.17261     -0.02855   0.46616    -0.03661  0.43462
   0.0  only_mt_fatty_acid_oxidation_malignant       0.08342   0.12878      0.03006   0.23095     0.02204  0.44588
   0.0             only_mt_expr_BCL2_malignant       0.16934   0.14585     -0.03971   0.18548    -0.04907  0.11190
   0.0             only_mt_expr_MCL1_malignant       0.09208   0.15474     -0.01259   0.66606    -0.00793  0.79607
   0.0           only_mt_expr_BCL2L1_malignant       0.15898   0.13272     -0.01905   0.39600    -0.01127  0.63591
   0.0            only_pt_predicted_Pseudotime       0.04134   0.15312      0.05493   0.06915     0.04805  0.01945
   0.0     only_pt_predicted_Pseudotime_normal       0.04086   0.14058      0.05405   0.03913     0.04840  0.02070
   0.0  only_pt_predicted_Pseudotime_malignant       0.07640   0.16792      0.03082   0.20048     0.02244  0.39714
   0.0                             only_mp_MP2       0.04742   0.11405      0.03123   0.01117     0.03215  0.01327
   0.0                             only_mp_MP3       0.08541   0.13723      0.00190   0.94683    -0.00404  0.80698
   0.0                             only_mp_MP4       0.01923   0.03633      0.01693   0.00713     0.01971  0.00773
   0.0                             only_mp_MP5       0.04231   0.11035      0.02160   0.06734     0.02405  0.04701
   0.0                             only_mp_MP6       0.04068   0.11409      0.02601   0.04234     0.03222  0.01406
   0.0                             only_mp_MP7       0.02884   0.08398      0.02538   0.02518     0.02754  0.01996
   0.0                             only_mp_MP8       0.03588   0.08399      0.01213   0.23037     0.01058  0.26396
   0.0                             only_mp_MP9       0.08475   0.14525      0.07220   0.01761     0.09021  0.00349
   0.0                            only_mp_MP10       0.04679   0.10839      0.02768   0.02288     0.03168  0.02559
   0.0                      only_mp_MP2_normal       0.04728   0.11053      0.03137   0.00815     0.03302  0.01386
   0.0                      only_mp_MP3_normal       0.08634   0.13117     -0.00157   0.95361    -0.00551  0.73863
   0.0                      only_mp_MP4_normal       0.02173   0.04634      0.01910   0.08589     0.02367  0.00113
   0.0                      only_mp_MP5_normal       0.04151   0.10693      0.02217   0.06262     0.02467  0.04078
   0.0                      only_mp_MP6_normal       0.04037   0.11256      0.02637   0.04582     0.03207  0.01413
   0.0                      only_mp_MP7_normal       0.03651   0.09300      0.02032   0.14584     0.02828  0.01935
   0.0                      only_mp_MP8_normal       0.03520   0.08364      0.01263   0.27930     0.01043  0.26927
   0.0                      only_mp_MP9_normal       0.08303   0.13878      0.07332   0.01400     0.09414  0.00287
   0.0                     only_mp_MP10_normal       0.04627   0.10518      0.02822   0.01900     0.03331  0.02573
   0.0                   only_mp_MP2_malignant       0.06096   0.14540      0.03472   0.01475     0.03309  0.04256
   0.0                   only_mp_MP3_malignant       0.09035   0.17601      0.03657   0.07370     0.04093  0.04287
   0.0                   only_mp_MP4_malignant       0.08129   0.08978     -0.00515   0.82547    -0.01647  0.53206
   0.0                   only_mp_MP5_malignant       0.05294   0.16678      0.03993   0.03209     0.04429  0.01433
   0.0                   only_mp_MP6_malignant       0.05974   0.15486      0.03052   0.07600     0.03694  0.05761
   0.0                   only_mp_MP7_malignant       0.05543   0.08844      0.01538   0.29896     0.00337  0.87036
   0.0                   only_mp_MP8_malignant       0.06638   0.10105     -0.00348   0.82005    -0.01384  0.40873
   0.0                   only_mp_MP9_malignant       0.09189   0.13029      0.01583   0.55934     0.02268  0.32027
   0.0                  only_mp_MP10_malignant       0.05975   0.14843      0.03065   0.04277     0.03512  0.04837

[4] VERDICT (alpha=0, within-dataset model)
    only_frac_mal : p=nan   (the feature we force to 0 for healthy)
    no_frac_mal   : p=nan   (stemness + n_cells, no encoded label)
    -> neither subset is significant on its own; the signal needs the full feature combination.
